規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18,151.2,137.3,13.9,12.9,78.5,75.9,2.6
５人以上,建設業,18.3,161.6,140.9,20.7,12.6,72.7,71.1,1.6
５人以上,製造業,17.3,145,133.6,11.4,13.7,91.1,88,3.1
５人以上,電気・ガス・熱供給・水道業,17.3,151.4,134.2,17.2,14.8,122.1,116.6,5.5
５人以上,情報通信業,17.4,150.3,132.9,17.4,12,76.1,73.8,2.3
５人以上,"運輸業,郵便業",18.9,168.9,147.6,21.3,15.5,112.1,100.3,11.8
５人以上,"卸売業,小売業",18.1,150.4,140.3,10.1,14.4,90.6,87.5,3.1
５人以上,"金融業,保険業",17.8,150.1,132.2,17.9,14.4,93,92.2,0.8
５人以上,"不動産業,物品賃貸業",18,153,137.9,15.1,13.3,85.8,80.2,5.6
５人以上,"学術研究,専門・技術サービス業",17,142.1,126.8,15.3,13.4,96.3,92.6,3.7
５人以上,"宿泊業,飲食サービス業",20.8,185.3,164.5,20.8,12,72.2,69.6,2.6
５人以上,"生活関連サービス業,娯楽業",19.4,159.5,148.9,10.6,12.5,84.3,83,1.3
５人以上,"教育,学習支援業",17.1,129.6,124.4,5.2,8.1,43,42.4,0.6
５人以上,"医療,福祉",18.4,145.3,137.5,7.8,12.3,63,61.7,1.3
５人以上,複合サービス事業,17.6,143.9,136.2,7.7,17,118.3,116,2.3
５人以上,サービス業（他に分類されないもの）,18.3,153.2,139.8,13.4,14.8,88.2,85.8,2.4
30人以上,調査産業計,17.9,150.9,136.3,14.6,13.6,82.1,79.4,2.7
30人以上,建設業,18.4,164.5,140.7,23.8,12.6,84.6,81.2,3.4
30人以上,製造業,17.4,147.1,134.3,12.8,13.6,94.5,90.7,3.8
30人以上,電気・ガス・熱供給・水道業,17.1,151.2,134.1,17.1,15.5,132.9,130.4,2.5
30人以上,情報通信業,17.4,151.6,133.6,18,12.4,79.9,77.4,2.5
30人以上,"運輸業,郵便業",18.9,168.1,147.2,20.9,15.5,115.8,104,11.8
30人以上,"卸売業,小売業",18.2,151,140.3,10.7,15.6,97.2,93.9,3.3
30人以上,"金融業,保険業",17.7,150.4,131.1,19.3,14.3,92.4,91.5,0.9
30人以上,"不動産業,物品賃貸業",17.7,148.4,135,13.4,14.4,81.7,79.7,2
30人以上,"学術研究,専門・技術サービス業",17,140.7,125.6,15.1,13.9,106.1,101.2,4.9
30人以上,"宿泊業,飲食サービス業",20,177,156.8,20.2,12.9,74.7,72.3,2.4
30人以上,"生活関連サービス業,娯楽業",18.8,154.6,143.3,11.3,13.4,88.5,87.1,1.4
30人以上,"教育,学習支援業",17.2,129.6,124,5.6,7.3,38.8,38.4,0.4
30人以上,"医療,福祉",18.7,146.3,137.9,8.4,12.9,63.6,62,1.6
30人以上,複合サービス事業,17.7,139.1,130.2,8.9,17.7,115.1,114.3,0.8
30人以上,サービス業（他に分類されないもの）,18.1,152.7,138.7,14,15.3,92.1,89.4,2.7
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年１月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
