事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
30人以上,TL 調査産業計,平成24,2012,年平均,529841,415869,382508,33361,113972,120346,116469,111474,4995,3877
30人以上,TL 調査産業計,平成25,2013,年平均,538877,418144,384313,33831,120733,117813,114244,108846,5398,3569
30人以上,TL 調査産業計,平成26,2014,年平均,543914,419117,384426,34691,124797,116190,112525,107152,5373,3665
30人以上,TL 調査産業計,平成27,2015,年平均,537062,415698,383671,32027,121364,116411,113102,108501,4601,3309
30人以上,TL 調査産業計,平成28,2016,年平均,540853,416424,384734,31690,124429,117428,113933,109561,4372,3495
30人以上,TL 調査産業計,平成29,2017,年平均,544820,417697,386980,30717,127123,118719,115426,111351,4075,3293
30人以上,TL 調査産業計,平成29,2017,1月,439368,414694,384536,30158,24674,113501,112236,108260,3976,1265
30人以上,TL 調査産業計,平成29,2017,2月,430718,418526,387236,31290,12192,113305,112703,109019,3684,602
30人以上,TL 調査産業計,平成29,2017,3月,483949,421423,389519,31904,62526,117000,115290,110795,4495,1710
30人以上,TL 調査産業計,平成29,2017,4月,459197,424796,392540,32256,34401,117181,115522,111255,4267,1659
30人以上,TL 調査産業計,平成29,2017,5月,466407,410535,379968,30567,55872,118271,116728,112681,4047,1543
30人以上,TL 調査産業計,平成29,2017,6月,861437,416493,386516,29977,444944,126105,117985,114009,3976,8120
30人以上,TL 調査産業計,平成29,2017,7月,601444,418520,388385,30135,182924,122184,116116,112033,4083,6068
30人以上,TL 調査産業計,平成29,2017,8月,430336,414344,385423,28921,15992,117458,116586,112513,4073,872
30人以上,TL 調査産業計,平成29,2017,9月,437058,416854,388050,28804,20204,118896,117707,113873,3834,1189
30人以上,TL 調査産業計,平成29,2017,10月,442477,420202,389428,30774,22275,116024,114749,110724,4025,1275
30人以上,TL 調査産業計,平成29,2017,11月,479660,420738,388490,32248,58922,116680,114310,110219,4091,2370
30人以上,TL 調査産業計,平成29,2017,12月,997348,415548,383888,31660,581800,127642,115096,110762,4334,12546
30人以上,D 建設業,平成24,2012,年平均,540753,450579,409521,41058,90174,137654,134496,129360,5136,3158
30人以上,D 建設業,平成25,2013,年平均,557731,453848,413399,40449,103883,109530,106245,102996,3249,3285
30人以上,D 建設業,平成26,2014,年平均,573491,460001,421695,38306,113490,106814,103207,100368,2839,3607
