事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,TL 調査産業計,平成24,2012,年平均,19.9,166.3,151.7,14.6,14.5,87.2,84.4,2.8
５人以上,TL 調査産業計,平成25,2013,年平均,19.7,164.7,149.9,14.8,14.1,84.9,81.9,3
５人以上,TL 調査産業計,平成26,2014,年平均,19.6,164.3,149.2,15.1,13.9,83.7,80.7,3
５人以上,TL 調査産業計,平成27,2015,年平均,19.5,164,149.1,14.9,13.7,83,80,3
５人以上,TL 調査産業計,平成28,2016,年平均,19.5,163,148.8,14.2,13.7,82.7,79.9,2.8
５人以上,TL 調査産業計,平成29,2017,年平均,19.5,163.4,149.2,14.2,13.5,81.5,78.9,2.6
５人以上,TL 調査産業計,平成29,2017,1月,18,151.2,137.3,13.9,12.9,78.5,75.9,2.6
５人以上,TL 調査産業計,平成29,2017,2月,19.3,162.1,147.5,14.6,13.3,80,77.7,2.3
５人以上,TL 調査産業計,平成29,2017,3月,19.9,167.1,152,15.1,13.5,82.4,79.7,2.7
５人以上,TL 調査産業計,平成29,2017,4月,20.2,169.2,154.2,15,13.7,82.9,80.2,2.7
５人以上,TL 調査産業計,平成29,2017,5月,19,158.8,144.9,13.9,13.6,82.5,79.9,2.6
５人以上,TL 調査産業計,平成29,2017,6月,20.6,171,157,14,14.1,84.2,81.7,2.5
５人以上,TL 調査産業計,平成29,2017,7月,20,166.4,152.3,14.1,13.7,82.4,79.8,2.6
５人以上,TL 調査産業計,平成29,2017,8月,19,158.4,145.2,13.2,13.3,81.5,78.9,2.6
５人以上,TL 調査産業計,平成29,2017,9月,19.4,162.3,148.5,13.8,13.4,80.9,78.4,2.5
５人以上,TL 調査産業計,平成29,2017,10月,19.7,165.2,150.9,14.3,13.4,80.9,78.3,2.6
５人以上,TL 調査産業計,平成29,2017,11月,19.9,166.1,151.4,14.7,13.4,80.6,78,2.6
５人以上,TL 調査産業計,平成29,2017,12月,19.5,163.3,149.1,14.2,13.5,81.6,78.7,2.9
５人以上,D 建設業,平成24,2012,年平均,20.9,178.7,157.8,20.9,14.2,99.2,97.9,1.3
５人以上,D 建設業,平成25,2013,年平均,20.7,176.7,156.4,20.3,15.6,118,116.8,1.2
５人以上,D 建設業,平成26,2014,年平均,20.6,176.6,155.6,21,16.3,123.9,122.9,1
５人以上,D 建設業,平成27,2015,年平均,20.3,175.6,156.5,19.1,15.8,99.7,97.5,2.2
５人以上,D 建設業,平成28,2016,年平均,20.6,177.5,159.7,17.8,14.7,101.7,98.7,3
５人以上,D 建設業,平成29,2017,年平均,20.7,180.1,158.8,21.3,14,85.3,83.7,1.6
５人以上,D 建設業,平成29,2017,1月,18.3,161.6,140.9,20.7,12.6,72.7,71.1,1.6
５人以上,D 建設業,平成29,2017,2月,21,186.1,161.8,24.3,15.3,95.3,94.1,1.2
５人以上,D 建設業,平成29,2017,3月,21.2,187.1,163.7,23.4,14.3,89.6,88,1.6
５人以上,D 建設業,平成29,2017,4月,21.4,184.5,163.9,20.6,14.5,94.6,92.4,2.2
５人以上,D 建設業,平成29,2017,5月,19.3,167.7,149,18.7,13.8,85.2,83.3,1.9
５人以上,D 建設業,平成29,2017,6月,21.9,189.1,168.8,20.3,16.5,102.4,100.4,2
５人以上,D 建設業,平成29,2017,7月,21.3,184.2,163.5,20.7,13.6,80,78.8,1.2
５人以上,D 建設業,平成29,2017,8月,19.3,167.5,147.1,20.4,11.9,72.6,71,1.6
５人以上,D 建設業,平成29,2017,9月,21.1,182.5,160.6,21.9,13.6,81.1,79.4,1.7
５人以上,D 建設業,平成29,2017,10月,21.2,186.5,163.9,22.6,13.6,80.2,79.3,0.9
５人以上,D 建設業,平成29,2017,11月,21.2,184.3,162.3,22,14.8,88,86.8,1.2
５人以上,D 建設業,平成29,2017,12月,20.7,181.1,160.5,20.6,13.9,84.1,82.6,1.5
５人以上,E 製造業,平成24,2012,年平均,19.5,162.9,149.7,13.2,17,120,112.7,7.3
５人以上,E 製造業,平成25,2013,年平均,19.1,160.9,147.3,13.6,16.9,120.3,112.2,8.1
