事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,TL 調査産業計,平成24,2012,年平均,405792,498335,266376,330092,400894,223430,306816,23276,75700,97441,42946
５人以上,TL 調査産業計,平成25,2013,年平均,410458,503854,269632,330137,400333,224292,306389,23748,80321,103521,45340
５人以上,TL 調査産業計,平成26,2014,年平均,412977,508464,272426,329759,400917,225018,305545,24214,83218,107547,47408
５人以上,TL 調査産業計,平成27,2015,年平均,406806,497268,273714,326216,393912,226620,303724,22492,80590,103356,47094
５人以上,TL 調査産業計,平成28,2016,年平均,408611,501351,274902,326130,395143,226630,304022,22108,82481,106208,48272
５人以上,TL 調査産業計,平成29,2017,年平均,411953,504879,279725,327748,396619,229749,305943,21805,84205,108260,49976
５人以上,TL 調査産業計,平成29,2017,1月,341659,416512,233967,323893,393470,223791,302673,21220,17766,23042,10176
５人以上,TL 調査産業計,平成29,2017,2月,337887,414397,228833,326536,397652,225171,304742,21794,11351,16745,3662
５人以上,TL 調査産業計,平成29,2017,3月,370821,450415,257276,328035,398638,227317,305774,22261,42786,51777,29959
５人以上,TL 調査産業計,平成29,2017,4月,355218,431363,246655,332027,401318,233235,309387,22640,23191,30045,13420
５人以上,TL 調査産業計,平成29,2017,5月,361176,442332,245508,325267,391560,230782,303502,21765,35909,50772,14726
５人以上,TL 調査産業計,平成29,2017,6月,603613,751004,394695,328407,397333,230708,307204,21203,275206,353671,163987
５人以上,TL 調査産業計,平成29,2017,7月,460978,567268,309856,329812,398243,232517,308007,21805,131166,169025,77339
５人以上,TL 調査産業計,平成29,2017,8月,341879,414792,237240,326467,393831,229791,305494,20973,15412,20961,7449
５人以上,TL 調査産業計,平成29,2017,9月,340651,414494,235909,327316,396520,229154,306618,20698,13335,17974,6755
５人以上,TL 調査産業計,平成29,2017,10月,343949,415839,241627,328678,396631,231959,306753,21925,15271,19208,9668
５人以上,TL 調査産業計,平成29,2017,11月,367821,448746,253380,329272,398397,231518,306391,22881,38549,50349,21862
５人以上,TL 調査産業計,平成29,2017,12月,711798,886996,465812,327249,395945,230796,304744,22505,384549,491051,235016
５人以上,D 建設業,平成24,2012,年平均,481421,513497,314429,410547,437815,268585,378797,31750,70874,75682,45844
