規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7511239,4406931,3104308,147216,71998,75218,139575,70515,69060,7518880,4408414,3110466,25.2,14.6,40.2
５人以上,建設業,352001,294169,57832,4195,3690,505,3464,2838,626,352732,295021,57711,2.7,1.1,11
５人以上,製造業,649709,465362,184347,6221,3743,2478,8387,5615,2772,647543,463490,184053,7,2.3,18.8
５人以上,電気・ガス・熱供給・水道業,18685,14895,3790,48,48,0,67,8,59,18666,14935,3731,3,2.6,4.4
５人以上,情報通信業,809169,600278,208891,9715,6959,2756,13808,9117,4691,805076,598120,206956,3.7,1.6,9.8
５人以上,"運輸業,郵便業",456687,357784,98903,3492,2109,1383,4396,2447,1949,455783,357446,98337,11.1,8.7,19.8
５人以上,"卸売業,小売業",1463713,824535,639178,25755,11484,14271,27296,11835,15461,1462172,824184,637988,29.5,16.8,45.8
５人以上,"金融業,保険業",399841,214479,185362,3414,1694,1720,5299,2556,2743,397956,213617,184339,7.9,1.7,15.1
５人以上,"不動産業,物品賃貸業",210813,137159,73654,2246,1297,949,3182,1691,1491,209877,136765,73112,15.1,8.8,27
５人以上,"学術研究,専門・技術サービス業",406431,282264,124167,2993,1592,1401,3782,1858,1924,405642,281998,123644,8.3,3.6,19
５人以上,"宿泊業,飲食サービス業",652753,295296,357457,26914,11037,15877,26507,13613,12894,653160,292720,360440,76,63.8,86
５人以上,"生活関連サービス業,娯楽業",239389,105922,133467,8417,3330,5087,6896,2811,4085,240910,106441,134469,47.4,38.1,54.8
５人以上,"教育,学習支援業",417491,201386,216105,24189,11824,12365,8183,4168,4015,433497,209042,224455,37.7,34,41.2
５人以上,"医療,福祉",604927,154458,450469,8826,4124,4702,11351,3687,7664,602402,154895,447507,35.4,21.4,40.3
５人以上,複合サービス事業,20549,8971,11578,3,2,1,166,1,165,20386,8972,11414,22.2,4.8,35.9
５人以上,サービス業（他に分類されないもの）,809081,449973,359108,20788,9065,11723,16791,8270,8521,813078,450768,362310,29,20.3,39.9
30人以上,調査産業計,5158493,3125471,2033022,89871,45818,44053,79530,42247,37283,5168834,3129042,2039792,19.6,10.6,33.4
30人以上,建設業,215951,185520,30431,2873,2595,278,1704,1489,215,217120,186626,30494,0.4,0.2,1.5
30人以上,製造業,488219,354555,133664,4030,2493,1537,6781,4804,1977,485468,352244,133224,5.4,1.4,15.9
30人以上,電気・ガス・熱供給・水道業,15533,12058,3475,48,48,0,67,8,59,15514,12098,3416,0.5,0.6,0.2
30人以上,情報通信業,679396,513565,165831,7451,5735,1716,10197,7438,2759,676650,511862,164788,2.8,1.1,8.1
30人以上,"運輸業,郵便業",374128,293262,80866,2688,1526,1162,3250,1805,1445,373566,292983,80583,9.4,8.5,13
30人以上,"卸売業,小売業",872033,508673,363360,9464,5082,4382,10410,5434,4976,871087,508321,362766,23,11,39.9
30人以上,"金融業,保険業",336645,180845,155800,2429,1376,1053,3968,1848,2120,335106,180373,154733,8.4,1.8,16.2
30人以上,"不動産業,物品賃貸業",134264,85702,48562,1489,943,546,2346,1332,1014,133407,85313,48094,12.5,5.4,24.9
30人以上,"学術研究,専門・技術サービス業",292722,213217,79505,2151,1103,1048,2821,1519,1302,292052,212801,79251,6.5,3.5,14.7
30人以上,"宿泊業,飲食サービス業",221476,96631,124845,9642,4195,5447,7498,3914,3584,223620,96912,126708,69.9,57.6,79.2
30人以上,"生活関連サービス業,娯楽業",130683,52946,77737,3658,1221,2437,3362,1534,1828,130979,52633,78346,48.9,36.5,57.3
30人以上,"教育,学習支援業",326207,164729,161478,21085,9877,11208,5754,2593,3161,341538,172013,169525,33.9,30.2,37.7
30人以上,"医療,福祉",406038,105682,300356,4589,2844,1745,7862,2656,5206,402765,105870,296895,32.5,19.5,37.1
30人以上,複合サービス事業,6427,3994,2433,3,2,1,73,1,72,6357,3995,2362,19.4,8.6,37.8
30人以上,サービス業（他に分類されないもの）,658771,354092,304679,18271,6778,11493,13437,5872,7565,663605,354998,308607,30.2,21.9,39.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年９月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
