事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,TL 調査産業計,平成24,2012,年平均,493229,396064,367039,29025,97165,108868,106062,102308,3754,2806
５人以上,TL 調査産業計,平成25,2013,年平均,502886,398953,369244,29709,103933,106117,103544,99424,4120,2573
５人以上,TL 調査産業計,平成26,2014,年平均,508626,400365,369921,30444,108261,105028,102438,98284,4154,2590
５人以上,TL 調査産業計,平成27,2015,年平均,503844,398030,369518,28512,105814,106863,104242,100358,3884,2621
５人以上,TL 調査産業計,平成28,2016,年平均,507506,398842,370696,28146,108664,107305,104595,100884,3711,2710
５人以上,TL 調査産業計,平成29,2017,年平均,512403,401177,373347,27830,111226,108174,105686,102103,3583,2488
５人以上,TL 調査産業計,平成29,2017,1月,420509,397179,370130,27049,23330,102406,101521,97986,3535,885
５人以上,TL 調査産業計,平成29,2017,2月,416180,401195,373238,27957,14985,103058,102609,99300,3309,449
５人以上,TL 調査産業計,平成29,2017,3月,459777,402993,374489,28504,56784,106973,105706,101962,3744,1267
５人以上,TL 調査産業計,平成29,2017,4月,437486,406973,378013,28960,30513,107629,106471,102849,3622,1158
５人以上,TL 調査産業計,平成29,2017,5月,442504,395478,367880,27598,47026,108040,106730,103120,3610,1310
５人以上,TL 調査産業計,平成29,2017,6月,763794,400294,373286,27008,363500,114603,108946,105466,3480,5657
５人以上,TL 調査産業計,平成29,2017,7月,574511,402276,374552,27724,172235,111194,106557,102986,3571,4637
５人以上,TL 調査産業計,平成29,2017,8月,419087,398923,372243,26680,20164,106681,105743,102157,3586,938
５人以上,TL 調査産業計,平成29,2017,9月,418514,401022,374580,26442,17492,107514,106624,103124,3500,890
５人以上,TL 調査産業計,平成29,2017,10月,423123,403060,375014,28046,20063,106326,105435,101881,3554,891
５人以上,TL 調査産業計,平成29,2017,11月,454342,403535,374255,29280,50807,106685,105132,101565,3567,1553
５人以上,TL 調査産業計,平成29,2017,12月,911673,401337,372586,28751,510336,116723,106672,102766,3906,10051
５人以上,D 建設業,平成24,2012,年平均,492076,419096,386427,32669,72980,136267,133614,131657,1957,2653
５人以上,D 建設業,平成25,2013,年平均,499013,417949,385127,32822,81064,150938,148478,146878,1600,2460
５人以上,D 建設業,平成26,2014,年平均,516595,421858,390012,31846,94737,142285,139081,137966,1115,3204
５人以上,D 建設業,平成27,2015,年平均,489819,397113,363353,33760,92706,141679,135575,132270,3305,6104
５人以上,D 建設業,平成28,2016,年平均,497072,400702,365233,35469,96370,149443,144376,139593,4783,5067
５人以上,D 建設業,平成29,2017,年平均,512977,405048,364353,40695,107929,123286,119829,117618,2211,3457
５人以上,D 建設業,平成29,2017,1月,401587,394553,357059,37494,7034,105518,105493,102684,2809,25
５人以上,D 建設業,平成29,2017,2月,420658,407123,364181,42942,13535,127542,127496,126172,1324,46
５人以上,D 建設業,平成29,2017,3月,434759,406474,364322,42152,28285,131317,129537,127062,2475,1780
５人以上,D 建設業,平成29,2017,4月,427359,414670,374412,40258,12689,122666,122666,119919,2747,－
５人以上,D 建設業,平成29,2017,5月,453240,392147,357656,34491,61093,119916,119319,116866,2453,597
５人以上,D 建設業,平成29,2017,6月,676551,401992,367473,34519,274559,153527,138316,135504,2812,15211
５人以上,D 建設業,平成29,2017,7月,612047,404262,363433,40829,207785,131233,118523,116712,1811,12710
５人以上,D 建設業,平成29,2017,8月,452684,400851,363347,37504,51833,107665,107186,105131,2055,479
５人以上,D 建設業,平成29,2017,9月,417459,410236,369429,40807,7223,118162,117975,115425,2550,187
５人以上,D 建設業,平成29,2017,10月,429269,417791,372045,45746,11478,115349,115061,113700,1361,288
５人以上,D 建設業,平成29,2017,11月,483787,406193,360206,45987,77594,122901,122527,120458,2069,374
５人以上,D 建設業,平成29,2017,12月,940129,404192,358657,45535,535937,128102,117255,115421,1834,10847
５人以上,E 製造業,平成24,2012,年平均,532124,415860,389076,26784,116264,143629,135986,125391,10595,7643
５人以上,E 製造業,平成25,2013,年平均,534742,417396,390031,27365,117346,145209,137853,126719,11134,7356
５人以上,E 製造業,平成26,2014,年平均,552574,424505,397913,26592,128069,146631,138446,127065,11381,8185
５人以上,E 製造業,平成27,2015,年平均,551148,415269,387020,28249,135879,124380,118503,113926,4577,5877
５人以上,E 製造業,平成28,2016,年平均,550827,417295,389539,27756,133532,126265,119573,114865,4708,6692
５人以上,E 製造業,平成29,2017,年平均,556133,417977,390707,27270,138156,129930,124293,119909,4384,5637
５人以上,E 製造業,平成29,2017,1月,429797,418090,392172,25918,11707,111036,109729,105432,4297,1307
５人以上,E 製造業,平成29,2017,2月,427178,420499,391631,28868,6679,121459,120255,116574,3681,1204
５人以上,E 製造業,平成29,2017,3月,461352,419174,390124,29050,42178,119976,118481,114711,3770,1495
５人以上,E 製造業,平成29,2017,4月,463121,422816,393891,28925,40305,125778,124260,120162,4098,1518
５人以上,E 製造業,平成29,2017,5月,423794,416823,389563,27260,6971,117259,115587,112064,3523,1672
５人以上,E 製造業,平成29,2017,6月,828678,419303,393442,25861,409375,141430,129009,124536,4473,12421
５人以上,E 製造業,平成29,2017,7月,694128,416003,390188,25815,278125,139516,126367,121137,5230,13149
５人以上,E 製造業,平成29,2017,8月,429155,414510,390437,24073,14645,120035,116784,113055,3729,3251
５人以上,E 製造業,平成29,2017,9月,455949,412778,385619,27159,43171,163829,161932,156650,5282,1897
５人以上,E 製造業,平成29,2017,10月,439637,418919,391813,27106,20718,122308,120859,116193,4666,1449
５人以上,E 製造業,平成29,2017,11月,496730,420763,391725,29038,75967,122549,120041,115926,4115,2508
５人以上,E 製造業,平成29,2017,12月,1110874,416173,387768,28405,694701,149772,126660,121185,5475,23112
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,636867,497834,435267,62567,139033,256439,192385,189851,2534,64054
５人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,617883,509653,441549,68104,108230,229696,194109,191984,2125,35587
５人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,673753,532816,460811,72005,140937,251734,197462,195874,1588,54272
５人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,565889,447039,401732,45307,118850,235868,195448,193010,2438,40420
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,602297,473939,424971,48968,128358,260714,202019,199409,2610,58695
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,591383,469239,415733,53506,122144,231500,212483,206520,5963,19017
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,1月,474547,467815,420324,47491,6732,228778,228778,215362,13416,－
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,2月,474541,472627,417175,55452,1914,221919,221919,216063,5856,－
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,3月,482322,479776,431841,47935,2546,243644,243644,237957,5687,－
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,4月,617291,495548,444637,50911,121743,225947,225947,219142,6805,－
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,5月,462599,461967,414573,47394,632,212425,212425,205847,6578,－
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,6月,1032144,459410,409686,49724,572734,388893,189638,185340,4298,199255
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,7月,497124,467340,427040,40300,29784,191203,191203,186602,4601,－
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,8月,468354,466653,420148,46505,1701,201099,201099,196620,4479,－
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,9月,517180,505359,438556,66803,11821,296233,243652,239128,4524,52581
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,10月,481040,473378,402763,70615,7662,203074,199848,194817,5031,3226
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,11月,523047,469422,402647,66775,53625,190849,168154,163425,4729,22695
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,12月,939355,425614,374329,51285,513741,195754,192299,191054,1245,3455
５人以上,G 情報通信業,平成24,2012,年平均,566015,451385,408053,43332,114630,135293,127931,118914,9017,7362
５人以上,G 情報通信業,平成25,2013,年平均,574350,448708,406188,42520,125642,138910,129747,120286,9461,9163
５人以上,G 情報通信業,平成26,2014,年平均,577795,447179,401735,45444,130616,138851,129825,120702,9123,9026
