規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5541995,52512,63897,5530482,1847940,66563,70911,1843720
５人以上,建設業,337480,1673,2605,336546,10102,230,512,9822
５人以上,製造業,608500,6350,3981,610742,44322,701,1665,43485
５人以上,電気・ガス・熱供給・水道業,16222,2,81,16142,1032,0,7,1026
５人以上,情報通信業,754701,3898,6430,751988,22619,546,288,23058
５人以上,"運輸業,郵便業",400404,3018,4851,398594,49320,592,1267,48622
５人以上,"卸売業,小売業",1011284,10599,14133,1007970,437452,14904,10185,441951
５人以上,"金融業,保険業",363177,2449,3896,361726,32802,412,384,32834
５人以上,"不動産業,物品賃貸業",171172,1622,1632,171161,31208,1593,1036,31766
５人以上,"学術研究,専門・技術サービス業",364822,4541,2464,366876,37995,1382,942,38458
５人以上,"宿泊業,飲食サービス業",146716,2617,3889,145506,487426,25377,26306,486435
５人以上,"生活関連サービス業,娯楽業",119393,1557,2308,118643,107350,4031,4397,106983
５人以上,"教育,学習支援業",273263,574,882,272956,157107,4363,13295,148174
５人以上,"医療,福祉",394547,2438,3373,393634,196106,4130,6120,194094
５人以上,複合サービス事業,16622,122,142,16601,3946,62,0,4009
５人以上,サービス業（他に分類されないもの）,563692,11052,13230,561397,229153,8240,4507,233003
30人以上,調査産業計,4086907,37535,46446,4077400,987681,32663,36000,984940
30人以上,建設業,212527,725,1064,212187,1372,4,95,1282
30人以上,製造業,465817,5729,2978,468566,26239,386,1370,25257
30人以上,電気・ガス・熱供給・水道業,13385,2,81,13305,559,0,7,553
30人以上,情報通信業,637622,3691,5127,636005,16058,405,241,16403
30人以上,"運輸業,郵便業",331217,2844,4567,329517,36561,546,915,36169
30人以上,"卸売業,小売業",651534,5566,8922,648159,206456,6013,4293,208195
30人以上,"金融業,保険業",305278,1754,3118,303909,29096,412,344,29169
30人以上,"不動産業,物品賃貸業",114411,724,1199,113936,16510,466,446,16530
30人以上,"学術研究,専門・技術サービス業",268061,2377,1753,268662,23203,714,288,23652
30人以上,"宿泊業,飲食サービス業",65781,959,1913,64890,142489,9207,5162,146471
30人以上,"生活関連サービス業,娯楽業",58347,671,1111,57907,62517,3118,2344,63291
30人以上,"教育,学習支援業",228520,427,717,228230,112809,3023,12308,103524
30人以上,"医療,福祉",278567,1466,1430,278292,116859,1649,4358,114461
30人以上,複合サービス事業,5562,71,142,5490,1241,0,0,1242
30人以上,サービス業（他に分類されないもの）,450278,10529,12324,448345,195712,6720,3829,198741
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年２月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
