事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,TL 調査産業計,平成24,2012,年平均,19.7,165.5,149.6,15.9,15,91.1,87.6,3.5
30人以上,TL 調査産業計,平成25,2013,年平均,19.4,163.4,147.5,15.9,14.7,88.9,85.3,3.6
30人以上,TL 調査産業計,平成26,2014,年平均,19.4,163,146.8,16.2,14.5,87.8,84.3,3.5
30人以上,TL 調査産業計,平成27,2015,年平均,19.2,162.2,146.3,15.9,14.1,84.7,81.6,3.1
30人以上,TL 調査産業計,平成28,2016,年平均,19.3,161.3,146.2,15.1,14.2,85.6,82.7,2.9
30人以上,TL 調査産業計,平成29,2017,年平均,19.3,161.7,146.9,14.8,14.1,84.7,82.1,2.6
30人以上,TL 調査産業計,平成29,2017,1月,17.9,150.9,136.3,14.6,13.6,82.1,79.4,2.7
30人以上,TL 調査産業計,平成29,2017,2月,19,159.4,143.9,15.5,14,83.5,81.1,2.4
30人以上,TL 調査産業計,平成29,2017,3月,19.8,166.4,150.4,16,14.2,85.8,83,2.8
30人以上,TL 調査産業計,平成29,2017,4月,19.9,167.6,151.8,15.8,14.3,85.4,82.7,2.7
30人以上,TL 調査産業計,平成29,2017,5月,18.8,157.6,143.2,14.4,14.2,85.6,82.9,2.7
30人以上,TL 調査産業計,平成29,2017,6月,20.3,168.9,154.3,14.6,14.7,87.2,84.6,2.6
30人以上,TL 調査産業計,平成29,2017,7月,19.7,164.1,149.8,14.3,14.3,85.6,83.1,2.5
30人以上,TL 調査産業計,平成29,2017,8月,18.8,156.9,143.3,13.6,14.1,85.4,82.9,2.5
30人以上,TL 調査産業計,平成29,2017,9月,19.1,159.4,145.3,14.1,14.2,84.2,81.7,2.5
30人以上,TL 調査産業計,平成29,2017,10月,19.5,163.4,148.7,14.7,14,83.9,81.4,2.5
30人以上,TL 調査産業計,平成29,2017,11月,19.6,164.2,148.9,15.3,14,83.8,81.3,2.5
30人以上,TL 調査産業計,平成29,2017,12月,19.2,160.9,146.1,14.8,14.1,84.5,81.6,2.9
30人以上,D 建設業,平成24,2012,年平均,20.9,181.9,156.2,25.7,15.2,124,121.2,2.8
30人以上,D 建設業,平成25,2013,年平均,20.5,178.3,154.4,23.9,14.9,116.3,114,2.3
30人以上,D 建設業,平成26,2014,年平均,20.5,177.5,153.1,24.4,16.4,118.9,116.4,2.5
30人以上,D 建設業,平成27,2015,年平均,20.1,176.8,154.1,22.7,14.7,100.8,96.7,4.1
30人以上,D 建設業,平成28,2016,年平均,20.4,178.7,158,20.7,14.8,101.7,97.4,4.3
30人以上,D 建設業,平成29,2017,年平均,20.3,180.4,156.6,23.8,15.1,99.8,96.5,3.3
30人以上,D 建設業,平成29,2017,1月,18.4,164.5,140.7,23.8,12.6,84.6,81.2,3.4
30人以上,D 建設業,平成29,2017,2月,20.4,185.4,157.8,27.6,14.8,98.3,95.6,2.7
30人以上,D 建設業,平成29,2017,3月,21.2,191.5,163.3,28.2,15.1,98,96.1,1.9
30人以上,D 建設業,平成29,2017,4月,20.8,184,161,23,15.3,92.6,90.9,1.7
30人以上,D 建設業,平成29,2017,5月,19,166.2,146.2,20,14.4,97.2,92.8,4.4
30人以上,D 建設業,平成29,2017,6月,21.5,186.8,165.9,20.9,17,109.5,104.7,4.8
30人以上,D 建設業,平成29,2017,7月,21.1,184,161.5,22.5,15,103.3,98.1,5.2
30人以上,D 建設業,平成29,2017,8月,19,167.3,145.2,22.1,13.8,96.9,92.6,4.3
30人以上,D 建設業,平成29,2017,9月,20.6,181.5,157.3,24.2,15.7,103.2,98.7,4.5
30人以上,D 建設業,平成29,2017,10月,21,188.5,163.4,25.1,15.4,101.7,98.6,3.1
30人以上,D 建設業,平成29,2017,11月,20.8,185.2,159.6,25.6,17.6,115.4,113.1,2.3
30人以上,D 建設業,平成29,2017,12月,20.2,180.1,157.5,22.6,16,106.1,104.8,1.3
30人以上,E 製造業,平成24,2012,年平均,19.2,161.8,147.6,14.2,17.5,131,119.4,11.6
30人以上,E 製造業,平成25,2013,年平均,18.9,159.9,145.5,14.4,17.3,128.4,116.7,11.7
30人以上,E 製造業,平成26,2014,年平均,18.9,159,145.1,13.9,17.2,127.7,116.3,11.4
30人以上,E 製造業,平成27,2015,年平均,18.9,160.2,146.5,13.7,15.7,107.9,103.4,4.5
30人以上,E 製造業,平成28,2016,年平均,18.9,159.6,146.4,13.2,15.7,107.6,103,4.6
30人以上,E 製造業,平成29,2017,年平均,19.1,160.8,147.4,13.4,15.4,105.2,101.5,3.7
30人以上,E 製造業,平成29,2017,1月,17.4,147.1,134.3,12.8,13.6,94.5,90.7,3.8
30人以上,E 製造業,平成29,2017,2月,19,161.7,147.2,14.5,15.1,101.6,99,2.6
30人以上,E 製造業,平成29,2017,3月,19.5,165.7,151.3,14.4,15.8,105.7,102.5,3.2
30人以上,E 製造業,平成29,2017,4月,20,168.6,154.6,14,15.7,108.1,105,3.1
30人以上,E 製造業,平成29,2017,5月,18.3,154.5,141.4,13.1,15,102.3,98.3,4
30人以上,E 製造業,平成29,2017,6月,20.1,169.1,156.2,12.9,16.9,112.7,108.8,3.9
30人以上,E 製造業,平成29,2017,7月,19.8,165.9,153.4,12.5,15.9,107.5,103.9,3.6
30人以上,E 製造業,平成29,2017,8月,17.8,149.6,137.8,11.8,14.3,98.7,95.1,3.6
30人以上,E 製造業,平成29,2017,9月,18.7,158.2,144.9,13.3,14.9,102.3,98.1,4.2
30人以上,E 製造業,平成29,2017,10月,19.3,162.6,149.2,13.4,15.4,104.1,100.5,3.6
30人以上,E 製造業,平成29,2017,11月,19.7,165.7,151.9,13.8,15.5,105.2,102.1,3.1
30人以上,E 製造業,平成29,2017,12月,19.1,161.3,147.2,14.1,16.3,118.1,112.9,5.2
30人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,19.4,167,147.7,19.3,17.5,133.1,131.8,1.3
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,18.6,161.3,140.4,20.9,16.3,123.2,122.4,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,18.8,165.1,142.1,23,17.3,131.5,130.8,0.7
30人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,18.5,161.6,145.2,16.4,14.4,120.3,119.7,0.6
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,18.6,165.2,146.7,18.5,14.9,127.4,126.6,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,18.7,163.2,148.8,14.4,15.9,138.4,136.2,2.2
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,1月,17.1,151.2,134.1,17.1,15.5,132.9,130.4,2.5
