規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5704288,99777,103907,5701751,1822340,96807,75404,1842150
５人以上,建設業,341292,2946,3807,340357,10089,771,257,10677
５人以上,製造業,635083,5986,8446,632623,41495,939,948,41486
５人以上,電気・ガス・熱供給・水道業,18151,34,132,18053,1088,0,13,1075
５人以上,情報通信業,780101,11275,13294,778123,25674,6205,621,31217
５人以上,"運輸業,郵便業",408197,5412,6781,406827,51023,2136,1739,51421
５人以上,"卸売業,小売業",1037284,19244,22628,1034591,428729,14657,13347,429348
５人以上,"金融業,保険業",370327,6121,4698,371755,31304,369,487,31181
５人以上,"不動産業,物品賃貸業",175093,2899,2822,175170,34938,1218,524,35632
５人以上,"学術研究,専門・技術サービス業",374781,5033,5369,374678,36379,1046,865,36327
５人以上,"宿泊業,飲食サービス業",153065,5429,6001,152741,486584,33987,32275,488048
５人以上,"生活関連サービス業,娯楽業",125991,3275,2578,126579,105681,6705,6103,106392
５人以上,"教育,学習支援業",277707,4007,3850,277863,152887,13719,4374,162233
５人以上,"医療,福祉",401527,7088,4673,404253,195780,5791,7749,193511
５人以上,複合サービス事業,16474,108,105,16474,4319,104,64,4362
５人以上,サービス業（他に分類されないもの）,589215,20920,18723,591664,216370,9160,6038,219240
30人以上,調査産業計,4229347,65576,75056,4220380,974024,43551,33989,983073
30人以上,建設業,216793,1002,2400,215395,1205,22,7,1220
30人以上,製造業,491790,4991,6799,489984,23372,510,702,23178
30人以上,電気・ガス・熱供給・水道業,15472,34,132,15374,615,0,13,602
30人以上,情報通信業,663669,8939,11201,661407,17867,1022,556,18333
30人以上,"運輸業,郵便業",338218,4056,4844,337429,38221,953,651,38524
30人以上,"卸売業,小売業",676092,11293,15213,672134,201738,4946,5980,200742
30人以上,"金融業,保険業",310207,5324,4226,311310,27670,312,430,27547
30人以上,"不動産業,物品賃貸業",114780,1675,1722,114734,19418,878,445,19850
30人以上,"学術研究,専門・技術サービス業",275025,1934,4184,272773,22431,788,753,22468
30人以上,"宿泊業,飲食サービス業",68705,1049,2047,67704,150986,7713,7062,151640
30人以上,"生活関連サービス業,娯楽業",61701,1884,1163,62474,64117,3724,3060,64729
30人以上,"教育,学習支援業",230326,3682,2418,231589,108046,10834,3552,115329
30人以上,"医療,福祉",286930,3993,3570,287601,115197,3353,4738,113564
30人以上,複合サービス事業,5204,70,1,5271,1236,68,2,1304
30人以上,サービス業（他に分類されないもの）,474435,15650,15136,475201,181905,8428,6038,184043
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年５月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
