規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5641242,93532,101385,5633507,1873888,83843,74859,1882754
５人以上,建設業,342910,2826,3721,342018,9822,702,335,10186
５人以上,製造業,600197,5906,6968,599291,43596,1723,1210,43953
５人以上,電気・ガス・熱供給・水道業,17982,360,44,18298,684,2,0,686
５人以上,情報通信業,775300,12710,13527,774476,29776,1318,1139,29962
５人以上,"運輸業,郵便業",406565,10329,13663,403230,49218,1768,924,50063
５人以上,"卸売業,小売業",1023955,16219,17349,1022846,438217,13489,12736,438949
５人以上,"金融業,保険業",366291,7815,8038,366075,31665,641,517,31782
５人以上,"不動産業,物品賃貸業",178032,2422,4040,176413,31845,1188,1529,31505
５人以上,"学術研究,専門・技術サービス業",372912,4798,4449,373265,32730,1460,959,33227
５人以上,"宿泊業,飲食サービス業",159596,5279,4640,159902,493564,25703,23041,496559
５人以上,"生活関連サービス業,娯楽業",128966,3416,3637,128746,111944,3926,4384,111485
５人以上,"教育,学習支援業",270508,2677,2382,270796,162989,18325,12582,168739
５人以上,"医療,福祉",403452,3972,5070,402433,198950,5514,6259,198126
５人以上,複合サービス事業,15859,446,421,15885,4527,53,156,4423
５人以上,サービス業（他に分類されないもの）,578717,14357,13436,579833,234361,8031,9088,233109
30人以上,調査産業計,4163997,70054,75475,4158880,1001087,45421,40686,1005518
30人以上,建設業,216349,2284,2134,216501,771,28,66,731
30人以上,製造業,457299,4688,5515,456526,24419,1045,724,24686
30人以上,電気・ガス・熱供給・水道業,15303,202,44,15461,211,2,0,213
30人以上,情報通信業,657566,11205,10902,657862,19084,1079,602,19568
30人以上,"運輸業,郵便業",339698,9914,12636,336975,33868,1555,337,35087
30人以上,"卸売業,小売業",665527,10886,11477,664989,205560,4488,4119,205876
30人以上,"金融業,保険業",307194,6373,6768,306805,27912,542,517,27931
30人以上,"不動産業,物品賃貸業",115918,1070,1999,114989,17489,315,1474,16330
30人以上,"学術研究,専門・技術サービス業",273069,4181,3848,273407,18983,819,835,18962
30人以上,"宿泊業,飲食サービス業",65028,1186,1211,65002,158592,6818,6809,158602
30人以上,"生活関連サービス業,娯楽業",68708,1563,1715,68557,62271,1164,2783,60651
30人以上,"教育,学習支援業",226946,1593,2025,226507,114592,16642,9734,121507
30人以上,"医療,福祉",285712,2749,3784,284679,117053,3121,4336,115836
30人以上,複合サービス事業,5123,71,5,5190,1234,1,68,1166
30人以上,サービス業（他に分類されないもの）,464557,12089,11412,465430,199048,7802,8282,198372
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年１０月分,,,,,,,,,
第７表  産業、就業形態別常用労働者数,,,,,,,,,
