規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5679798,66218,76091,5670111,1870411,67015,81885,1855355
５人以上,建設業,342107,2280,2667,341720,10569,11,299,10281
５人以上,製造業,618910,3394,5392,616866,47059,1234,1269,47070
５人以上,電気・ガス・熱供給・水道業,17961,32,5,17988,697,0,0,697
５人以上,情報通信業,779301,8484,9026,778988,31324,806,1720,30181
５人以上,"運輸業,郵便業",409070,4067,6575,406562,50502,560,937,50125
５人以上,"卸売業,小売業",1023486,14454,15529,1022249,439645,14424,12767,441464
５人以上,"金融業,保険業",368415,5035,4778,368672,31327,652,810,31169
５人以上,"不動産業,物品賃貸業",178514,2121,2283,178351,32909,862,1310,32462
５人以上,"学術研究,専門・技術サービス業",373546,2741,3502,372783,34344,290,988,33648
５人以上,"宿泊業,飲食サービス業",156585,4794,4666,156724,496042,21817,21819,496029
５人以上,"生活関連サービス業,娯楽業",124366,2316,2659,124403,113880,5829,4343,114986
５人以上,"教育,学習支援業",277012,1160,2165,276007,161271,2219,22006,141484
５人以上,"医療,福祉",405003,3409,4905,403507,198175,9787,6542,201420
５人以上,複合サービス事業,16131,100,261,15969,4476,171,68,4580
５人以上,サービス業（他に分類されないもの）,589391,11831,11678,589322,218191,8353,7007,219759
30人以上,調査産業計,4208091,42007,51028,4198816,989742,30906,46998,973904
30人以上,建設業,215542,923,1615,214849,1140,11,50,1102
30人以上,製造業,476386,2961,4489,474815,27669,323,404,27631
30人以上,電気・ガス・熱供給・水道業,15282,32,5,15309,224,0,0,224
30人以上,情報通信業,659695,6391,6240,659845,20378,603,1431,19551
30人以上,"運輸業,郵便業",340956,3208,5718,338446,36221,398,937,35682
30人以上,"卸売業,小売業",666078,8831,8253,666660,206248,3587,4458,205373
30人以上,"金融業,保険業",308347,3501,3281,308568,28158,439,519,28077
30人以上,"不動産業,物品賃貸業",118599,776,1069,118305,15647,659,348,15959
30人以上,"学術研究,専門・技術サービス業",274616,2039,2655,273998,18942,290,510,18724
30人以上,"宿泊業,飲食サービス業",68198,964,1947,67226,154572,6529,6840,154250
30人以上,"生活関連サービス業,娯楽業",63957,953,1013,63898,65843,2847,1904,66785
30人以上,"教育,学習支援業",234758,616,1999,233375,110719,1389,19276,92832
30人以上,"医療,福祉",286133,1762,2940,284955,118322,6688,3927,121083
30人以上,複合サービス事業,5185,8,0,5192,1302,0,68,1235
30人以上,サービス業（他に分類されないもの）,474359,9042,9804,473375,184357,7143,6326,185396
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年８月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
