規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.3,162.1,147.5,14.6,13.3,80,77.7,2.3
５人以上,建設業,21,186.1,161.8,24.3,15.3,95.3,94.1,1.2
５人以上,製造業,19.5,164.2,151.3,12.9,15.9,101.1,98.6,2.5
５人以上,電気・ガス・熱供給・水道業,18.5,158.8,144.3,14.5,15.9,127.2,124.9,2.3
５人以上,情報通信業,18.8,161.9,143.5,18.4,12.9,82.9,81.2,1.7
５人以上,"運輸業,郵便業",19.6,170.1,150.4,19.7,16.4,114,102.5,11.5
５人以上,"卸売業,小売業",19.6,161.4,151.1,10.3,14.6,89.3,86.6,2.7
５人以上,"金融業,保険業",18,151.4,133.3,18.1,14.6,93.4,92.5,0.9
５人以上,"不動産業,物品賃貸業",19.7,166.9,151.2,15.7,13.8,86.4,81.8,4.6
５人以上,"学術研究,専門・技術サービス業",19.3,164.8,146,18.8,14.7,107.2,102.9,4.3
５人以上,"宿泊業,飲食サービス業",20.5,181,162.6,18.4,12,72.2,69.8,2.4
５人以上,"生活関連サービス業,娯楽業",20.1,163.2,152.1,11.1,12.5,82.5,81.5,1
５人以上,"教育,学習支援業",18.8,145.2,138.7,6.5,8.5,48.1,47.3,0.8
５人以上,"医療,福祉",19.2,150.5,142.7,7.8,12.7,67.5,66.7,0.8
５人以上,複合サービス事業,17.9,145.5,138.4,7.1,18.8,127.2,125.4,1.8
５人以上,サービス業（他に分類されないもの）,18.8,157.1,143.7,13.4,15.7,89.3,87.2,2.1
30人以上,調査産業計,19,159.4,143.9,15.5,14,83.5,81.1,2.4
30人以上,建設業,20.4,185.4,157.8,27.6,14.8,98.3,95.6,2.7
30人以上,製造業,19,161.7,147.2,14.5,15.1,101.6,99,2.6
30人以上,電気・ガス・熱供給・水道業,18.4,158.4,144.8,13.6,16,138.9,136.6,2.3
30人以上,情報通信業,18.6,161.4,142.4,19,13.6,89.9,87.6,2.3
30人以上,"運輸業,郵便業",19.3,167.3,148,19.3,16.1,116.3,104.1,12.2
30人以上,"卸売業,小売業",19.1,157.9,146.7,11.2,15.7,95,92.3,2.7
30人以上,"金融業,保険業",17.9,151.6,132.2,19.4,14.5,92.2,91.3,0.9
30人以上,"不動産業,物品賃貸業",19.4,163.2,148.2,15,15.9,88,86.5,1.5
30人以上,"学術研究,専門・技術サービス業",19,159.9,140.6,19.3,14.6,112.7,107.3,5.4
30人以上,"宿泊業,飲食サービス業",20.2,174.9,156.7,18.2,13,74.9,72.6,2.3
30人以上,"生活関連サービス業,娯楽業",19.6,155,142.8,12.2,12.8,84,82.9,1.1
30人以上,"教育,学習支援業",18.7,143.6,136.9,6.7,7.9,46.1,45.4,0.7
30人以上,"医療,福祉",19.3,149.8,141.7,8.1,13.1,68,67.2,0.8
30人以上,複合サービス事業,18.2,145.2,135.1,10.1,20.2,126.6,126.2,0.4
30人以上,サービス業（他に分類されないもの）,18.5,154.8,141.4,13.4,16.3,92.5,90.1,2.4
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年２月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
