規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5585375,61808,70185,5578511,1848546,58343,74682,1830694
５人以上,建設業,335193,3160,3220,335133,12739,523,813,12449
５人以上,製造業,625342,2886,6779,621437,45010,507,756,44773
５人以上,電気・ガス・熱供給・水道業,16350,2,136,16215,982,56,0,1039
５人以上,情報通信業,750952,7416,6427,751931,26272,317,1210,25389
５人以上,"運輸業,郵便業",398596,2408,4023,396690,53867,459,1583,53034
５人以上,"卸売業,小売業",1021159,11416,9358,1023327,429568,8754,12803,425409
５人以上,"金融業,保険業",361007,6692,5307,362387,32280,1991,684,33592
５人以上,"不動産業,物品賃貸業",171306,1475,2900,169881,32450,824,775,32499
５人以上,"学術研究,専門・技術サービス業",368560,5031,5084,368507,34495,493,678,34310
５人以上,"宿泊業,飲食サービス業",145901,1664,3023,145232,503815,15625,24557,494193
５人以上,"生活関連サービス業,娯楽業",123627,2255,2603,123277,104897,3375,4808,103466
５人以上,"教育,学習支援業",281323,1306,1007,281613,152653,7192,11097,148757
５人以上,"医療,福祉",395200,2586,4634,393034,197344,6230,6073,197619
５人以上,複合サービス事業,17152,140,105,17185,3982,0,2,3982
５人以上,サービス業（他に分類されないもの）,573707,13371,15579,572662,218192,11997,8843,220183
30人以上,調査産業計,4118054,46927,51851,4114269,987121,33171,39564,979589
30人以上,建設業,212802,848,1041,212609,1294,4,8,1290
30人以上,製造業,481712,2392,5773,478277,27424,341,652,27167
30人以上,電気・ガス・熱供給・水道業,13513,2,136,13378,509,56,0,566
30人以上,情報通信業,633503,6508,5397,634604,19959,317,1210,19076
30人以上,"運輸業,郵便業",328702,1590,2623,327671,40451,300,642,40107
30人以上,"卸売業,小売業",652011,8068,6413,653664,206390,3147,5213,204326
30人以上,"金融業,保険業",303321,5112,3645,304783,28163,1921,498,29591
30人以上,"不動産業,物品賃貸業",114118,1040,1867,113291,17989,320,679,17630
30人以上,"学術研究,専門・技術サービス業",270376,3509,3576,270309,21162,260,467,20955
30人以上,"宿泊業,飲食サービス業",63274,790,1926,62138,154696,3639,6920,151415
30人以上,"生活関連サービス業,娯楽業",64064,1045,1559,63549,58055,1579,2320,57315
30人以上,"教育,学習支援業",238109,1306,771,238635,106225,6498,10038,102694
30人以上,"医療,福祉",278482,1899,3721,276844,118188,4363,3785,118582
30人以上,複合サービス事業,6063,72,1,6133,1270,0,2,1269
30人以上,サービス業（他に分類されないもの）,458004,12746,13402,458384,185346,10426,7130,187606
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年１月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
