規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.3,19.2,17.1,145.7,159.7,125.9,133.7,144.3,118.7,12,15.4,7.2
５人以上,建設業,21,21.4,19.2,184.3,189.8,156.9,161.5,164.6,146,22.8,25.2,10.9
５人以上,製造業,19.3,19.6,18.5,160.3,166.1,145.7,148.1,152.6,136.8,12.2,13.5,8.9
５人以上,電気・ガス・熱供給・水道業,19.9,20.1,18.8,175.2,177.5,164.3,157.3,159,149.6,17.9,18.5,14.7
５人以上,情報通信業,19.5,19.7,18.8,166.5,170.2,155.5,148.5,151.1,140.8,18,19.1,14.7
５人以上,"運輸業,郵便業",19,19.3,17.4,165.8,172.8,136.7,145.8,150.3,126.9,20,22.5,9.8
５人以上,"卸売業,小売業",18.1,19,16.9,140.9,154.7,122.7,132.8,144.3,117.6,8.1,10.4,5.1
５人以上,"金融業,保険業",19.3,19.9,18.7,160.4,171.2,147.2,141.8,148.6,133.5,18.6,22.6,13.7
５人以上,"不動産業,物品賃貸業",19.4,19.8,18.5,159.5,167.8,143.5,144.1,149.8,133.1,15.4,18,10.4
５人以上,"学術研究,専門・技術サービス業",19.4,19.9,18.1,162.1,168.6,147.8,143.8,148.4,133.8,18.3,20.2,14
５人以上,"宿泊業,飲食サービス業",14.7,16,13.6,102,123.5,85.2,95.2,112.2,81.9,6.8,11.3,3.3
５人以上,"生活関連サービス業,娯楽業",17.2,17.9,16.7,133.2,141.9,126.4,126.6,134,120.8,6.6,7.9,5.6
５人以上,"教育,学習支援業",15.3,15.5,15.1,110.3,111.9,108.9,105.5,106.7,104.5,4.8,5.2,4.4
５人以上,"医療,福祉",17.9,18.7,17.6,127.3,143.7,122,121.9,136.4,117.2,5.4,7.3,4.8
５人以上,複合サービス事業,20,20.3,19.7,157.1,164,151.4,149.6,153.7,146.2,7.5,10.3,5.2
５人以上,サービス業（他に分類されないもの）,18.9,19.5,18.1,145,156.3,130.5,134.2,142.9,123.1,10.8,13.4,7.4
30人以上,調査産業計,18.7,19.3,17.7,150.4,162.2,131.9,137,145.6,123.5,13.4,16.6,8.4
30人以上,建設業,21.1,21.4,19.8,191,194.8,167.8,162.9,164.4,153.6,28.1,30.4,14.2
30人以上,製造業,19.4,19.7,18.5,162.6,167.9,148.6,148.8,152.7,138.5,13.8,15.2,10.1
30人以上,電気・ガス・熱供給・水道業,20,20.2,19.2,178.6,180.7,169.7,159.5,161,153.5,19.1,19.7,16.2
30人以上,情報通信業,19.5,19.7,18.8,167.9,171.7,155.9,148.9,151.6,140.4,19,20.1,15.5
30人以上,"運輸業,郵便業",18.8,19.1,17.3,164.4,171.3,137,144.6,149.1,127,19.8,22.2,10
30人以上,"卸売業,小売業",18.6,19.4,17.6,146.9,157.8,130.9,138,147.1,124.6,8.9,10.7,6.3
30人以上,"金融業,保険業",19.2,19.8,18.5,160.4,171.9,146.4,140.6,147.8,131.8,19.8,24.1,14.6
30人以上,"不動産業,物品賃貸業",19.7,20.3,18.6,159.9,168.2,143.8,145.2,151.8,132.5,14.7,16.4,11.3
30人以上,"学術研究,専門・技術サービス業",19.4,19.8,18.3,160.2,165.1,147.6,141.7,145.4,132.4,18.5,19.7,15.2
30人以上,"宿泊業,飲食サービス業",15.5,16.6,14.7,106.3,124.6,92.7,99.1,113,88.8,7.2,11.6,3.9
30人以上,"生活関連サービス業,娯楽業",17.2,18.1,16.7,131.2,142.4,123.8,124.6,134.3,118.2,6.6,8.1,5.6
30人以上,"教育,学習支援業",15.5,15.6,15.4,112.8,113.1,112.5,107.4,107.6,107.3,5.4,5.5,5.2
30人以上,"医療,福祉",18.5,19,18.4,130.4,145.5,125.2,124.7,138.5,119.9,5.7,7,5.3
30人以上,複合サービス事業,20.4,20.5,20.4,156.3,162.1,146.7,144.7,147.2,140.6,11.6,14.9,6.1
30人以上,サービス業（他に分類されないもの）,18.7,19.3,18,143.9,155.4,130.3,133,141.6,122.7,10.9,13.8,7.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年３月分,,,,,,,,,,,,,
第２表   産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
