規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,460049,453157,417630,35527,6892,126724,125859,119907,5952,865
100～499人,430335,413631,381423,32208,16704,113006,112145,107978,4167,861
100人以上,444704,432745,398932,33813,11959,118520,117658,112773,4885,862
30～99人,399848,387141,361421,25720,12707,108106,107764,105276,2488,342
５～29人,375366,352539,333940,18599,22827,91302,91027,88148,2879,275
30人以上,430718,418526,387236,31290,12192,113305,112703,109019,3684,602
５人以上,416180,401195,373238,27957,14985,103058,102609,99300,3309,449
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年２月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
