規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5498585,363804,207592,5656518,1856402,139885,144473,1850093
５人以上,建設業,333680,12890,6500,340069,11740,407,836,11312
５人以上,製造業,600193,27856,14083,613882,42585,1414,1404,42679
５人以上,電気・ガス・熱供給・水道業,15890,2898,704,18085,1086,227,158,1154
５人以上,情報通信業,747107,53788,19612,781177,24841,1685,2034,24598
５人以上,"運輸業,郵便業",401231,21671,14295,408330,49543,2240,1170,50890
５人以上,"卸売業,小売業",1014506,53141,31232,1036517,438043,15304,23749,429496
５人以上,"金融業,保険業",360243,25894,17010,369116,32707,1044,1247,32515
５人以上,"不動産業,物品賃貸業",171496,11477,4310,178698,32674,1093,2399,31333
５人以上,"学術研究,専門・技術サービス業",368394,21000,12309,377376,35476,1469,2870,33784
５人以上,"宿泊業,飲食サービス業",148486,12195,6971,154053,490482,36564,41107,485596
５人以上,"生活関連サービス業,娯楽業",124738,10936,5004,130933,103324,7458,9780,100739
５人以上,"教育,学習支援業",261950,32039,22821,270921,146497,36500,23571,159673
５人以上,"医療,福祉",380245,43160,29365,394828,202205,13268,12206,202479
５人以上,複合サービス事業,16166,2683,2380,16468,4184,244,104,4325
５人以上,サービス業（他に分類されないもの）,554260,32176,20996,566065,241015,20968,21838,239520
30人以上,調査産業計,4046615,283695,155250,4176305,1001233,86264,79203,1007049
30人以上,建設業,212091,8699,3793,216996,1048,0,47,1002
30人以上,製造業,458367,23959,11820,470392,24909,792,1062,24753
30人以上,電気・ガス・熱供給・水道業,13211,2268,74,15406,613,69,0,681
30人以上,情報通信業,632578,49063,17609,663925,17829,1124,1449,17611
30人以上,"運輸業,郵便業",331164,19997,13488,337673,37743,2193,1170,38766
30人以上,"卸売業,小売業",655548,38476,18441,675539,203919,5286,6958,202291
30人以上,"金融業,保険業",302678,20125,13861,308931,29279,812,1156,28946
30人以上,"不動産業,物品賃貸業",114445,6881,2664,118697,15923,483,870,15501
30人以上,"学術研究,専門・技術サービス業",269310,16702,9482,276803,21919,652,1645,20653
30人以上,"宿泊業,飲食サービス業",62198,6093,1515,67119,155804,8605,11494,152572
30人以上,"生活関連サービス業,娯楽業",62500,6049,2464,66462,60693,4636,5596,59356
30人以上,"教育,学習支援業",218139,23659,18659,222892,101748,32124,18639,115480
30人以上,"医療,福祉",267659,33204,21988,278897,121852,9978,8578,123230
30人以上,複合サービス事業,5469,1064,1334,5198,1241,68,68,1242
30人以上,サービス業（他に分類されないもの）,441258,27456,18058,451375,206713,19442,20471,204965
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年４月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
