規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7433921,4381476,3052445,120151,61261,58890,144867,67571,77296,7409205,4375166,3034039,24.7,14,40.1
５人以上,建設業,347932,289867,58065,3683,3210,473,4033,3805,228,347582,289272,58310,3.6,1.6,13.4
５人以上,製造業,670352,483817,186535,3393,2358,1035,7535,5513,2022,666210,480662,185548,6.7,2.1,18.7
５人以上,電気・ガス・熱供給・水道業,17332,14289,3043,58,56,2,136,119,17,17254,14226,3028,6,5.9,6.7
５人以上,情報通信業,777224,580130,197094,7733,4959,2774,7637,4451,3186,777320,580638,196682,3.3,1.3,9
５人以上,"運輸業,郵便業",452463,370565,81898,2867,2277,590,5606,3720,1886,449724,369122,80602,11.8,9.1,24.2
５人以上,"卸売業,小売業",1450727,813990,636737,20170,11381,8789,22161,8950,13211,1448736,816421,632315,29.4,16.4,46.1
５人以上,"金融業,保険業",393287,217084,176203,8683,4741,3942,5991,3133,2858,395979,218692,177287,8.5,1.8,16.8
５人以上,"不動産業,物品賃貸業",203756,135360,68396,2299,1336,963,3675,2484,1191,202380,134212,68168,16.1,10,28
５人以上,"学術研究,専門・技術サービス業",403055,276037,127018,5524,2594,2930,5762,3490,2272,402817,275141,127676,8.5,4.3,17.7
５人以上,"宿泊業,飲食サービス業",649716,278139,371577,17289,9331,7958,27580,10453,17127,639425,277017,362408,77.3,64.2,87.3
５人以上,"生活関連サービス業,娯楽業",228524,107361,121163,5630,2741,2889,7411,3755,3656,226743,106347,120396,45.6,37.3,52.9
５人以上,"教育,学習支援業",433976,206734,227242,8498,4131,4367,12104,5816,6288,430370,205049,225321,34.6,29.3,39.3
５人以上,"医療,福祉",592544,143415,449129,8816,3884,4932,10707,2712,7995,590653,144587,446066,33.5,19,38.1
５人以上,複合サービス事業,21134,9707,11427,140,69,71,107,1,106,21167,9775,11392,18.8,5.5,30.2
５人以上,サービス業（他に分類されないもの）,791899,454981,336918,25368,8193,17175,24422,9169,15253,792845,454005,338840,27.8,19.2,39.3
30人以上,調査産業計,5105175,3122236,1982939,80098,39438,40660,91415,44419,46996,5093858,3117255,1976603,19.2,10.4,33.2
30人以上,建設業,214096,184641,29455,852,482,370,1049,1016,33,213899,184107,29792,0.6,0.4,1.8
30人以上,製造業,509136,373065,136071,2733,1974,759,6425,4874,1551,505444,370165,135279,5.4,1.6,15.7
30人以上,電気・ガス・熱供給・水道業,14022,11294,2728,58,56,2,136,119,17,13944,11231,2713,4.1,4.6,1.7
30人以上,情報通信業,653462,496270,157192,6825,4252,2573,6607,3983,2624,653680,496539,157141,2.9,1.1,8.8
30人以上,"運輸業,郵便業",369153,300893,68260,1890,1394,496,3265,2271,994,367778,300016,67762,10.9,8.9,19.7
30人以上,"卸売業,小売業",858401,497115,361286,11215,6609,4606,11626,5925,5701,857990,497799,360191,23.8,11.7,40.6
30人以上,"金融業,保険業",331484,182965,148519,7033,3803,3230,4143,2092,2051,334374,184676,149698,8.8,2,17.3
30人以上,"不動産業,物品賃貸業",132107,86929,45178,1360,775,585,2546,1787,759,130921,85917,45004,13.5,6.5,26.8
30人以上,"学術研究,専門・技術サービス業",291538,206992,84546,3769,1725,2044,4043,2254,1789,291264,206463,84801,7.2,4.4,14.1
30人以上,"宿泊業,飲食サービス業",217970,93918,124052,4429,2019,2410,8846,3798,5048,213553,92139,121414,70.9,57.3,81.2
30人以上,"生活関連サービス業,娯楽業",122119,51531,70588,2624,1391,1233,3879,1645,2234,120864,51277,69587,47.4,36.2,55.7
30人以上,"教育,学習支援業",344334,175377,168957,7804,4027,3777,10809,5364,5445,341329,174040,167289,30.1,26.8,33.6
30人以上,"医療,福祉",396670,100644,296026,6262,3684,2578,7506,2398,5108,395426,101930,293496,30,17.5,34.3
30人以上,複合サービス事業,7333,4479,2854,72,69,3,3,1,2,7402,4547,2855,17.1,9.2,29.8
30人以上,サービス業（他に分類されないもの）,643350,356123,287227,23172,7178,15994,20532,6892,13640,645990,356409,289581,29,20.3,39.8
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年１月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
