規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5645237,72849,66693,5652814,1867856,75632,66583,1875484
５人以上,建設業,342417,3094,2900,342611,9787,29,141,9675
５人以上,製造業,596285,4161,4188,596517,43791,1765,835,44462
５人以上,電気・ガス・熱供給・水道業,18289,0,32,18258,695,0,0,694
５人以上,情報通信業,774569,6764,6032,775296,29869,1604,927,30551
５人以上,"運輸業,郵便業",400954,3827,3658,401177,52339,1359,622,53022
５人以上,"卸売業,小売業",1024296,17584,14591,1027546,437499,14527,10484,441285
５人以上,"金融業,保険業",366453,4977,6288,365144,31404,393,402,31393
５人以上,"不動産業,物品賃貸業",182067,1719,1875,181758,25851,874,695,26183
５人以上,"学術研究,専門・技術サービス業",374904,2113,3402,373614,31588,661,707,31543
５人以上,"宿泊業,飲食サービス業",157684,4825,3214,160268,498777,25301,23787,499318
５人以上,"生活関連サービス業,娯楽業",119765,2679,3267,119177,120466,3070,5200,118336
５人以上,"教育,学習支援業",274364,2145,1746,274933,165171,11702,11248,165455
５人以上,"医療,福祉",402070,3984,3337,402611,198489,6255,4064,200786
５人以上,複合サービス事業,15884,79,150,15811,4424,308,105,4629
５人以上,サービス業（他に分類されないもの）,595236,14898,12013,598093,217706,7784,7366,218152
30人以上,調査産業計,4171008,45993,42372,4174889,990222,36591,34268,992285
30人以上,建設業,216296,1951,1134,217113,936,0,12,924
30人以上,製造業,453251,2901,2832,453304,24793,1069,377,25501
30人以上,電気・ガス・熱供給・水道業,15452,0,32,15421,222,0,0,221
30人以上,情報通信業,657712,3828,4992,656542,19718,1223,599,20348
30人以上,"運輸業,郵便業",334111,2976,2482,334660,37951,1086,622,38360
30人以上,"卸売業,小売業",668417,8741,6726,670689,202448,5662,3657,204196
30人以上,"金融業,保険業",307184,4123,4947,306361,27552,330,276,27605
30人以上,"不動産業,物品賃貸業",115445,1000,1016,115428,15874,310,340,15845
30人以上,"学術研究,専門・技術サービス業",274419,1624,2370,273672,17950,427,405,17973
30人以上,"宿泊業,飲食サービス業",64952,1324,734,65543,158652,5010,6976,156685
30人以上,"生活関連サービス業,娯楽業",62248,1843,2268,61823,66960,859,2236,65583
30人以上,"教育,学習支援業",231191,1486,1164,231512,116823,9774,9651,116947
30人以上,"医療,福祉",284572,2053,1966,284659,115943,3344,2267,117020
30人以上,複合サービス事業,5189,2,74,5116,1167,137,1,1304
30人以上,サービス業（他に分類されないもの）,480569,12141,9635,483046,183233,7360,6849,183773
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年１１月分,,,,,,,,,
第７表  産業、就業形態別常用労働者数,,,,,,,,,
