規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5640130,65329,78679,5627008,1871109,81887,60896,1891872
５人以上,建設業,342480,4195,3464,343210,9521,0,0,9522
５人以上,製造業,604640,4686,7273,602052,45069,1535,1114,45491
５人以上,電気・ガス・熱供給・水道業,18127,48,67,18109,558,0,0,557
５人以上,情報通信業,778866,8027,11735,775158,30303,1688,2073,29918
５人以上,"運輸業,郵便業",406144,2730,3659,405138,50543,762,737,50645
５人以上,"卸売業,小売業",1030869,13757,13341,1031401,432844,11998,13955,430771
５人以上,"金融業,保険業",368511,2771,4868,366411,31330,643,431,31545
５人以上,"不動産業,物品賃貸業",179292,1542,2751,178081,31521,704,431,31796
５人以上,"学術研究,専門・技術サービス業",373212,1905,3087,372028,33219,1088,695,33614
５人以上,"宿泊業,飲食サービス業",156033,6119,6255,156523,496720,20795,20252,496637
５人以上,"生活関連サービス業,娯楽業",126830,2954,3037,126748,112559,5463,3859,114162
５人以上,"教育,学習支援業",271511,589,2130,269970,145980,23600,6053,163527
５人以上,"医療,福祉",392013,3167,5830,389126,212914,5659,5521,213276
５人以上,複合サービス事業,15969,3,113,15859,4580,0,53,4527
５人以上,サービス業（他に分類されないもの）,575633,12836,11069,577194,233448,7952,5722,235884
30人以上,調査産業計,4166804,39548,51761,4154373,991689,50323,27769,1014461
30人以上,建設業,215071,2873,1704,216239,880,0,0,881
30人以上,製造業,462482,3202,6218,459462,25737,828,563,26006
30人以上,電気・ガス・熱供給・水道業,15448,48,67,15430,85,0,0,84
30人以上,情報通信業,660829,6388,9558,657659,18567,1063,639,18991
30人以上,"運輸業,郵便業",339004,2069,2779,338295,35124,619,471,35271
30人以上,"卸売業,小売業",672120,5065,6655,670530,199913,4399,3755,200557
30人以上,"金融業,保険業",308513,1924,3537,306896,28132,505,431,28210
30人以上,"不動産業,物品賃貸業",117832,1039,2075,116794,16432,450,271,16613
30人以上,"学術研究,専門・技術サービス業",273538,1576,2126,272986,19184,575,695,19066
30人以上,"宿泊業,飲食サービス業",68283,726,1599,67410,153193,8916,5899,156210
30人以上,"生活関連サービス業,娯楽業",66899,1270,1281,66888,63784,2388,2081,64091
30人以上,"教育,学習支援業",226852,404,1535,225721,99355,20681,4219,115817
30人以上,"医療,福祉",274281,1874,4188,271968,131757,2715,3674,130797
30人以上,複合サービス事業,5193,3,73,5122,1234,0,0,1235
30人以上,サービス業（他に分類されないもの）,460459,11087,8366,462973,198312,7184,5071,200632
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年９月分,,,,,,,,,
第７表  産業、就業形態別常用労働者数,,,,,,,,,
