規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.9,167.1,152,15.1,13.5,82.4,79.7,2.7
５人以上,建設業,21.2,187.1,163.7,23.4,14.3,89.6,88,1.6
５人以上,製造業,19.6,164.5,151.6,12.9,15.9,102.2,99.4,2.8
５人以上,電気・ガス・熱供給・水道業,20.1,177.9,159,18.9,17,136.2,133.6,2.6
５人以上,情報通信業,19.7,169.1,150.6,18.5,13.8,88.1,86.3,1.8
５人以上,"運輸業,郵便業",19.5,172.2,151.5,20.7,15.2,120.5,105.6,14.9
５人以上,"卸売業,小売業",19.8,163.4,153.1,10.3,14.2,89,86,3
５人以上,"金融業,保険業",19.7,165.9,145.7,20.2,15.5,99.6,98.6,1
５人以上,"不動産業,物品賃貸業",20.5,172.8,155.9,16.9,13.5,89.6,81.9,7.7
５人以上,"学術研究,専門・技術サービス業",19.8,167.8,148.1,19.7,15,106.4,101.6,4.8
５人以上,"宿泊業,飲食サービス業",20.8,183.3,162.7,20.6,12.8,77.2,74.6,2.6
５人以上,"生活関連サービス業,娯楽業",20.8,172.2,160.9,11.3,13.1,87.6,86.5,1.1
５人以上,"教育,学習支援業",19.1,146.2,139.2,7,8.4,46.3,45.6,0.7
５人以上,"医療,福祉",20.4,159,151.4,7.6,13.2,67.5,66.2,1.3
５人以上,複合サービス事業,20,162,153.3,8.7,20.1,137.6,134.7,2.9
５人以上,サービス業（他に分類されないもの）,20.1,166.8,152.4,14.4,16,92.7,90.6,2.1
30人以上,調査産業計,19.8,166.4,150.4,16,14.2,85.8,83,2.8
30人以上,建設業,21.2,191.5,163.3,28.2,15.1,98,96.1,1.9
30人以上,製造業,19.5,165.7,151.3,14.4,15.8,105.7,102.5,3.2
30人以上,電気・ガス・熱供給・水道業,20.1,179.8,160,19.8,17.5,152.8,149.9,2.9
30人以上,情報通信業,19.6,170,150.5,19.5,14.4,93.6,91.3,2.3
30人以上,"運輸業,郵便業",19.3,169.8,149.7,20.1,14.9,124.2,107,17.2
30人以上,"卸売業,小売業",19.7,162.8,152,10.8,15.3,96.4,93.4,3
30人以上,"金融業,保険業",19.6,166.5,144.8,21.7,15.3,97.8,96.8,1
30人以上,"不動産業,物品賃貸業",20.2,169.7,153.2,16.5,16,90.2,88.6,1.6
30人以上,"学術研究,専門・技術サービス業",19.7,164.4,144.8,19.6,15.5,112.8,107,5.8
30人以上,"宿泊業,飲食サービス業",20.2,172.4,152.9,19.5,13.6,79.6,77.4,2.2
30人以上,"生活関連サービス業,娯楽業",20.7,171.1,159.3,11.8,13.8,91.8,90.4,1.4
30人以上,"教育,学習支援業",19.2,146.9,139.2,7.7,7.9,43.4,42.7,0.7
30人以上,"医療,福祉",20.7,159.5,151.9,7.6,13.7,65.9,64.4,1.5
30人以上,複合サービス事業,20.3,162.4,148.7,13.7,21.1,128.9,126.8,2.1
30人以上,サービス業（他に分類されないもの）,19.8,165.4,150.7,14.7,16.3,95.3,92.9,2.4
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年３月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
