規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,593515,710207,401229,412899,485279,293631,381090,31809,180616,224928,107598
100～499人,487760,574163,333327,362109,419478,259571,335038,27071,125651,154685,73756
100人以上,537426,637042,366086,385962,449891,276003,356666,29296,151464,187151,90083
30～99人,461615,575013,318765,315529,386083,226651,297969,17560,146086,188930,92114
５～29人,350031,444079,237661,259637,321111,186187,245399,14238,90394,122968,51474
30人以上,511138,617268,347638,361539,429550,256763,336312,25227,149599,187718,90875
５人以上,460978,567268,309856,329812,398243,232517,308007,21805,131166,169025,77339
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年７月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
