事業所規模,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５～29人,平成24,2012,年平均,386281,338211,321852,16359,48070,95437,93885,91584,2301,1552
５～29人,平成25,2013,年平均,396184,342056,324568,17488,54128,92714,91282,88626,2656,1432
５～29人,平成26,2014,年平均,401978,343693,326085,17608,58285,93120,91677,88823,2854,1443
５～29人,平成27,2015,年平均,406457,346231,328027,18204,60226,96013,94175,91106,3069,1838
５～29人,平成28,2016,年平均,412885,348954,330863,18091,63931,95398,93611,90679,2932,1787
５～29人,平成29,2017,年平均,420953,354573,334889,19684,66380,96034,94473,91457,3016,1561
５～29人,平成29,2017,1月,367553,347996,329678,18318,19557,89664,89217,86189,3028,447
５～29人,平成29,2017,2月,375366,352539,333940,18599,22827,91302,91027,88148,2879,275
５～29人,平成29,2017,3月,392840,351957,332870,19087,40883,95065,94325,91473,2852,740
５～29人,平成29,2017,4月,376597,356989,337273,19716,19608,96333,95768,92910,2858,565
５～29人,平成29,2017,5月,374182,352440,333329,19111,21742,96312,95270,92162,3108,1042
５～29人,平成29,2017,6月,490754,354997,336289,18708,135757,100757,98065,95182,2883,2692
５～29人,平成29,2017,7月,497738,355973,335125,20848,141765,98823,95797,92802,2995,3026
５～29人,平成29,2017,8月,386954,354873,334594,20279,32081,94672,93660,90616,3044,1012
５～29人,平成29,2017,9月,366138,356305,336535,19770,9833,94519,93970,90851,3119,549
５～29人,平成29,2017,10月,368555,354729,334373,20356,13826,95208,94757,91744,3013,451
５～29人,平成29,2017,11月,382765,354901,334012,20889,27864,95432,94799,91823,2976,633
５～29人,平成29,2017,12月,669062,361093,340578,20515,307969,104186,97000,93585,3415,7186
30～99人,平成24,2012,年平均,437295,356300,329956,26344,80995,111075,107980,104662,3318,3095
30～99人,平成25,2013,年平均,441962,355892,329327,26565,86070,107448,104436,100871,3565,3012
30～99人,平成26,2014,年平均,442919,359347,332601,26746,83572,107411,104361,100759,3602,3050
30～99人,平成27,2015,年平均,466531,378242,353406,24836,88289,101049,98519,95290,3229,2530
30～99人,平成28,2016,年平均,469189,379058,354868,24190,90131,108359,105163,102127,3036,3196
30～99人,平成29,2017,年平均,484310,386098,362415,23683,98212,109703,107083,104394,2689,2620
30～99人,平成29,2017,1月,394990,382207,358231,23976,12783,107270,105697,103121,2576,1573
30～99人,平成29,2017,2月,399848,387141,361421,25720,12707,108106,107764,105276,2488,342
30～99人,平成29,2017,3月,457201,390697,364719,25978,66504,110255,109118,105512,3606,1137
30～99人,平成29,2017,4月,415541,393651,368065,25586,21890,107130,106221,103390,2831,909
30～99人,平成29,2017,5月,401520,376540,352379,24161,24980,110044,109467,106724,2743,577
30～99人,平成29,2017,6月,658799,386180,363693,22487,272619,118137,111568,108953,2615,6569
30～99人,平成29,2017,7月,589571,391942,368910,23032,197629,113534,107662,104986,2676,5872
30～99人,平成29,2017,8月,403597,382938,361556,21382,20659,107555,106960,104327,2633,595
30～99人,平成29,2017,9月,393838,383941,363143,20798,9897,107056,106427,104096,2331,629
30～99人,平成29,2017,10月,394122,381370,358871,22499,12752,105038,104212,101676,2536,826
30～99人,平成29,2017,11月,418238,392726,367981,24745,25512,105302,103658,101218,2440,1644
30～99人,平成29,2017,12月,877432,384128,360101,24027,493304,116837,106136,103386,2750,10701
100～499人,平成24,2012,年平均,508285,402423,369816,32607,105862,124651,120411,114611,5800,4240
100～499人,平成25,2013,年平均,512534,403096,370010,33086,109438,121950,118336,111836,6500,3614
100～499人,平成26,2014,年平均,511778,399603,365382,34221,112175,122421,118471,112010,6461,3950
100～499人,平成27,2015,年平均,526365,409821,378501,31320,116544,126580,122416,117655,4761,4164
100～499人,平成28,2016,年平均,528467,408695,377384,31311,119772,120832,117142,112247,4895,3690
100～499人,平成29,2017,年平均,526764,409388,377749,31639,117376,124026,119935,114893,5042,4091
100～499人,平成29,2017,1月,430667,404005,373157,30848,26662,117235,116222,111415,4807,1013
100～499人,平成29,2017,2月,430335,413631,381423,32208,16704,113006,112145,107978,4167,861
100～499人,平成29,2017,3月,493184,411554,379201,32353,81630,118163,116223,111353,4870,1940
100～499人,平成29,2017,4月,461717,414514,381149,33365,47203,123734,120432,115332,5100,3302
100～499人,平成29,2017,5月,421104,403880,373374,30506,17224,119044,117769,112937,4832,1275
100～499人,平成29,2017,6月,826620,408782,378008,30774,417838,132088,122596,117592,5004,9492
100～499人,平成29,2017,7月,556341,407978,376726,31252,148363,129129,122248,117042,5206,6881
100～499人,平成29,2017,8月,426676,405972,376013,29959,20704,123331,121957,116610,5347,1374
100～499人,平成29,2017,9月,434995,409102,378780,30322,25893,124247,123400,118396,5004,847
100～499人,平成29,2017,10月,436919,416023,384383,31640,20896,124613,122469,117324,5145,2144
100～499人,平成29,2017,11月,450115,410906,377681,33225,39209,124679,121965,116460,5505,2714
100～499人,平成29,2017,12月,946430,406600,373280,33320,539830,138304,121754,116236,5518,16550
500人以上,平成24,2012,年平均,640525,486651,445847,40804,153874,134299,129245,121773,7472,5054
500人以上,平成25,2013,年平均,659109,493366,451838,41528,165743,134291,129526,121863,7663,4765
500人以上,平成26,2014,年平均,676183,497927,455044,42883,178256,125201,120635,113137,7498,4566
500人以上,平成27,2015,年平均,617118,458427,418657,39770,158691,137059,133192,125668,7524,3867
500人以上,平成28,2016,年平均,622429,460330,421093,39237,162099,133921,130001,123229,6772,3920
500人以上,平成29,2017,年平均,620864,456202,419895,36307,164662,133293,129483,123383,6100,3810
500人以上,平成29,2017,1月,490456,456688,421436,35252,33768,123229,122344,116172,6172,885
500人以上,平成29,2017,2月,460049,453157,417630,35527,6892,126724,125859,119907,5952,865
500人以上,平成29,2017,3月,498679,460330,423447,36883,38349,132910,130034,123761,6273,2876
