規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,417666,493471,290719,411540,485689,287367,379774,31766,6126,7782,3352
100～499人,376804,441601,258137,362773,423782,251043,335295,27478,14031,17819,7094
100人以上,396066,465634,273960,385762,452465,268683,356262,29500,10304,13169,5277
30～99人,318277,392217,224132,309027,377713,221573,289802,19225,9250,14504,2559
５～29人,269834,345487,181629,255386,320922,178976,242627,12759,14448,24565,2653
30人以上,368950,442144,254357,359013,428548,250149,333095,25918,9937,13596,4208
５人以上,337887,414397,228833,326536,397652,225171,304742,21794,11351,16745,3662
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２９年２月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
