全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,ボブスレー・リュージュ・スケル,"トン""",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
132144,132144000001,東京都国分寺市,国分寺市民スポーツセンター,コクブンジシミンスポーツセンター,Kokubunji Citizen Sports Center,市民スポーツセンター,1110,,,132110,0009006,東京都小平市上水本町６－２２－１,東京都,小平市,上水本町６,22-1,,35.71102984,139.475241,,,(042)326-2211,,,,,1870022,,日本管財・TAC共同事業体,月火水木金土日,9:00,21:30,利用可能曜日は毎月第３月曜（祝日・振替休日の場合は翌日）・年末年始除く。フィットネスルームは午後10時30分まで,,可,,,有,有,有,,,,,有,有,,有,,,有,https://www.kokubunji-sports.net/shimin/,,,,,有,有,,,無,無,無,無,無,無,無,無,有,有,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無""","無",無,無,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,有,無,
132144,132144000002,東京都国分寺市,フィットネスルーム（市民スポーツセンター内）,フィットネスルームシミンスポーツセンターナイ,Fitness room(Citizen Sports Center),市民スポーツセンター,1134,,,132110,0009006,東京都小平市上水本町６－２２－１,東京都,小平市,上水本町６,22-1,,35.71102984,139.475241,,,(042)326-2211,,,,,1870022,,日本管財・TAC共同事業体,月火水木金土日,9:00,22:30,利用可能曜日は毎月第３月曜（祝日・振替休日の場合は翌日）・年末年始除く,,可,,,有,有,有,,,,,有,有,,有,,,有,https://www.kokubunji-sports.net/shimin/,,,,,有,有,,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無""","無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,
132144,132144000003,東京都国分寺市,ひかりスポーツセンター,ヒカリスポーツセンター,Hikari sports center,ひかりスポーツセンター,1110,,,132144,0015001,東京都国分寺市光町１－４６－８　ひかりプラザ,東京都,国分寺市,光町１,46-8,ひかりプラザ,35.70264198,139.4445856,,,(042)595-8865,,,,,1850034,,日本管財・TAC共同事業体,月火水木金土日,9:00,21:30,利用可能曜日は毎月第２・４月曜（祝日・振替休日の場合は翌日）・年末年始除く,,可,,,有,有,有,,,,,有,,,有,,,有,https://www.kokubunji-sports.net/hikari/,,,,,有,有,,,無,無,無,無,無,無,無,無,有,有,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無""","無",無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,有,無,
132144,132144000004,東京都国分寺市,フィットネスルーム（ひかりスポーツセンター内）,フィットネスルームヒカリスポーツセンターナイ,Fitness room(Sports center),ひかりスポーツセンター,1134,,,132144,0015001,東京都国分寺市光町１－４６－８　ひかりプラザ,東京都,国分寺市,光町１,46-8,ひかりプラザ,35.70264198,139.4445856,階数,-1,(042)595-8865,,,,,1850034,,日本管財・TAC共同事業体,月火水木金土日,9:00,21:30,利用可能曜日は毎月第２・４月曜（祝日・振替休日の場合は翌日）・年末年始除く,,可,,,有,有,有,,,,,有,,,有,,,有,https://www.kokubunji-sports.net/hikari/,,,,,有,有,,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無""","無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,
132144,132144000005,東京都国分寺市,国分寺市民室内プール,コクブンジシミンシツナイプール,Kokubunji Citizen Indoor Pool,室内プール,1107,,,132144,0004003,東京都国分寺市西恋ヶ窪３－３２－６,東京都,国分寺市,西恋ヶ窪３,32-6,,35.70586023,139.4653462,,,(042)325-6868,,,,,1850013,,日本管財・TAC共同事業体,月火水木金土日,9:00,22:30,利用可能曜日は毎月第１月曜（祝日・振替休日の場合は翌日）・年末年始除く,,,,,,有,有,,,,,,,,,,,,https://www.kokubunji-sports.net/pool/,,,,,有,有,,,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無""","無",無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,有,無,
132144,132144000006,東京都国分寺市,戸倉野球場,トクラヤキュウジョウ,Togura baseball field,戸倉野球場,1103,,,132144,0012001,東京都国分寺市戸倉１－３１－１,東京都,国分寺市,戸倉１,31-1,,35.71418107,139.4591364,,,(042)326-2211,,,,,1850003,,日本管財・TAC共同事業体,月火水木金土日,9:00,17:00,利用可能曜日は年末年始除く,,,,,,,,,,,,,,,,,,,https://www.kokubunji-sports.net/other_03/,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無""","有",無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,
132144,132144000007,東京都国分寺市,けやき運動場,ケヤキウンドウジョウ,Keyaki Athletic field,けやき運動場,1106,,,132110,0009006,東京都小平市上水本町６－２２－２,東京都,小平市,上水本町６,22-2,,35.71138041,139.4737717,,,(042)326-2211,,,,,1870022,,日本管財・TAC共同事業体,月火水木金土日,9:00,17:00,利用可能曜日は毎月第３月曜（祝日・振替休日の場合は翌日）・年末年始除く,,,,,,,,,,,,有,,,,,,,https://www.kokubunji-sports.net/other_04/,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無""","有",無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,
132144,132144000008,東京都国分寺市,本多武道館,ホンダブドウカン,Honda Budokan,本多武道館,1113,,,132144,0003002,東京都国分寺市本多２－１－１８,東京都,国分寺市,本多２,1-18,,35.70476857,139.4811189,,,(042)326-2211,,,,,1850011,,日本管財・TAC共同事業体,月火水木金土日,9:00,21:30,利用可能曜日は年末年始除く。月曜日は11時から午21時30分,,,,,,,,,,,,,,,,,,,https://www.kokubunji-sports.net/other_05/,,,,,,,,,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,"無""","無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,
132144,132144000009,東京都国分寺市,戸倉第一テニスコート,トクラダイイチテニスコート,Tokura First Tennis Court,戸倉第一テニスコート,1116,,,132144,0012001,東京都国分寺市戸倉１－２８－１４,東京都,国分寺市,戸倉１,28-14,,35.71356877,139.4591917,,,(042)326-2211,,,,,1850003,,日本管財・TAC共同事業体,月火水木金土日,9:00,17:00,利用可能曜日は年末年始除く。夏季に時間延長あり,,,,,,,,,,,,,,,,,,,https://www.kokubunji-sports.net/other_01/,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無""","無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,
132144,132144000010,東京都国分寺市,戸倉第二テニスコート,トクラダイニテニスコート,Tokura Second Tennis Court,戸倉第二テニスコート,1116,,,132144,0012002,東京都国分寺市戸倉２－５－２,東京都,国分寺市,戸倉２,5-22,,35.70869365,139.4609194,,,(042)326-2211,,,,,1850003,,日本管財・TAC共同事業体,月火水木金土日,9:00,17:00,利用可能曜日は年末年始除く,,,,,,,,,,,,,,,,,,,https://www.kokubunji-sports.net/other_02/,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無""","無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,
