全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
132144,132144000001,東京都国分寺市,2022,04,1795,5715,2667,32,17,68,82,753,476,
132144,132144000002,東京都国分寺市,2022,05,2049,5104,2736,41,10,79,78,557,518,
132144,132144000003,東京都国分寺市,2022,06,2024,5773,2976,27,13,87,72,459,453,
132144,132144000004,東京都国分寺市,2022,07,1791,5339,2698,39,9,67,94,425,432,
132144,132144000005,東京都国分寺市,2022,08,2112,5389,2936,40,16,89,81,481,474,
132144,132144000006,東京都国分寺市,2022,09,1896,5075,2914,29,9,90,89,473,474,
132144,132144000007,東京都国分寺市,2022,10,1853,4831,2840,52,10,90,93,448,429,
132144,132144000008,東京都国分寺市,2022,11,2047,5137,2693,67,11,81,101,452,444,
132144,132144000009,東京都国分寺市,2022,12,1936,4709,2573,37,7,50,98,384,447,
132144,132144000010,東京都国分寺市,2023,01,2231,5357,2646,32,7,66,114,411,455,
132144,132144000011,東京都国分寺市,2023,02,2003,5327,2858,28,17,65,89,451,503,
132144,132144000012,東京都国分寺市,2023,03,2404,7497,3327,60,20,64,91,1290,1030,
132144,132144000013,東京都国分寺市,2023,04,2161,5236,2611,20,14,70,78,734,524,
132144,132144000014,東京都国分寺市,2023,05,2422,4852,2977,47,6,69,99,528,496,
132144,132144000015,東京都国分寺市,2023,06,2181,5804,2870,32,8,55,87,442,497,
132144,132144000016,東京都国分寺市,2023,07,2045,5419,2650,27,6,84,91,459,466,
132144,132144000017,東京都国分寺市,2023,08,2302,4838,2886,54,16,80,100,418,419,
132144,132144000018,東京都国分寺市,2023,09,2084,5320,3034,39,7,84,94,385,406,
132144,132144000019,東京都国分寺市,2023,10,2289,5252,3078,27,9,69,84,488,464,
