"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","災害に対する備えと災害時の行動について","Q28. あなたは震災に備えて、疾病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","震災の非常持出用品、備蓄品の中に、疾病や障害の状況に応じて必要な医薬品、食糧等を用意している","61","24.9","26.3"
"202003","災害に対する備えと災害時の行動について","Q28. あなたは震災に備えて、疾病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","避難所等において医療が受けられるよう、医薬品や病状等の情報を記録している","39","15.9","16.8"
"202003","災害に対する備えと災害時の行動について","Q28. あなたは震災に備えて、疾病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","震災時や緊急時に連絡できるよう、家族や知人等の連絡先を把握している","46","18.8","19.8"
"202003","災害に対する備えと災害時の行動について","Q28. あなたは震災に備えて、疾病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","震災時や緊急時に支援してくれるよう、家族や知人等に対して、お願いしている","38","15.5","16.4"
"202003","災害に対する備えと災害時の行動について","Q28. あなたは震災に備えて、疾病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","災害時に避難する広域避難場所を知っている","49","20.0","21.1"
"202003","災害に対する備えと災害時の行動について","Q28. あなたは震災に備えて、疾病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","区市町村等が実施する避難訓練に参加している","16","6.5","6.9"
"202003","災害に対する備えと災害時の行動について","Q28. あなたは震災に備えて、疾病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","その他","19","7.8","8.2"
"202003","災害に対する備えと災害時の行動について","Q28. あなたは震災に備えて、疾病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","特に対策をとっていない","90","36.7","38.8"
"202003","災害に対する備えと災害時の行動について","Q28. あなたは震災に備えて、疾病や障害の状況に応じた特別な対策をとっていますか。（あてはまるものすべてに○）","無回答","13","5.3",

"港区保健福祉基礎調査（知的障害者）・単純集計表・災害に対する備えと災害時の行動についてQ28","Ver202003",,,,,
