"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","脳卒中（脳出血・脳梗塞等）","73","12.6","14.4"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","心臓病","67","11.6","13.2"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","がん（悪性新生物）","37","6.4","7.3"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","呼吸器の病気（肺気腫・肺炎等）","38","6.6","7.5"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","関節の病気（リウマチ等）","53","9.1","10.5"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","認知症（アルツハイマー病等）","81","14.0","16.0"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","パーキンソン病","19","3.3","3.8"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","糖尿病","39","6.7","7.7"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","腎疾患（透析）","16","2.8","3.2"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","視覚・聴覚障害","43","7.4","8.5"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","骨折・転倒","116","20.0","22.9"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","脊椎損傷","56","9.7","11.1"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","高齢による衰弱","114","19.7","22.5"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","その他","101","17.4","20.0"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","不明","5","0.9","1.0"
"202003","生活状況等について","Q3-2-1. 介護・介助が必要になった主な原因は何ですか。（あてはまるものすべてに○）","無回答","74","12.8",

"港区保健福祉基礎調査（高齢者）・単純集計表・生活状況等についてQ3-2-1","Ver202003",,,,,
