,,,,,,,,,,,,（単位：隻、総トン） ,
港　名,総　 数,,,,外  航  船,,,,内  航  船,,,,
,隻　数,前年比,総トン数,前年比,隻　数,総トン数,フルコンテナ船,,隻　数,総トン数,フェリー,,
,,,,,,,隻　数,総トン数,,,隻　数,総トン数,
東　京　港,,,,,,,,,,,,,
平成27年（2015年）,"23,997",95.0%,"161,235,534",101.2%,"5,240","119,868,419","4,719","113,534,656","18,757","41,367,115",332,"3,754,392",
28年（2016年）,"22,665",94.4%,"170,426,797",105.7%,"5,366","128,494,863","4,821","121,236,418","17,299","41,931,934",346,"4,144,951",
29年（2017年）,"23,604",104.1%,"174,745,700",102.5%,"5,355","130,776,662","4,829","123,252,526","18,249","43,969,038",352,"4,447,872",
30年（2018年）,"24,374",103.3%,"182,980,285",104.7%,"5,504","137,427,504","4,922","127,664,390","18,870","45,552,781",347,"4,384,692",
31年（2019年）,"23,382",95.9%,"179,911,843",98.3%,"5,247","134,062,240","4,774","126,095,165","18,135","45,849,603",349,"4,409,964",
横　浜　港,,,,,,,,,,,,,
平成27年（2015年）,"35,979",99.4%,"284,555,233",102.8%,"9,865","242,975,843","4,584","114,692,117","26,114","42,894,902",-,-,
28年（2016年）,"35,687",99.2%,"292,195,251",102.7%,"9,849","248,067,044","4,636","125,247,020","25,838","44,128,207",-,-,
29年（2017年）,"35,976",100.8%,"291,903,816",99.9%,"9,872","247,782,705","4,731","125,647,403","26,104","44,121,111",-,-,
30年（2018年）,"34,324",95.4%,"296,655,826",101.6%,"9,709","254,482,975","4,792","125,591,628","24,615","42,172,851",-,-,
31年（2019年）,"32,503",94.7%,"299,304,430",100.9%,"9,455","259,084,566","4,833","129,534,955","23,048","40,219,864",-,-,
川　崎　港,,,,,,,,,,,,,
平成27年（2015年）,"23,838",98.8%,"99,206,573",99.5%,"2,946","76,272,026",329,"4,643,912","20,892","22,934,547",-,-,
28年（2016年）,"22,037",92.4%,"93,631,909",94.4%,"2,792","70,859,451",358,"5,182,896","19,245","22,772,458",-,-,
29年（2017年）,"22,753",102.0%,"98,919,031",104.9%,"2,822","75,356,785",316,"4,756,288","19,931","23,562,246",-,-,
30年（2018年）,"21,422",94.2%,"95,817,853",96.9%,"2,654","71,876,473",435,"6,715,038","18,768","23,941,380",-,-,
31年（2019年）,"19,540",91.2%,"97,786,218",102.1%,"2,783","76,332,721",493,"7,675,700","16,757","21,453,497",-,-,
千　葉　港,,,,,,,,,,,,,
平成27年（2015年）,"50,414",97.6%,"143,466,682",99.6%,"4,358","95,811,215",208,"3,216,692 ","46,056","47,655,467",-,-,
