"年月[西暦]","施設名称","施設所在地","施設方書","施設廃止日","緯度","経度"
"202110","ＡＮＡインターコンチネンタルホテル東京　健康管理室","東京都港区赤坂一丁目12番33号","ANAインターコンチネンタルホテル東京5階","2021/10/8","35.668290","139.740831"
"202110","Ｌｏｖｅｌｙ－Ｇｅｎｅ　Ｃｌｉｎｉｃ","東京都港区赤坂七丁目2番17号","赤坂中央マンション204号室","2021/9/29","35.673776","139.729478"
"202110","筋肉・美容クリニック","東京都港区麻布十番二丁目3番12号","ベルフォーレ麻布5階","2021/9/30","35.655708","139.735086"
"202110","日本自動車会館職域接種会場","東京都港区芝大門一丁目1番30号","日本自動車会館14階 C会議室","2021/10/19","35.659486","139.753123"
"202110","新橋日比谷通りクリニック","東京都港区新橋二丁目12番16号","明和ビル3階","2021/9/30","35.667443","139.754686"
"202110","ヤマハ株式会社　東京職域接種会場","東京都港区高輪二丁目17番11号","オーク高輪ビル地下1階","2021/10/13","35.639171","139.739994"
"202110","キャピタルメディカ職域接種診療所","東京都港区虎ノ門一丁目2番3号","虎ノ門清和ビル9階","2021/10/4","35.670205","139.748922"
"202110","キッコーマン新型コロナウイルスワクチン職域接種診療所","東京都港区西新橋二丁目1番1号","興和西新橋ビル2階","2021/10/11","35.667680","139.751116"
"202110","ＪＳＲ本社診療所","東京都港区東新橋一丁目9番2号","汐留住友ビル23階","2021/10/13","35.662220","139.760160"
"202110","ＡｉＺ　ＣＬＩＮＩＣ","東京都港区南青山三丁目18番1号","マミーワールドビル3階","2021/9/30","35.665350","139.713177"
"202110","表参道福澤クリニック","東京都港区南青山三丁目18番20号","ワークス南青山4階","2021/5/2","35.665298","139.713028"
"202110","アディダスジャパン株式会社　新型コロナワクチン職域接種会場","東京都港区六本木一丁目9番10号","アークヒルズ仙石山森タワー46階","2021/9/9","35.663662","139.741763"
"202110","表参道メディカルクリニック六本木院","東京都港区六本木六丁目1番26号","六本木天城ビル8階","2021/10/25","35.662959","139.732196"
"202111","株式会社東急エージェンシー健康支援室","東京都港区赤坂四丁目8番18号",,"2021/10/29","35.676044","139.733775"
"202111","医療法人社団愛州会　しんばし内科・脳神経クリニック","東京都港区新橋一丁目17番2号","ダイワロイネットホテル新橋地下1階","2021/10/20","35.668479","139.757140"
"202111","バクスター株式会社","東京都港区虎ノ門一丁目23番1号","虎ノ門ヒルズ森タワー20階","2021/11/8","35.666822","139.749418"
"202111","元麻布ヒルズメディカルクリニック","東京都港区元麻布一丁目3番3号","元麻布ヒルズフォレストテラスウエスト地下1階","2021/10/31","35.653775","139.731474"
"202111","六本木駅前クリニック","東京都港区六本木四丁目8番7号","六本木嶋田ビル7F","2021/11/14","35.664020","139.733018"
"202111","アヴェニューウィメンズクリニック","東京都港区六本木七丁目14番7号","六本木トリニティビル4階","2021/10/31","35.663483","139.731713"
"202112","沖電気工業株式会社　芝浦診療所","東京都港区芝浦四丁目11番15号","沖ビジネス本社ビル2階","2021/12/17","35.641388","139.747498"
"202112","お台場海浜公園　虹橋クリニック","東京都港区台場二丁目2番4号","台場クリニックモール2階","2021/11/30","35.630093","139.780657"
"202112","マイセルクリニック東京","東京都港区台場二丁目6番1号","グランドニッコー東京台場3階","2021/10/31","35.625144","139.771569"
"202112","ヘアケアクリニック六本木院","東京都港区六本木七丁目17番14号","六本木コーポ301号","2021/11/30","35.662561","139.729458"
"202201","麻布十番えむスキンクリニック","東京都港区麻布十番四丁目1番9号","麻布十番エムビル7F","2021/12/31","35.655130","139.737401"
"202201","ＡＩＭ　ｂｅａｕｔｙ　ｍｅｄｉｃａｌ　ｃｌｉｎｉｃ","東京都港区高輪二丁目19番20号","財界二世学院ビル8階","2021/8/31","35.640009","139.741113"
"202201","職域　株式会社ＬＥＯＣ","東京都港区虎ノ門三丁目5番1号","虎ノ門37森ビル10階","2021/12/2","35.666470","139.746232"
"202201","表参道ＰＣＲクリニック","東京都港区南青山五丁目7番23号","始弘ビル1F‐B","2021/12/31","35.662656","139.712633"
"202201","メンズライフクリニック　六本木院","東京都港区六本木六丁目1番26号","六本木天城ビル7階","2021/12/29","35.662959","139.732196"
"202202","職域接種クリニック","東京都港区赤坂八丁目5番27号","日鉄物産ビル1階","2022/2/9","35.671366","139.726969"
"202202","表参道ウィズ・クリニック","東京都港区北青山三丁目12番9号","青山花茂ビル8階","2022/1/31","35.663232","139.710225"
"202202","ＮＴＴコムウェア品川健康管理センタ","東京都港区港南一丁目9番1号","NTT品川ツインズビル1階","2022/1/31","35.631421","139.742694"
"202202","たけ内科　新橋駅前院","東京都港区新橋三丁目21番4号","ル・グラシエルBLDG.26 4階","2022/2/24","35.665105","139.758099"
"202202","医療法人社団ルミニス　Ａｉプリベンションクリニック虎ノ門","東京都港区新橋四丁目9番1号","新橋プラザビル2階","2022/2/16","35.664269","139.756554"
"202202","ＡＩＭ　ｂｅａｕｔｙ　ｍｅｄｉｃａｌ　ｃｌｉｎｉｃ","東京都港区高輪二丁目19番20号","財界二世学院ビル8階","2022/1/31","35.640009","139.741113"
"202202","品川プリンスホテル医務室","東京都港区高輪四丁目10番30号",,"2020/4/17","35.628289","139.736996"
"202202","東京ディアークリニック　表参道院","東京都港区南青山二丁目27番22号","青山安田ビル3階","2022/2/1","35.669104","139.716303"
"202203","医療法人社団赤坂坦誠会　赤坂整形外科クリニック","東京都港区赤坂五丁目4番7号","The Hexagon3階","2022/2/28","35.672121","139.735834"
"202203","北青山三丁目お肌クリニック","東京都港区北青山三丁目13番12号","オムニクォータービル 2階","2022/2/28","35.663955","139.709301"
"202203","医療法人社団　新地会　ニューガイアクリニック","東京都港区芝一丁目15番13号","オフィスニューガイア浜松町No.17 2階","2022/2/28","35.649631","139.753569"
"202203","医療法人社団慶緑会　あまきクリニック","東京都港区新橋二丁目19番10号","新橋マリンビル3階","2021/12/17","35.666847","139.759418"
"202203","医療法人社団　康寿会　堀産婦人科","東京都港区高輪三丁目3番8号","アヴニール高輪2階","2022/2/28","35.634602","139.732372"
"202203","表参道メディカルクリニック　六本木本院","東京都港区六本木七丁目14番10号","誠志堂ビル4階、5階","2021/12/31","35.663342","139.731853"

"診療所廃止一覧(令和4年3月31日現在)","Ver202203",,,,,
