年次,Year,地域階層,地域コード,地域,District,福祉事務所 Welfare offices／事務所数 Offices,福祉事務所 Welfare offices／地区担当員数 Caseworkers,民生委員 Local welfare commissioners (volunteers)／定員数 Maximum number,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／総数 Total,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／男 Male,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／女 Female
平成22,2010,0,13000,東京都,Tokyo-to,67,1869,10461,10216,2712,7504
平成23,2011,0,13000,東京都,Tokyo-to,67,2094,10585,10054,2563,7491
平成24,2012,0,13000,東京都,Tokyo-to,67,2094,10585,10135,2580,7555
平成25,2013,0,13000,東京都,Tokyo-to,67,2213,10610,10194,2598,7596
平成26,2014,0,13000,東京都,Tokyo-to,63,2225,10714,10118,2575,7543
平成26,2014,1,13100,区部,All ku,32,1753,7430,7101,1713,5388
平成26,2014,2,13101,千代田区,Chiyoda-ku,1,7,52,51,15,36
平成26,2014,2,13102,中央区,Chuo-ku,1,11,111,100,27,73
平成26,2014,2,13103,港区,Minato-ku,1,25,168,145,43,102
平成26,2014,2,13104,新宿区,Shinjuku-ku,1,91,303,294,71,223
平成26,2014,2,13105,文京区,Bunkyo-ku,1,18,146,144,42,102
平成26,2014,2,13106,台東区,Taito-ku,1,74,213,206,71,135
平成26,2014,2,13107,墨田区,Sumida-ku,1,68,209,183,52,131
平成26,2014,2,13108,江東区,Koto-ku,1,64,325,282,72,210
平成26,2014,2,13109,品川区,Shinagawa-ku,1,43,325,300,73,227
平成26,2014,2,13110,目黒区,Meguro-ku,1,25,231,226,34,192
平成26,2014,2,13111,大田区,Ota-ku,1,138,504,494,108,386
平成26,2014,2,13112,世田谷区,Setagaya-ku,5,87,627,611,83,528
平成26,2014,2,13113,渋谷区,Shibuya-ku,1,29,199,191,38,153
平成26,2014,2,13114,中野区,Nakano-ku,1,54,306,291,42,249
平成26,2014,2,13115,杉並区,Suginami-ku,1,70,432,397,84,313
平成26,2014,2,13116,豊島区,Toshima-ku,1,68,252,236,38,198
平成26,2014,2,13117,北区,Kita-ku,1,89,324,307,83,224
平成26,2014,2,13118,荒川区,Arakawa-ku,1,48,215,211,63,148
平成26,2014,2,13119,板橋区,Itabashi-ku,3,157,519,510,117,393
平成26,2014,2,13120,練馬区,Nerima-ku,4,113,571,570,141,429
平成26,2014,2,13121,足立区,Adachi-ku,1,204,559,546,179,367
平成26,2014,2,13122,葛飾区,Katsushika-ku,1,98,404,379,102,277
平成26,2014,2,13123,江戸川区,Edogawa-ku,1,172,435,427,135,292
平成26,2014,1,13200,市部,All shi,26,456,3085,2823,797,2026
平成26,2014,2,13201,八王子市,Hachioji-shi,1,49,451,443,150,293
平成26,2014,2,13202,立川市,Tachikawa-shi,1,37,157,156,43,113
平成26,2014,2,13203,武蔵野市,Musashino-shi,1,18,109,98,16,82
平成26,2014,2,13204,三鷹市,Mitaka-shi,1,24,127,112,20,92
平成26,2014,2,13205,青梅市,Ome-shi,1,16,148,145,66,79
平成26,2014,2,13206,府中市,Fuchu-shi,1,29,173,165,39,126
平成26,2014,2,13207,昭島市,Akishima-shi,1,14,85,83,24,59
平成26,2014,2,13208,調布市,Chofu-shi,1,23,163,154,67,87
平成26,2014,2,13209,町田市,Machida-shi,1,41,254,228,65,163
平成26,2014,2,13210,小金井市,Koganei-shi,1,9,84,65,11,54
平成26,2014,2,13211,小平市,Kodaira-shi,1,19,138,121,21,100
平成26,2014,2,13212,日野市,Hino-shi,1,14,134,125,34,91
平成26,2014,2,13213,東村山市,Higashimurayama-shi,1,17,119,80,13,67
平成26,2014,2,13214,国分寺市,Kokubunji-shi,1,7,79,77,23,54
平成26,2014,2,13215,国立市,Kunitachi-shi,1,8,54,51,10,41
平成26,2014,2,13218,福生市,Fussa-shi,1,9,52,49,17,32
平成26,2014,2,13219,狛江市,Komae-shi,1,8,58,44,10,34
平成26,2014,2,13220,東大和市,Higashiyamato-shi,1,12,60,58,16,42
平成26,2014,2,13221,清瀬市,Kiyose-shi,1,12,55,51,17,34
平成26,2014,2,13222,東久留米市,Higashikurume-shi,1,13,80,58,15,43
平成26,2014,2,13223,武蔵村山市,Musashimurayama-shi,1,13,62,62,20,42
平成26,2014,2,13224,多摩市,Tama-shi,1,18,112,92,22,70
平成26,2014,2,13225,稲城市,Inagi-shi,1,10,62,58,17,41
平成26,2014,2,13227,羽村市,Hamura-shi,1,6,52,52,10,42
平成26,2014,2,13228,あきる野市,Akiruno-shi,1,7,70,70,27,43
平成26,2014,2,13229,西東京市,Nishitokyo-shi,1,23,147,126,24,102
平成26,2014,1,13300,郡部,All gun,1,8,98,97,32,65
平成26,2014,1,13350,島部,All islands,4,8,101,97,33,64
,,,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,
18-11  地域別福祉事務所数及び民生委員数 （平成22～26年） 18-11  WELFARE OFFICES AND LOCAL WELFARE COMMISSIONERS (VOLUNTEERS) BY DISTRICT ( 2010-2014 ),,,,,,,,,,,
各年4月1日現在,,,,,,,,,,,
Figures are as of  Apr.1 of the year noted.,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,
