年次,Year,月次 ,Month,調査産業計 Industries covered,鉱業，採石業，砂利採取業 Mining and quarruing of stone and gravel,建設業 Construction,製造業 Manufacturing,電気・ガス・熱供給・水道業 Electricity， gas， heat supply and water,情報通信業 Information and communications,運輸業，郵便業 Transport and postal activities,卸売業，小売業 Wholesale and retail trade,金融業，保険業 Finance and insurance,不動産業，物品賃貸業 Real estate and goods rental and leasing,学術研究，専門・技術サービス業 Scientific research， professional and technical services,宿泊業，飲食サービス業 Accommodations， eating and drinking services,生活関連サービス業，娯楽業 Living-related and personal services and amusement services,教育，学習支援業 Education， learning support,医療，福祉 Medical， health care and welfare,複合サービス事業 Compound services,サービス業 (他に分類されないもの) Services， n.e.c.
平成22,2010,平均,Average,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
平成23,2011,平均,Average,99.6,100.8,101.2,98.8,101.4,100.3,101.8,98.6,98.9,99,98.2,103.7,100.8,97.3,97,95.9,100.6
平成24,2012,平均,Average,101.2,103.5,105.3,100.8,101.3,102.6,100,99.8,99.5,98.3,103.2,107.2,101.1,99.8,99.4,91.5,102.2
平成25,2013,平均,Average,99.7,101.6,103.1,99.5,98.6,100.9,97.6,99.2,98.7,96.4,103.8,106.2,98.2,96.6,98.1,93.5,100.3
平成26,2014,平均,Average,99.5,101.5,102.6,98.8,100.5,100.2,96.4,99,98.6,98.2,103.5,106.4,98.3,96.3,99.7,92.4,99.9
平成26,2014,1,Jan.,93.8,99.4,94.5,91.2,95.8,94.9,93.8,95.7,92.8,92,93,107.3,90.9,91,93,87,92.8
平成26,2014,2,Feb.,96.3,97.5,101.5,97.7,96.3,96.3,95.3,96.3,91.9,95.5,101.9,102.2,93.4,91.9,93.8,85.5,96.5
平成26,2014,3,Mar.,98.5,105.2,101.5,97.7,102.4,99.8,96.6,97,96.4,97.7,103,107.7,95.4,93.7,98,94,100.6
平成26,2014,4,Apr.,104.1,110,106,102.8,107.8,103.3,100.2,103.5,103.3,104,113.2,111.2,103.2,105.6,103.8,100.3,102.7
平成26,2014,5,May,99.5,98,101,96.6,97.8,99.3,95.1,98,100.2,100.1,105.4,107.8,101.1,100.1,101.6,91.6,99.5
平成26,2014,6,June,102.8,103.8,106.1,102.1,106.1,103.4,97.7,102.1,102.5,102.4,107.7,110.1,103.7,102.3,103.2,94.4,102.3
平成26,2014,7,July,104.8,108.2,108.8,105.4,107,108.5,98.4,103.2,105.5,104.3,110.7,102,103.4,102.7,104.1,98.5,105.4
平成26,2014,8,Aug.,97.5,98.8,99.4,96.5,97.9,98.7,98.8,96.8,97.8,97.2,99.9,108.1,97.9,77.5,101,84.3,99.6
平成26,2014,9,Sept.,97.4,98.4,99.1,96,98.5,98.3,90.8,98.2,96.2,94.3,95.2,107.2,95,100,99.3,89.4,98.7
平成26,2014,10,Oct.,102.5,109.5,104.8,102.9,109.5,105.4,93.9,101.1,105.2,99.9,106.9,100.8,101.6,106.9,102.1,99.5,103
平成26,2014,11,Nov.,98.8,95.5,106.9,100.9,93.4,96.4,98.3,98.4,93.8,97.2,105,103.6,97.5,94.9,99.3,86.8,98.7
平成26,2014,12,Dec.,97.7,94,101,96.2,93.6,97.6,97.6,98.2,97.2,94.3,99.9,109.2,96.8,89.5,97,97.2,98.7
,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 )　7  労働 7  LABOR,,,,,,,,,,,,,,,,,,,,
7-11  産業別常用労働者労働時間指数 (総実労働時間) (平成22～26年) 7-11  HOURS WORKED INDICES OF REGULAR WORKERS BY INDUSTRY ( TOTAL HOURS WORKED ) ( 2010-2014 ),,,,,,,,,,,,,,,,,,,,
「毎月勤労統計地方調査」 による。 本表は，常用労働者30人以上の事業所約1700カ所を対象とした第1種事業所調査の結果である。,,,,,,,,,,,,,,,,,,,,
Data are based on the Monthly Labor Prefectural Survey . In this table，figures are as of 1700 establishments with 30 or more regular workers. ,,,,,,,,,,,,,,,,,,,,
資料：都総務局統計部人口統計課 「東京都の賃金、労働時間及び雇用の動き」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,,,,,,
（平成22年平均＝100）  (2010 average＝100),,,,,,,,,,,,,,,,,,,,
