男女別階層,男女,Gender,年齢別階層,年齢(歳),Age(years old),総数 Total,脳血管疾患 Cerebro-vascular disease,悪性新生物Malignant neoplasm,心疾患 Heart disease,肺炎 Pneumonia ,肝疾患 Liver disease,老衰 Senility,不慮の事故 Unforeseen accident,自殺 Suicide,その他の全死因 All other causes of death
0,総数 ,Total,0,総数,Total,111023,9401,33820,16956,9743,1765,6197,2721,2443,27977
0,総数 ,Total,1,0～14,0-14,362,-,23,16,10,1,-,31,15,266
0,総数 ,Total,1,15～19,15-19,107,2,13,4,1,1,-,17,50,19
0,総数 ,Total,1,20～24,20-24,218,2,16,6,3,2,-,17,129,43
0,総数 ,Total,1,25～29,25-29,301,8,30,11,2,2,-,27,165,56
0,総数 ,Total,1,30～34,30-34,422,11,75,20,1,7,-,28,181,99
0,総数 ,Total,1,35～39,35-39,629,26,144,47,5,23,-,50,200,134
0,総数 ,Total,1,40～44,40-44,1059,91,317,91,10,59,-,56,212,223
0,総数 ,Total,1,45～49,45-49,1533,132,535,152,22,93,-,64,228,307
0,総数 ,Total,1,50～54,50-54,2070,199,805,225,29,123,-,61,208,420
0,総数 ,Total,1,55～59,55-59,2775,229,1271,276,63,145,-,94,179,518
0,総数 ,Total,1,60～64,60-64,5109,374,2443,601,174,217,2,135,176,987
0,総数 ,Total,1,65～69,65-69,7894,559,3949,917,284,233,9,177,200,1566
0,総数 ,Total,1,70～74,70-74,11040,858,4981,1463,637,235,40,299,185,2342
0,総数 ,Total,1,75～79,75-79,14454,1176,5658,2070,1086,213,174,338,130,3609
0,総数 ,Total,1,80～,80 and over,63045,5734,13558,11056,7416,411,5972,1327,185,17386
0,総数 ,Total,1,不詳,Unreported,5,-,2,1,-,-,-,-,-,2
1,男 ,Male,0,総数,Total,58865,4703,19872,8347,5475,1206,1570,1567,1613,14512
1,男 ,Male,1,0～14,0-14,199,-,12,9,5,1,-,20,9,143
1,男 ,Male,1,15～19,15-19,77,1,8,2,1,1,-,15,42,7
1,男 ,Male,1,20～24,20-24,151,-,9,4,1,1,-,16,89,31
1,男 ,Male,1,25～29,25-29,192,4,14,11,-,2,-,19,108,34
1,男 ,Male,1,30～34,30-34,263,8,37,20,1,5,-,19,111,62
1,男 ,Male,1,35～39,35-39,386,17,58,35,3,18,-,33,133,89
1,男 ,Male,1,40～44,40-44,665,74,128,73,4,45,-,43,148,150
1,男 ,Male,1,45～49,45-49,978,100,241,130,15,72,-,49,154,217
1,男 ,Male,1,50～54,50-54,1355,136,391,195,22,106,-,52,146,307
1,男 ,Male,1,55～59,55-59,1880,156,717,228,55,123,-,75,125,401
1,男 ,Male,1,60～64,60-64,3555,266,1546,476,129,183,-,107,121,727
1,男 ,Male,1,65～69,65-69,5560,404,2642,717,219,194,4,113,135,1132
1,男 ,Male,1,70～74,70-74,7464,570,3336,1022,467,165,22,197,124,1561
1,男 ,Male,1,75～79,75-79,9030,738,3663,1223,730,124,81,206,75,2190
1,男 ,Male,1,80～,80 and over,27107,2229,7069,4201,3823,166,1463,603,93,7460
1,男 ,Male,1,不詳,Unreported,3,-,1,1,-,-,-,-,-,1
1,女 ,Female,0,総数,Total,52158,4698,13948,8609,4268,559,4627,1154,830,13465
1,女 ,Female,1,0～14,0-14,163,-,11,7,5,-,-,11,6,123
1,女 ,Female,1,15～19,15-19,30,1,5,2,-,-,-,2,8,12
1,女 ,Female,1,20～24,20-24,67,2,7,2,2,1,-,1,40,12
1,女 ,Female,1,25～29,25-29,109,4,16,-,2,-,-,8,57,22
1,女 ,Female,1,30～34,30-34,159,3,38,-,-,2,-,9,70,37
1,女 ,Female,1,35～39,35-39,243,9,86,12,2,5,-,17,67,45
1,女 ,Female,1,40～44,40-44,394,17,189,18,6,14,-,13,64,73
1,女 ,Female,1,45～49,45-49,555,32,294,22,7,21,-,15,74,90
1,女 ,Female,1,50～54,50-54,715,63,414,30,7,17,-,9,62,113
1,女 ,Female,1,55～59,55-59,895,73,554,48,8,22,-,19,54,117
1,女 ,Female,1,60～64,60-64,1554,108,897,125,45,34,2,28,55,260
1,女 ,Female,1,65～69,65-69,2334,155,1307,200,65,39,5,64,65,434
1,女 ,Female,1,70～74,70-74,3576,288,1645,441,170,70,18,102,61,781
1,女 ,Female,1,75～79,75-79,5424,438,1995,847,356,89,93,132,55,1419
1,女 ,Female,1,80～,80 and over,35938,3505,6489,6855,3593,245,4509,724,92,9926
1,女 ,Female,1,不詳,Unreported,2,-,1,-,-,-,-,-,-,1
,,,,,,,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,,
19-4  年齢(5歳階級)，主要死因別死亡数 (平成26年) 19-4  DEATHS BY AGE ( FIVE-YEAR GROUPS ) AND PRINCIPAL CAUSES ( 2014 ),,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,,,,,
男女別階層（0:総数　1:男・女）,,,,,,,,,,,,,,,
年齢階層（0:総数　1:各年齢）,,,,,,,,,,,,,,,
