年次,Year,地域階層,地域コード,地域,District,マーク Mark,面積 Area (km2),千分比 Permillage (‰)
平成22,2010,0,13000,東京都,Tokyo-to,,2187.65,-
平成23,2011,0,13000,東京都,Tokyo-to,,2188.67,-
平成24,2012,0,13000,東京都,Tokyo-to,,2188.67,-
平成25,2013,0,13000,東京都,Tokyo-to,,2188.67,-
平成26,2014,0,13000,東京都,Tokyo-to,,2190.9,1000
平成26,2014,1,13100,区部,All ku,,626.7,286.05
平成26,2014,3,13101,千代田区,Chiyoda-ku,,11.66,5.32
平成26,2014,3,13102,中央区,Chuo-ku,,10.21,4.66
平成26,2014,3,13103,港区,Minato-ku,,20.37,9.3
平成26,2014,3,13104,新宿区,Shinjuku-ku,,18.22,8.32
平成26,2014,3,13105,文京区,Bunkyo-ku,,11.29,5.15
平成26,2014,3,13106,台東区,Taito-ku,,10.11,4.61
平成26,2014,3,13107,墨田区,Sumida-ku,,13.77,6.29
平成26,2014,3,13108,江東区,Koto-ku,,40.16,18.33
平成26,2014,3,13109,品川区,Shinagawa-ku,,22.84,10.42
平成26,2014,3,13110,目黒区,Meguro-ku,,14.67,6.7
平成26,2014,3,13111,大田区,Ota-ku,,60.66,27.69
平成26,2014,3,13112,世田谷区,Setagaya-ku,,58.05,26.5
平成26,2014,3,13113,渋谷区,Shibuya-ku,,15.11,6.9
平成26,2014,3,13114,中野区,Nakano-ku,,15.59,7.12
平成26,2014,3,13115,杉並区,Suginami-ku,,34.06,15.55
平成26,2014,3,13116,豊島区,Toshima-ku,,13.01,5.94
平成26,2014,3,13117,北区,Kita-ku,,20.61,9.41
平成26,2014,3,13118,荒川区,Arakawa-ku,,10.16,4.64
平成26,2014,3,13119,板橋区,Itabashi-ku,,32.22,14.71
平成26,2014,3,13120,練馬区,Nerima-ku,,48.08,21.95
平成26,2014,3,13121,足立区,Adachi-ku,,53.25,24.31
平成26,2014,3,13122,葛飾区,Katsushika-ku,,34.8,15.88
平成26,2014,3,13123,江戸川区,Edogawa-ku,,49.9,22.78
平成26,2014,3,,荒川河口部,Mouth of Arakawa river,1),1.12,0.51
平成26,2014,3,,中央防波堤外側埋立地,Outer central breakwater landfill site,2),6.78,3.09
平成26,2014,1,13200,市部,All shi,,784.2,357.94
平成26,2014,3,13201,八王子市,Hachioji-shi,,186.38,85.07
平成26,2014,3,13202,立川市,Tachikawa-shi,,24.36,11.12
平成26,2014,3,13203,武蔵野市,Musashino-shi,,10.98,5.01
