年度末,End of fiscal year,地域階層,地区コード,地域,District,総人口 (A) Total population 1),排水区域 Areas served by sewerage system／人口 (B) Population,排水区域 Areas served by sewerage system／計画面積 Planned area (ha),排水区域 Areas served by sewerage system／面積 Area　(ha),処理区域 Areas served by sewerage system and sewage treatment system／人口 Population,処理区域 Areas served by sewerage system and sewage treatment system／計画面積 Planned area (ha),処理区域Areas served by sewerage system and sewage treatment system／面積 Area (ha),終末処理場数 Number of sewage treatment plants 2),終末処理場数 Number of sewage treatment plants,普及率 (B／A) Sewerage system coverage (%),,,
平成24,2012,0,13000,総数,Tokyo-to,13118408,13062423,109338,105360,13062204,109334,105217,7,27,100,,,
平成25,2013,0,13000,総数,Tokyo-to,13205581,13157384,109390,105567,13155918,109386,105352,7,27,100,,,
平成26,2014,0,13000,総数,Tokyo-to,13313060,13267849,109406,105659.62,13266942,109406,105455,7,27,100,,,
平成26,2014,1,13100,区部,All ku,9139578,9130363,56375,56226,9130363,56375,56226,-,13,100,,,
平成26,2014,2,13101,千代田区,Chiyoda-ku,57475,57475,1102,1102,57475,1102,1102,-,-,100,,,
平成26,2014,2,13102,中央区,Chuo-ku,139444,139444,903,903,139444,903,903,-,-,100,,,
平成26,2014,2,13103,港区,Minato-ku,242214,242037,1986,1970,242037,1986,1970,-,1,100,,,
平成26,2014,2,13104,新宿区,Shinjuku-ku,328787,328787,1798,1798,328787,1798,1798,-,1,100,,,
平成26,2014,2,13105,文京区,Bunkyo-ku,208542,208542,1138,1138,208542,1138,1138,-,-,100,,,
平成26,2014,2,13106,台東区,Taito-ku,190363,190363,856,856,190363,856,856,-,-,100,,,
平成26,2014,2,13107,墨田区,Sumida-ku,259264,259264,1195,1195,259264,1195,1195,-,-,100,,,
平成26,2014,2,13108,江東区,Koto-ku,498013,496454,3432,3396,496454,3432,3396,-,2,100,,,
平成26,2014,2,13109,品川区,Shinagawa-ku,373732,373378,2051,2045,373378,2051,2045,-,-,100,,,
平成26,2014,2,13110,目黒区,Meguro-ku,270525,270525,1440,1440,270525,1440,1440,-,-,100,,,
