全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
134015,,東京都八丈町,2022,04,372,509,316,0,0,1,8,144,21,
134015,,東京都八丈町,2022,05,388,367,264,3,0,0,6,17,10,
134015,,東京都八丈町,2022,06,478,387,427,0,0,3,11,27,12,
134015,,東京都八丈町,2022,07,365,406,315,2,0,3,5,12,12,
134015,,東京都八丈町,2022,08,442,506,395,2,2,2,9,47,40,
134015,,東京都八丈町,2022,09,417,428,352,1,1,3,7,18,22,
134015,,東京都八丈町,2022,10,460,388,318,2,1,1,10,10,13,
134015,,東京都八丈町,2022,11,423,361,313,1,1,1,8,10,13,
134015,,東京都八丈町,2022,12,388,373,331,2,2,2,11,15,11,
134015,,東京都八丈町,2023,01,365,417,280,2,0,6,16,18,16,
134015,,東京都八丈町,2022,02,430,399,340,4,0,1,17,18,16,
134015,,東京都八丈町,2023,03,479,552,360,3,2,2,20,54,210,
