全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi[sanitize]Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
134015,,東京都八丈町,富士ゲートボール場,フジゲートボールジョウ,,,,,,,,東京都八丈町三根198-2,東京都,八丈町,三根,198-2,,,,,,(04996)2-7071,,,,,,3000020134015,八丈町,日月火水木金土,,,,,,,,,,,,,,,,,,,,,,https://www.town.hachijo.tokyo.jp/kakuka/kyouiku/kyoiku_facilities.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
134015,,東京都八丈町,樫立運動場,カシタテウンドウジョウ,,,,,,,,東京都八丈町樫立2035-1,東京都,八丈町,樫立,2035-1,,,,,,(04996)2-7071,,,,,,3000020134015,八丈町,日月火水木金土,,,,,,,,,,,,,,,,,,,,,,https://www.town.hachijo.tokyo.jp/kakuka/kyouiku/kyoiku_facilities.html,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
134015,,東京都八丈町,樫立屋内運動場,カシタテオクナイウンドウジョウ,,,,,,,,東京都八丈町樫立2035-1,東京都,八丈町,樫立,2035-1,,,,,,(04996)2-7071,,,,,,3000020134015,八丈町,日月火水木金土,,,,,,,,,,,,,,,,,,,,,,https://www.town.hachijo.tokyo.jp/kakuka/kyouiku/kyoiku_facilities.html,,,,,,,,,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
134015,,東京都八丈町,中之郷運動場,ナカノゴウウンドウジョウ,,,,,,,,東京都八丈町中之郷2612-1,東京都,八丈町,中之郷,2612-1,,,,,,(04996)2-7071,,,,,,3000020134015,八丈町,日月火水木金土,,,,,,,,,,,,,,,,,,,,,,https://www.town.hachijo.tokyo.jp/kakuka/kyouiku/kyoiku_facilities.html,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
134015,,東京都八丈町,中之郷屋内運動場,ナカノゴウオクナイウンドウジョウ,,,,,,,,東京都八丈町中之郷2612-1,東京都,八丈町,中之郷,2612-1,,,,,,(04996)2-7071,,,,,,3000020134015,八丈町,日月火水木金土,,,,,,,,,,,,,,,,,,,,,,https://www.town.hachijo.tokyo.jp/kakuka/kyouiku/kyoiku_facilities.html,,,,,,,,,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
134015,,東京都八丈町,末吉運動場,スエヨシウンドウジョウ,,,,,,,,東京都八丈町末吉2648-1,東京都,八丈町,末吉,2648-1,,,,,,(04996)2-7071,,,,,,3000020134015,八丈町,日月火水木金土,,,,,,,,,,,,,,,,,,,,,,https://www.town.hachijo.tokyo.jp/kakuka/kyouiku/kyoiku_facilities.html,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
134015,,東京都八丈町,末吉屋内運動場,スエヨシオクナイウンドウジョウ,,,,,,,,東京都八丈町末吉2648-1,東京都,八丈町,末吉,2648-1,,,,,,(04996)2-7071,,,,,,3000020134015,八丈町,日月火水木金土,,,,,,,,,,,,,,,,,,,,,,https://www.town.hachijo.tokyo.jp/kakuka/kyouiku/kyoiku_facilities.html,,,,,,,,,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
134015,,東京都八丈町,富士グラウンド,フジグラウンド,,,,,,,,東京都八丈町三根234,東京都,八丈町,三根,234,,,,,,(04996)2-7071,,,,,,3000020134015,八丈町,日月火水木金土,,,,,,,,,,,,,,,,,,,,,,https://www.town.hachijo.tokyo.jp/kakuka/kyouiku/kyoiku_facilities.html,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
134015,,東京都八丈町,南原スポーツ公園　サッカー場,ナンバラスポーツコウエンサッカージョウ,,,,,,,,東京都八丈町大賀郷8316-1,東京都,八丈町,大賀郷,8316-1,,,,,,(04996)2-7071,,,,,,3000020134015,八丈町,日月火水木金土,,,,,,,,,,,,,,,,,,,,,,https://www.town.hachijo.tokyo.jp/kakuka/kyouiku/kyoiku_facilities.html,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
134015,,東京都八丈町,南原スポーツ公園　野球場,ナンバラスポーツコウエンヤキュウジョウ,,,,,,,,東京都八丈町大賀郷8316-1,東京都,八丈町,大賀郷,8316-1,,,,,,(04996)2-7071,,,,,,3000020134015,八丈町,日月火水木金土,,,,,,,,,,,,,,,,,,,,,,https://www.town.hachijo.tokyo.jp/kakuka/kyouiku/kyoiku_facilities.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
