規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.9,19.7,17.7,149.4,161.4,131.7,138.4,147.9,124.3,11,13.5,7.4
５人以上,"鉱業,採石業,砂利採取業",18.8,19,18.3,149.2,150.5,145.1,137.7,139.1,133,11.5,11.4,12.1
５人以上,建設業,20.8,21,19.8,174.6,177.9,155.4,159.6,161.5,148.7,15,16.4,6.7
５人以上,製造業,20,20.2,19.3,165.6,169.4,154.3,154.1,157.1,145.1,11.5,12.3,9.2
５人以上,電気・ガス・熱供給・水道業,19.2,19.3,18.3,164.9,167.8,145.5,142.9,144.4,132.9,22,23.4,12.6
５人以上,情報通信業,19.7,20,18.8,169.5,173.9,156.8,149.1,152.2,140.1,20.4,21.7,16.7
５人以上,"運輸業,郵便業",20.2,20.5,18.6,172.3,179.9,140.1,151.7,156.6,130.9,20.6,23.3,9.2
５人以上,"卸売業,小売業",19,19.8,18,145.8,157.2,130.7,138.8,148.9,125.3,7,8.3,5.4
５人以上,"金融業,保険業",19.4,19.8,18.9,159.5,165.2,151.6,144.6,148.5,139.2,14.9,16.7,12.4
５人以上,"不動産業,物品賃貸業",20.1,20.3,19.6,155.6,162.2,142.2,144.9,149.8,135.1,10.7,12.4,7.1
５人以上,"学術研究,専門・技術サービス業",19.9,20.1,19.3,163,166.4,156.5,146.5,148.6,142.5,16.5,17.8,14
５人以上,"宿泊業,飲食サービス業",15.9,17.5,14.4,110.1,131.5,89.8,105.7,124.9,87.4,4.4,6.6,2.4
５人以上,"生活関連サービス業,娯楽業",19.5,20.4,18.8,155.5,173,139.1,146.4,161.6,132.2,9.1,11.4,6.9
５人以上,"教育,学習支援業",15.7,16.1,15.3,111.5,113.8,109,107.6,109.7,105.4,3.9,4.1,3.6
５人以上,"医療,福祉",18,18.1,18,134.3,142.4,131.7,127.4,135.1,125,6.9,7.3,6.7
５人以上,複合サービス事業,18,18.3,17.4,144.1,149.5,133,136,139.9,128.1,8.1,9.6,4.9
５人以上,サービス業（他に分類されないもの）,18.8,19.9,17.7,147.3,162.1,131.7,136.8,149.1,123.9,10.5,13,7.8
30人以上,調査産業計,19,19.7,18,152.9,163,136.7,140.1,147.9,127.5,12.8,15.1,9.2
30人以上,"鉱業,採石業,砂利採取業",18.8,19,18.3,149.2,150.5,145.1,137.7,139.1,133,11.5,11.4,12.1
30人以上,建設業,20.4,20.5,19.7,171.9,174.1,156.8,154.7,155.8,147.2,17.2,18.3,9.6
30人以上,製造業,19.8,20,19,165.3,168.8,154,153.1,155.9,143.8,12.2,12.9,10.2
30人以上,電気・ガス・熱供給・水道業,19,19.1,18.1,163.3,165.8,146,141.1,142.4,132.3,22.2,23.4,13.7
30人以上,情報通信業,19.6,20,18.6,168.8,173.5,155.1,147.7,151.2,137.7,21.1,22.3,17.4
30人以上,"運輸業,郵便業",20,20.3,18.6,172.4,179.8,141.7,151,155.5,132.2,21.4,24.3,9.5
30人以上,"卸売業,小売業",19.2,20,18.1,149.2,159.7,133.8,140.4,149.9,126.5,8.8,9.8,7.3
30人以上,"金融業,保険業",19.3,19.7,18.9,159.4,164.7,152.2,143.9,147.4,139.2,15.5,17.3,13
30人以上,"不動産業,物品賃貸業",20.1,20.4,19.4,156.5,163.7,142.2,143.8,149.2,133.1,12.7,14.5,9.1
30人以上,"学術研究,専門・技術サービス業",19.7,20,19.2,163.9,165.5,159.5,143.8,145.1,140.2,20.1,20.4,19.3
30人以上,"宿泊業,飲食サービス業",17.1,18.4,15.7,122.4,141.5,100.8,117.2,134.8,97.4,5.2,6.7,3.4
30人以上,"生活関連サービス業,娯楽業",18.7,19.8,17.7,151.5,175.2,131.7,140.7,162.6,122.3,10.8,12.6,9.4
30人以上,"教育,学習支援業",15.8,16.5,15,111.3,115.9,105.3,107.7,112.1,102.1,3.6,3.8,3.2
30人以上,"医療,福祉",18.5,18.2,18.6,141.4,144.4,140.3,133.3,136.6,132.1,8.1,7.8,8.2
30人以上,複合サービス事業,18.3,18.4,18.1,147.7,151.1,137.1,138.6,140.7,132,9.1,10.4,5.1
30人以上,サービス業（他に分類されないもの）,18.5,19.6,17.5,143.8,159.2,130.2,133.2,145.7,122.1,10.6,13.5,8.1
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年７月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
