規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6907852,4145921,2761931,122116,69011,53105,130928,70672,60256,6899040,4144260,2754780,22.1,12.4,36.8
５人以上,"鉱業,採石業,砂利採取業",2266,1767,499,38,35,3,46,43,3,2258,1759,499,0.4,0.5,0
５人以上,建設業,318524,271094,47430,2230,1920,310,5601,4727,874,315153,268287,46866,2.9,1.2,12.4
５人以上,製造業,682238,512977,169261,8460,6416,2044,8997,7168,1829,681701,512225,169476,7.3,3.2,19.7
５人以上,電気・ガス・熱供給・水道業,36047,31311,4736,1078,1017,61,1578,1482,96,35547,30846,4701,2.7,2.4,4.8
５人以上,情報通信業,735445,544404,191041,13109,9541,3568,13012,8916,4096,735542,545029,190513,2.7,1,7.5
５人以上,"運輸業,郵便業",374225,301901,72324,5279,4246,1033,7327,4132,3195,372177,302015,70162,11.4,8.4,24.5
５人以上,"卸売業,小売業",1460942,838011,622931,23566,12368,11198,20701,10267,10434,1463807,840112,623695,26.4,14.2,42.8
５人以上,"金融業,保険業",378754,219952,158802,5756,4034,1722,9879,6811,3068,374631,217175,157456,5.4,1.9,10.2
５人以上,"不動産業,物品賃貸業",175810,117866,57944,4102,2962,1140,3655,2850,805,176257,117978,58279,20.7,15.2,31.7
５人以上,"学術研究,専門・技術サービス業",340219,223410,116809,6067,4368,1699,4444,3043,1401,341842,224735,117107,6.9,3.8,12.6
５人以上,"宿泊業,飲食サービス業",618269,300343,317926,19537,9678,9859,18865,8310,10555,618941,301711,317230,68.6,54.9,81.7
５人以上,"生活関連サービス業,娯楽業",192408,92974,99434,2947,1556,1391,3923,1519,2404,191432,93011,98421,32.3,20.6,43.3
５人以上,"教育,学習支援業",370757,194142,176615,3744,1501,2243,3036,1381,1655,371465,194262,177203,31.9,25.2,39.2
５人以上,"医療,福祉",517868,125532,392336,8286,1849,6437,9029,1870,7159,517125,125511,391614,30.5,21.3,33.5
５人以上,複合サービス事業,56824,38292,18532,1570,1010,560,1788,1482,306,56606,37820,18786,17.5,7.5,37.7
５人以上,サービス業（他に分類されないもの）,647256,331945,315311,16347,6510,9837,19047,6671,12376,644556,331784,312772,25.8,14.9,37.4
30人以上,調査産業計,4726366,2931815,1794551,80812,48101,32711,89958,49921,40037,4717220,2929995,1787225,16.5,8.4,29.9
30人以上,"鉱業,採石業,砂利採取業",2266,1767,499,38,35,3,46,43,3,2258,1759,499,0.4,0.5,0
30人以上,建設業,197218,171870,25348,1677,1528,149,3682,3146,536,195213,170252,24961,1.6,0.6,8
30人以上,製造業,515447,394918,120529,6608,5230,1378,7707,6130,1577,514348,394018,120330,5.6,2.9,14.5
30人以上,電気・ガス・熱供給・水道業,33007,28718,4289,1078,1017,61,1578,1482,96,32507,28253,4254,2.5,2.3,3.6
30人以上,情報通信業,633493,471765,161728,10328,8103,2225,11902,8380,3522,631919,471488,160431,2.1,0.5,6.8
30人以上,"運輸業,郵便業",296079,237812,58267,4613,3662,951,6285,3266,3019,294407,238208,56199,10.7,8.8,19
30人以上,"卸売業,小売業",865068,511895,353173,11872,7824,4048,10959,5381,5578,865981,514338,351643,20.8,8,39.4
30人以上,"金融業,保険業",321712,184485,137227,4792,3206,1586,7747,5534,2213,318757,182157,136600,5.1,2.1,9.2
30人以上,"不動産業,物品賃貸業",111347,74266,37081,1949,1186,763,2293,1586,707,111003,73866,37137,17.5,11.1,30.1
30人以上,"学術研究,専門・技術サービス業",222996,162487,60509,4220,3328,892,3718,2650,1068,223498,163165,60333,4.4,2.2,10.3
30人以上,"宿泊業,飲食サービス業",212320,112982,99338,7809,3289,4520,5202,2413,2789,214927,113858,101069,55,39.2,72.7
30人以上,"生活関連サービス業,娯楽業",101542,46199,55343,1903,910,993,2026,652,1374,101419,46457,54962,36.2,21.3,48.9
30人以上,"教育,学習支援業",282855,158487,124368,2727,1035,1692,2269,1084,1185,283313,158438,124875,27.5,20.5,36.3
30人以上,"医療,福祉",362823,96497,266326,5222,1171,4051,5364,1154,4210,362681,96514,266167,24.4,20,25.9
30人以上,複合サービス事業,41656,31448,10208,1093,765,328,1298,1122,176,41451,31091,10360,15.5,8.4,36.8
30人以上,サービス業（他に分類されないもの）,526537,246219,280318,14883,5812,9071,17882,5898,11984,523538,246133,277405,28.6,17.8,38.2
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年７月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
