事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,TL 調査産業計,平成17,2005,年平均,19.6,161.9,147.4,14.5,14.9,89.9,85.5,4.4
30人以上,TL 調査産業計,平成18,2006,年平均,19.6,163.8,148.5,15.3,14.8,91.3,87.1,4.2
30人以上,TL 調査産業計,平成19,2007,年平均,19.7,165,149.3,15.7,15.6,96.2,91.9,4.3
30人以上,TL 調査産業計,平成20,2008,年平均,19.6,164.1,148.9,15.2,15.2,94.9,90.7,4.2
30人以上,TL 調査産業計,平成21,2009,年平均,19.4,161.3,146.7,14.6,13.9,84.7,81.3,3.4
30人以上,TL 調査産業計,平成22,2010,年平均,19.5,162.1,147,15.1,14.3,87.3,83.8,3.5
30人以上,TL 調査産業計,平成23,2011,年平均,19.4,161.5,146.7,14.8,14.3,88.2,84.6,3.6
30人以上,TL 調査産業計,平成23,2011,1月,18.2,151.6,137,14.6,13.6,84.3,80.6,3.7
30人以上,TL 調査産業計,平成23,2011,2月,18.8,157,142,15,13.5,83.9,80.3,3.6
30人以上,TL 調査産業計,平成23,2011,3月,19.9,165.3,150.1,15.2,13.9,85.7,82.5,3.2
30人以上,TL 調査産業計,平成23,2011,4月,20.1,166.7,151.5,15.2,14.3,88.6,85.1,3.5
30人以上,TL 調査産業計,平成23,2011,5月,18.5,154.3,140.1,14.2,14.3,87.6,84.3,3.3
30人以上,TL 調査産業計,平成23,2011,6月,20.5,169.8,155,14.8,15.3,92.3,88.9,3.4
30人以上,TL 調査産業計,平成23,2011,7月,19.9,165.2,150.6,14.6,14.8,91.4,87.4,4
30人以上,TL 調査産業計,平成23,2011,8月,19.5,162.2,148.2,14,14.3,88.8,85.3,3.5
30人以上,TL 調査産業計,平成23,2011,9月,19.3,161.3,147,14.3,14.7,89.9,86.2,3.7
30人以上,TL 調査産業計,平成23,2011,10月,19.3,160.9,146,14.9,14.3,88.5,85,3.5
30人以上,TL 調査産業計,平成23,2011,11月,19.6,163,147.8,15.2,14.3,87.4,84,3.4
30人以上,TL 調査産業計,平成23,2011,12月,19.3,160.6,145,15.6,14.5,89.6,85.3,4.3
30人以上,C 鉱業，採石業，砂利採取業,平成17,2005,年平均,19.3,149.1,144.7,4.4,4,23,23,0
30人以上,C 鉱業，採石業，砂利採取業,平成18,2006,年平均,19.6,150.5,146.7,3.8,3.1,17.9,17.9,0
30人以上,C 鉱業，採石業，砂利採取業,平成19,2007,年平均,19.8,159.8,144.5,15.3,13.7,64.4,64.3,0.1
30人以上,C 鉱業，採石業，砂利採取業,平成20,2008,年平均,19.6,158.5,144.2,14.3,13.5,60.6,60,0.6
30人以上,C 鉱業，採石業，砂利採取業,平成21,2009,年平均,18.8,148.9,136.3,12.6,10.6,60.9,56.2,4.7
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,19,151.3,138.2,13.1,12.6,81.8,80,1.8
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,19,150.5,139.2,11.3,10.8,70.6,70.5,0.1
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,1月,18,144.4,132.8,11.6,10.8,72.1,72,0.1
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,2月,18,143.9,131.6,12.3,14,95.2,94.8,0.4
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,3月,20.2,160.3,148.2,12.1,13.8,94.8,94.8,0
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,4月,19.8,157.5,144.5,13,9.4,62.2,62.2,0
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,5月,17.8,141.3,130.4,10.9,10.1,63.3,63.3,0
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,6月,20.6,162,151,11,12.9,86.1,86,0.1
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,7月,18.9,149.6,138,11.6,10.4,66.4,66.4,0
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,8月,18.8,148,137.5,10.5,11.5,73.3,72.8,0.5
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,9月,19.4,152.2,142.3,9.9,10.3,66,66,0
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,10月,19.1,150.8,139.6,11.2,9.6,61.6,61.6,0
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,11月,19.4,153.4,142,11.4,9.3,59.5,59.5,0
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,12月,18.1,142.8,132.1,10.7,9.1,58.7,58.7,0
30人以上,D 建設業,平成17,2005,年平均,20.1,166.2,153.7,12.5,21.1,157.1,154.6,2.5
