規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,672561,794766,424278,449500,517400,311548,411729,37771,223061,277366,112730
100～499人,476980,578596,316752,363007,429154,258706,337441,25566,113973,149442,58046
100人以上,562263,677713,359394,400722,469616,279662,369834,30888,161541,208097,79732
30～99人,421852,531575,262922,311108,382620,207525,292494,18614,110744,148955,55397
５～29人,335201,422803,225260,253418,314128,177227,242823,10595,81783,108675,48033
30人以上,511309,627170,321696,368202,439528,251473,341768,26434,143107,187642,70223
５人以上,455655,567307,287872,331928,402796,225432,310500,21428,123727,164511,62440
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年７月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
