規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6893621,4157154,2736467,139650,70514,69136,144665,79512,65153,6888606,4148156,2740450,21.5,11.8,36
５人以上,"鉱業,採石業,砂利採取業",2263,1767,496,34,25,9,25,21,4,2272,1771,501,0.4,0.5,0
５人以上,建設業,317692,270204,47488,4695,4555,140,2988,2524,464,319399,272235,47164,2.9,1.1,13.7
５人以上,製造業,687722,517342,170380,9364,6274,3090,10089,7385,2704,686997,516231,170766,7,3.2,18.4
５人以上,電気・ガス・熱供給・水道業,34425,29877,4548,1060,847,213,168,151,17,35317,30573,4744,2.8,2.5,4.3
５人以上,情報通信業,737587,542866,194721,11137,7134,4003,14001,9987,4014,734723,540013,194710,2.7,0.9,7.7
５人以上,"運輸業,郵便業",374129,302591,71538,4947,3640,1307,6859,4361,2498,372217,301870,70347,10.8,7.7,23.9
５人以上,"卸売業,小売業",1461400,842312,619088,29863,11845,18018,30271,16109,14162,1460992,838048,622944,24,12,40
５人以上,"金融業,保険業",375077,219414,155663,7374,5414,1960,7724,5164,2560,374727,219664,155063,5,2,9.3
５人以上,"不動産業,物品賃貸業",174749,121078,53671,2849,1568,1281,3088,2148,940,174510,120498,54012,21,16,32.1
５人以上,"学術研究,専門・技術サービス業",343266,232894,110372,3480,1722,1758,5839,3007,2832,340907,231609,109298,6.2,3.1,12.6
５人以上,"宿泊業,飲食サービス業",613712,297492,316220,23359,12007,11352,20616,9215,11401,616455,300284,316171,70.6,56.1,84.3
５人以上,"生活関連サービス業,娯楽業",194179,92712,101467,4938,1985,2953,6502,3932,2570,192615,90765,101850,32.7,23.6,40.7
５人以上,"教育,学習支援業",362422,185655,176767,9318,4333,4985,4784,2285,2499,366956,187703,179253,30.2,22,38.8
５人以上,"医療,福祉",518486,130640,387846,10404,2530,7874,12326,5225,7101,516564,127945,388619,29.4,20.8,32.2
５人以上,複合サービス事業,57379,39598,17781,262,29,233,824,374,450,56817,39253,17564,15.5,7.2,34.1
５人以上,サービス業（他に分類されないもの）,639133,330712,308421,16566,6606,9960,18561,7624,10937,637138,329694,307444,25.7,15.2,37
30人以上,調査産業計,4714008,2918901,1795107,85735,43400,42335,90624,53347,37277,4709119,2908954,1800165,15.5,7.6,28.2
30人以上,"鉱業,採石業,砂利採取業",2263,1767,496,34,25,9,25,21,4,2272,1771,501,0.4,0.5,0
30人以上,建設業,196460,170290,26170,3533,3393,140,2190,1879,311,197803,171804,25999,1.7,0.7,8.3
30人以上,製造業,522490,400655,121835,6816,5134,1682,8345,6446,1899,520961,399343,121618,5.6,2.8,14.6
30人以上,電気・ガス・熱供給・水道業,31315,27159,4156,1024,811,213,97,80,17,32242,27890,4352,2.4,2.3,3.5
30人以上,情報通信業,635224,470687,164537,9204,5804,3400,10827,7882,2945,633601,468609,164992,2.2,0.5,7
30人以上,"運輸業,郵便業",296116,238052,58064,3776,2636,1140,5945,3802,2143,293947,236886,57061,11,8.5,21.3
30人以上,"卸売業,小売業",864840,501642,363198,16074,5934,10140,15328,10155,5173,865586,497421,368165,17.3,5.2,33.7
30人以上,"金融業,保険業",319092,181164,137928,5636,3860,1776,6880,4769,2111,317848,180255,137593,5.3,2.2,9.4
30人以上,"不動産業,物品賃貸業",109872,73382,36490,1471,795,676,1999,1275,724,109344,72902,36442,17.1,11.1,29.3
30人以上,"学術研究,専門・技術サービス業",224199,165453,58746,2121,1283,838,2790,1844,946,223530,164892,58638,3.3,1.4,8.5
30人以上,"宿泊業,飲食サービス業",213539,109570,103969,4760,2294,2466,7015,2823,4192,211284,109041,102243,55.1,39.1,72.2
30人以上,"生活関連サービス業,娯楽業",100533,46024,54509,2173,866,1307,1822,827,995,100884,46063,54821,36.1,20.9,48.9
30人以上,"教育,学習支援業",274773,155190,119583,7558,3495,4063,3226,1676,1550,279105,157009,122096,25.9,19.5,34.2
30人以上,"医療,福祉",362880,100519,262361,6650,1845,4805,7373,3459,3914,362157,98905,263252,22.5,17.3,24.5
30人以上,複合サービス事業,42205,31785,10420,158,29,129,661,320,341,41702,31494,10208,15.4,8.3,37.4
30人以上,サービス業（他に分類されないもの）,518207,245562,272645,14747,5196,9551,16101,6089,10012,516853,244669,272184,27.8,17.4,37.1
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年５月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
