規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,542180,488668,442881,45787,53512,157526,155330,145636,9694,2196
100～499人,447608,404915,372230,32685,42693,114008,111489,106313,5176,2519
100人以上,490277,442703,404106,38597,47574,128985,126577,119846,6731,2408
30～99人,408399,374597,352139,22458,33802,102045,100095,96637,3458,1950
５～29人,347801,335827,319199,16628,11974,89793,89492,87695,1797,301
30人以上,462661,419732,386579,33153,42929,115605,113425,108319,5106,2180
５人以上,431868,397238,368515,28723,34630,102663,101425,97979,3446,1238
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年３月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
