規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.2,17.8,16.2,136.5,146.9,120.6,125.5,133.7,113.1,11,13.2,7.5
５人以上,"鉱業,採石業,砂利採取業",18,18,17.8,144.2,144.8,141.7,132.6,133.1,130.6,11.6,11.7,11.1
５人以上,建設業,17.8,18,16.8,150.8,154.2,131.8,136.1,138.1,124.7,14.7,16.1,7.1
５人以上,製造業,17.4,17.7,16.6,144.1,147.9,132.7,133.6,136.6,124.6,10.5,11.3,8.1
５人以上,電気・ガス・熱供給・水道業,17.7,17.9,16.9,153.2,155.9,136.5,132.7,134.3,122.9,20.5,21.6,13.6
５人以上,情報通信業,17.8,18,17,154,157.8,143.7,133.9,136.6,126.6,20.1,21.2,17.1
５人以上,"運輸業,郵便業",18.7,19.1,17.1,160.3,166.9,132.1,140.3,144.6,121.7,20,22.3,10.4
５人以上,"卸売業,小売業",17.5,18.2,16.6,136.2,146.1,122.4,128.7,137.3,116.7,7.5,8.8,5.7
５人以上,"金融業,保険業",18,18.5,17.4,149,154.7,140.7,134.4,138.4,128.5,14.6,16.3,12.2
５人以上,"不動産業,物品賃貸業",18,18.4,17.1,142.2,148.6,127.6,131,136,119.7,11.2,12.6,7.9
５人以上,"学術研究,専門・技術サービス業",17.4,17.8,16.8,142.7,147.3,133.5,128.4,131.5,122.2,14.3,15.8,11.3
５人以上,"宿泊業,飲食サービス業",15.5,16.9,14.1,108.2,129.5,88.6,102.4,121.3,85,5.8,8.2,3.6
５人以上,"生活関連サービス業,娯楽業",17.7,18.7,16.7,139.9,153,127.5,131.7,144.1,120,8.2,8.9,7.5
５人以上,"教育,学習支援業",14.4,14.9,13.8,102.9,106.7,99.1,99,102.4,95.6,3.9,4.3,3.5
５人以上,"医療,福祉",16.8,16.9,16.7,124.7,133.9,121.8,117.8,126,115.2,6.9,7.9,6.6
５人以上,複合サービス事業,17,17.5,16,139,145.7,124.7,129.6,134.2,119.7,9.4,11.5,5
５人以上,サービス業（他に分類されないもの）,17,17.9,16.1,131.2,142.8,119.1,120.3,129.5,110.7,10.9,13.3,8.4
30人以上,調査産業計,17.4,17.9,16.6,140.5,149.1,126.5,127.7,134.2,117.2,12.8,14.9,9.3
30人以上,"鉱業,採石業,砂利採取業",18,18,17.8,144.2,144.8,141.7,132.6,133.1,130.6,11.6,11.7,11.1
30人以上,建設業,18,18.2,16.7,154.5,157.6,134.6,137,139,124.3,17.5,18.6,10.3
30人以上,製造業,17.5,17.8,16.6,145.9,149.1,135.1,134.3,136.9,125.7,11.6,12.2,9.4
30人以上,電気・ガス・熱供給・水道業,17.7,17.8,16.8,153.7,156.3,136.5,132.5,134.1,122.2,21.2,22.2,14.3
30人以上,情報通信業,17.8,18.1,17.2,154.6,158.1,144.8,134,136.4,127.3,20.6,21.7,17.5
30人以上,"運輸業,郵便業",18.7,19.1,17.1,161.9,168.7,132.7,140.7,145.2,121.5,21.2,23.5,11.2
30人以上,"卸売業,小売業",18,18.6,17.1,140.4,149.4,127.6,131.8,139.6,120.8,8.6,9.8,6.8
30人以上,"金融業,保険業",18,18.4,17.4,148.7,154.5,141.2,133.4,137.3,128.3,15.3,17.2,12.9
30人以上,"不動産業,物品賃貸業",18.3,18.7,17.4,143,150,128.9,130.7,136.1,119.7,12.3,13.9,9.2
30人以上,"学術研究,専門・技術サービス業",17.7,17.9,17.2,148.1,149.7,143.7,129.8,131.2,125.9,18.3,18.5,17.8
30人以上,"宿泊業,飲食サービス業",15.8,17,14.6,114.8,133.6,95.4,107.1,123.9,89.8,7.7,9.7,5.6
30人以上,"生活関連サービス業,娯楽業",17.2,18.3,16.2,134.4,147.9,123.1,123.4,135,113.7,11,12.9,9.4
30人以上,"教育,学習支援業",14.3,15,13.6,102.1,105.8,97.4,98.5,102,94.1,3.6,3.8,3.3
30人以上,"医療,福祉",17.5,17.1,17.6,134.4,138.4,132.8,125.7,129.7,124.2,8.7,8.7,8.6
30人以上,複合サービス事業,17,17.5,15.6,139.2,146,119.9,128.4,133.2,114.7,10.8,12.8,5.2
30人以上,サービス業（他に分類されないもの）,16.7,17.5,16,129.7,142.3,118.5,118.3,127.9,109.7,11.4,14.4,8.8
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年１月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
