事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,TL 調査産業計,平成17,2005,年平均,19.8,163.2,150.1,13.1,15.1,91.3,87.6,3.7
５人以上,TL 調査産業計,平成18,2006,年平均,19.9,165.1,151.3,13.8,14.7,90.2,86.8,3.4
５人以上,TL 調査産業計,平成19,2007,年平均,20,165.8,151.8,14,14.6,89.7,86.5,3.2
５人以上,TL 調査産業計,平成20,2008,年平均,19.8,164.6,150.8,13.8,14.5,88.7,85.3,3.4
５人以上,TL 調査産業計,平成21,2009,年平均,19.6,162.2,148.8,13.4,13.8,83.2,80.3,2.9
５人以上,TL 調査産業計,平成22,2010,年平均,19.7,163.4,149.6,13.8,14.2,86.6,83.8,2.8
５人以上,TL 調査産業計,平成23,2011,年平均,19.6,163,149.4,13.6,14.1,85.6,83,2.6
５人以上,TL 調査産業計,平成23,2011,1月,18.2,151.6,138.3,13.3,13.5,83.1,80.4,2.7
５人以上,TL 調査産業計,平成23,2011,2月,19.2,160,146,14,13.6,82.8,80.2,2.6
５人以上,TL 調査産業計,平成23,2011,3月,20,166.5,152.5,14,13.6,82.5,80.2,2.3
５人以上,TL 調査産業計,平成23,2011,4月,20.4,168.6,154.6,14,14.1,85.8,83.3,2.5
５人以上,TL 調査産業計,平成23,2011,5月,18.6,155.4,142.4,13,14.1,85.7,83.3,2.4
５人以上,TL 調査産業計,平成23,2011,6月,20.7,171.5,157.9,13.6,14.8,89,86.6,2.4
５人以上,TL 調査産業計,平成23,2011,7月,20.2,167.1,153.7,13.4,14.4,87.6,84.7,2.9
５人以上,TL 調査産業計,平成23,2011,8月,19.7,163,150.1,12.9,14.1,86.8,84.1,2.7
５人以上,TL 調査産業計,平成23,2011,9月,19.7,163.5,150.3,13.2,14.3,86.6,83.9,2.7
５人以上,TL 調査産業計,平成23,2011,10月,19.5,162.1,148.3,13.8,14.1,85.9,83.3,2.6
５人以上,TL 調査産業計,平成23,2011,11月,19.9,164.8,150.7,14.1,14.1,85.2,82.7,2.5
５人以上,TL 調査産業計,平成23,2011,12月,19.6,162.8,148.4,14.4,14.2,87,83.9,3.1
５人以上,C 鉱業，採石業，砂利採取業,平成17,2005,年平均,19.4,146.8,143.2,3.6,4,23,23,0
５人以上,C 鉱業，採石業，砂利採取業,平成18,2006,年平均,19.6,150.5,146.7,3.8,3.1,17.9,17.9,0
５人以上,C 鉱業，採石業，砂利採取業,平成19,2007,年平均,19.8,159.8,144.5,15.3,13.7,64.4,64.3,0.1
５人以上,C 鉱業，採石業，砂利採取業,平成20,2008,年平均,19.6,158.5,144.2,14.3,13.5,60.6,60,0.6
５人以上,C 鉱業，採石業，砂利採取業,平成21,2009,年平均,18.8,148.9,136.3,12.6,10.6,60.9,56.2,4.7
５人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,19,151.3,138.2,13.1,12.6,81.8,80,1.8
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,19,150.5,139.2,11.3,10.8,70.6,70.5,0.1
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,1月,18,144.4,132.8,11.6,10.8,72.1,72,0.1
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,2月,18,143.9,131.6,12.3,14,95.2,94.8,0.4
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,3月,20.2,160.3,148.2,12.1,13.8,94.8,94.8,0
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,4月,19.8,157.5,144.5,13,9.4,62.2,62.2,0
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,5月,17.8,141.3,130.4,10.9,10.1,63.3,63.3,0
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,6月,20.6,162,151,11,12.9,86.1,86,0.1
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,7月,18.9,149.6,138,11.6,10.4,66.4,66.4,0
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,8月,18.8,148,137.5,10.5,11.5,73.3,72.8,0.5
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,9月,19.4,152.2,142.3,9.9,10.3,66,66,0
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,10月,19.1,150.8,139.6,11.2,9.6,61.6,61.6,0
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,11月,19.4,153.4,142,11.4,9.3,59.5,59.5,0
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,12月,18.1,142.8,132.1,10.7,9.1,58.7,58.7,0
５人以上,D 建設業,平成17,2005,年平均,20.7,170.3,158.2,12.1,18,132.4,127.6,4.8
５人以上,D 建設業,平成18,2006,年平均,21.1,174.5,160.7,13.8,16.9,119.9,115.9,4
５人以上,D 建設業,平成19,2007,年平均,20.9,174.3,159.5,14.8,16.3,117,113.6,3.4
５人以上,D 建設業,平成20,2008,年平均,20.7,174.2,158.3,15.9,16.1,111.9,108.3,3.6
５人以上,D 建設業,平成21,2009,年平均,20.3,171,155.4,15.6,16.9,110.9,108.7,2.2
５人以上,D 建設業,平成22,2010,年平均,20.3,170.7,156,14.7,16.9,109.2,106.4,2.8
５人以上,D 建設業,平成23,2011,年平均,20.3,171.4,155.3,16.1,15.7,104.8,103.5,1.3
５人以上,D 建設業,平成23,2011,1月,17.9,152.2,137.1,15.1,15.2,101.5,100.8,0.7
５人以上,D 建設業,平成23,2011,2月,20.2,172,154.8,17.2,17.1,113.7,112.4,1.3
５人以上,D 建設業,平成23,2011,3月,20.7,176.8,158.3,18.5,17.3,114.5,112.3,2.2
５人以上,D 建設業,平成23,2011,4月,21.1,179,162.6,16.4,17.1,110.4,109.3,1.1
５人以上,D 建設業,平成23,2011,5月,18.7,157.7,143,14.7,14.9,98.3,97,1.3
