事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
30人以上,TL 調査産業計,平成17,2005,年平均,3554478,62276,59019,3557972,685675,22931,24038,684332
30人以上,TL 調査産業計,平成18,2006,年平均,3609721,63395,58047,3615122,697734,25879,25823,697737
30人以上,TL 調査産業計,平成19,2007,年平均,3725379,65884,60645,3730695,634195,24989,24256,634852
30人以上,TL 調査産業計,平成20,2008,年平均,3822336,66085,57397,3831575,617659,25026,23200,618933
30人以上,TL 調査産業計,平成21,2009,年平均,3988851,67629,65175,3991303,755379,28643,29999,754025
30人以上,TL 調査産業計,平成22,2010,年平均,3962755,63265,64253,3961691,744268,24808,25958,743195
30人以上,TL 調査産業計,平成23,2011,年平均,3928539,59178,61119,3926584,767173,25792,25548,767431
30人以上,TL 調査産業計,平成23,2011,1月,3931121,31743,48861,3913986,768794,24800,21444,772167
30人以上,TL 調査産業計,平成23,2011,2月,3863715,36279,42941,3857115,822438,25245,22847,824774
30人以上,TL 調査産業計,平成23,2011,3月,3919311,50209,58624,3910953,762578,24380,39179,747722
30人以上,TL 調査産業計,平成23,2011,4月,3898438,207931,134599,3971770,759072,39700,57699,741073
30人以上,TL 調査産業計,平成23,2011,5月,3985648,60579,66159,3979923,728360,25156,24465,729196
30人以上,TL 調査産業計,平成23,2011,6月,3946633,61525,59287,3948335,762487,34596,19588,778031
30人以上,TL 調査産業計,平成23,2011,7月,3945103,57492,65663,3937110,781263,23320,24295,780110
30人以上,TL 調査産業計,平成23,2011,8月,3938400,35302,50934,3922997,778820,19894,24272,774213
30人以上,TL 調査産業計,平成23,2011,9月,3928408,40093,51565,3916983,768803,25253,20183,773826
30人以上,TL 調査産業計,平成23,2011,10月,3933257,63058,81114,3915184,757552,26294,17288,766575
30人以上,TL 調査産業計,平成23,2011,11月,3921144,35086,37267,3918795,760615,24421,17413,767791
30人以上,TL 調査産業計,平成23,2011,12月,3931295,30842,36410,3925864,755291,16447,17907,753694
30人以上,C 鉱業，採石業，砂利採取業,平成17,2005,年平均,2124,42,44,2122,1,0,0,1
30人以上,C 鉱業，採石業，砂利採取業,平成18,2006,年平均,2160,40,38,2163,1,0,0,1
30人以上,C 鉱業，採石業，砂利採取業,平成19,2007,年平均,2097,30,36,2091,40,1,1,40
30人以上,C 鉱業，採石業，砂利採取業,平成20,2008,年平均,2064,32,24,2071,37,0,0,38
30人以上,C 鉱業，採石業，砂利採取業,平成21,2009,年平均,2017,37,33,2022,11,0,1,11
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,2094,42,33,2101,5,1,1,6
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,2209,37,29,2216,9,0,0,9
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,1月,2124,23,25,2122,8,0,0,8
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,2月,2122,28,28,2122,8,0,0,8
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,3月,2122,21,26,2117,8,0,0,8
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,4月,2117,158,21,2254,8,1,0,9
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,5月,2254,34,24,2264,9,0,1,8
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,6月,2264,28,34,2258,8,0,0,8
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,7月,2258,38,46,2250,8,0,0,8
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,8月,2250,17,19,2248,8,0,0,8
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,9月,2248,36,32,2249,8,0,0,11
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,10月,2249,25,19,2255,11,0,0,11
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,11月,2255,16,31,2240,11,0,1,10
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,12月,2240,15,37,2218,10,0,0,10
30人以上,D 建設業,平成17,2005,年平均,205610,2537,2457,205688,1437,30,48,1418
30人以上,D 建設業,平成18,2006,年平均,205521,2800,2737,205585,1084,107,79,1111
30人以上,D 建設業,平成19,2007,年平均,203530,2817,2759,203581,5681,223,265,5647
30人以上,D 建設業,平成20,2008,年平均,207942,2902,2477,208354,5753,235,196,5807
30人以上,D 建設業,平成21,2009,年平均,190976,2365,2101,191241,5304,135,113,5326
30人以上,D 建設業,平成22,2010,年平均,194300,2327,2497,194129,3390,54,104,3341
30人以上,D 建設業,平成23,2011,年平均,190879,2033,2270,190641,3160,58,37,3182
30人以上,D 建設業,平成23,2011,1月,190956,1796,1987,190766,3137,52,9,3179
30人以上,D 建設業,平成23,2011,2月,190820,677,1548,189948,3125,0,0,3126
30人以上,D 建設業,平成23,2011,3月,189949,1482,1861,189569,3125,140,140,3126
30人以上,D 建設業,平成23,2011,4月,189570,7831,3976,193425,3125,65,155,3035
30人以上,D 建設業,平成23,2011,5月,193156,3530,2173,194513,3304,3,17,3290
30人以上,D 建設業,平成23,2011,6月,194800,1455,2105,194149,3003,65,0,3069
30人以上,D 建設業,平成23,2011,7月,194137,1643,3661,192120,3081,34,21,3093
30人以上,D 建設業,平成23,2011,8月,191841,738,1859,190721,3372,0,4,3367
30人以上,D 建設業,平成23,2011,9月,190757,894,2956,188695,3331,3,43,3291
30人以上,D 建設業,平成23,2011,10月,188797,1414,2405,187805,3189,21,10,3201
30人以上,D 建設業,平成23,2011,11月,187797,1145,1261,187682,3209,21,19,3210
30人以上,D 建設業,平成23,2011,12月,187969,1789,1445,188312,2923,294,24,3194
30人以上,E 製造業,平成17,2005,年平均,484154,6573,7499,483325,41543,1163,1154,41454
30人以上,E 製造業,平成18,2006,年平均,480203,6394,6347,480254,43819,1292,1423,43685
30人以上,E 製造業,平成19,2007,年平均,481158,5902,5555,481519,31804,1111,1082,31818
30人以上,E 製造業,平成20,2008,年平均,488011,5765,5457,488333,31494,808,1013,31275
30人以上,E 製造業,平成21,2009,年平均,501786,7592,7580,501686,27913,1014,1083,27956
30人以上,E 製造業,平成22,2010,年平均,488565,6793,7166,488191,27882,897,786,27994
30人以上,E 製造業,平成23,2011,年平均,483178,5829,6216,482789,29683,800,841,29644
30人以上,E 製造業,平成23,2011,1月,484548,2838,4272,483114,28089,521,948,27662
30人以上,E 製造業,平成23,2011,2月,482504,3088,3456,482141,28272,1122,683,28706
30人以上,E 製造業,平成23,2011,3月,481347,3661,5182,479804,29500,877,749,29650
30人以上,E 製造業,平成23,2011,4月,478548,29450,15978,492025,29741,716,1152,29300
30人以上,E 製造業,平成23,2011,5月,493062,6109,7301,491893,29428,707,1044,29068
30人以上,E 製造業,平成23,2011,6月,491088,2602,7963,485703,29873,739,892,29744
30人以上,E 製造業,平成23,2011,7月,486601,5919,7017,485502,28846,689,690,28846
30人以上,E 製造業,平成23,2011,8月,485327,2824,5539,482621,29021,877,625,29264
30人以上,E 製造業,平成23,2011,9月,482184,2819,4802,480225,29702,700,790,29588
30人以上,E 製造業,平成23,2011,10月,478680,5867,7818,476718,31133,1187,678,31653
30人以上,E 製造業,平成23,2011,11月,477232,2642,2678,477196,31139,842,710,31271
30人以上,E 製造業,平成23,2011,12月,477013,2131,2585,476540,31454,618,1126,30965
30人以上,F 電気・ガス・熱供給・水道業,平成17,2005,年平均,33827,539,301,34064,1475,30,31,1476
30人以上,F 電気・ガス・熱供給・水道業,平成18,2006,年平均,35429,308,326,35412,1403,8,20,1391
30人以上,F 電気・ガス・熱供給・水道業,平成19,2007,年平均,33688,631,634,33683,3026,41,41,3026
30人以上,F 電気・ガス・熱供給・水道業,平成20,2008,年平均,33890,851,480,34260,2786,65,90,2762
30人以上,F 電気・ガス・熱供給・水道業,平成21,2009,年平均,30680,622,521,30780,487,15,14,488
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,年平均,30762,547,583,30726,666,22,10,678
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,年平均,30871,595,668,30799,875,37,15,896
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,1月,30482,418,303,30597,741,61,24,778
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,2月,30597,172,130,30639,778,0,0,778
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,3月,30639,405,249,30795,778,0,37,741
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,4月,30795,1625,1889,30532,741,100,57,783
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,5月,30531,1024,97,31459,784,0,0,783
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,6月,31455,931,166,32219,787,0,0,788
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,7月,32219,1030,1541,31709,788,48,37,798
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,8月,31827,276,665,31439,680,233,0,912
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,9月,31239,333,847,30726,1112,0,0,1111
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,10月,30725,230,1161,29795,1112,0,0,1111
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,11月,29797,586,234,30150,1109,0,24,1084
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,12月,30149,106,735,29521,1085,0,0,1084
30人以上,G 情報通信業,平成17,2005,年平均,467212,12218,10044,469404,20422,781,735,20451
30人以上,G 情報通信業,平成18,2006,年平均,476250,8987,8581,476658,20439,972,1095,20313
30人以上,G 情報通信業,平成19,2007,年平均,482211,6955,6174,483015,19329,782,723,19366
30人以上,G 情報通信業,平成20,2008,年平均,491593,6565,5263,492893,24748,1357,1112,24995
30人以上,G 情報通信業,平成21,2009,年平均,604438,7871,7284,605035,22271,612,821,22053
30人以上,G 情報通信業,平成22,2010,年平均,606519,7194,6943,606769,15097,480,589,14989
30人以上,G 情報通信業,平成23,2011,年平均,613216,6928,6985,613180,13882,478,551,13788
30人以上,G 情報通信業,平成23,2011,1月,608485,3202,6035,605653,14808,1096,329,15574
30人以上,G 情報通信業,平成23,2011,2月,605785,4450,4376,605875,15442,239,930,14735
30人以上,G 情報通信業,平成23,2011,3月,605302,5259,5207,605352,15308,639,804,15145
30人以上,G 情報通信業,平成23,2011,4月,605792,23013,7767,621118,14705,744,1263,14106
30人以上,G 情報通信業,平成23,2011,5月,621366,8638,10267,619739,13858,566,560,13862
30人以上,G 情報通信業,平成23,2011,6月,619936,7640,7365,620212,13665,193,576,13281
30人以上,G 情報通信業,平成23,2011,7月,620027,10158,11329,618857,13466,170,573,13062
30人以上,G 情報通信業,平成23,2011,8月,618963,4141,5812,617381,12956,435,702,12600
30人以上,G 情報通信業,平成23,2011,9月,617259,2716,5172,614774,12722,282,384,12649
30人以上,G 情報通信業,平成23,2011,10月,614593,7390,10692,611290,12830,574,161,13244
30人以上,G 情報通信業,平成23,2011,11月,611160,3286,4804,609642,13374,497,145,13726
30人以上,G 情報通信業,平成23,2011,12月,609918,3246,4996,608250,13450,297,186,13479
30人以上,"H 運輸業,郵便業",平成17,2005,年平均,233567,2896,3194,233269,28036,933,813,28156
30人以上,"H 運輸業,郵便業",平成18,2006,年平均,229312,3129,3451,228983,34539,1171,1002,34713
30人以上,"H 運輸業,郵便業",平成19,2007,年平均,227374,3986,3900,227476,30701,802,845,30643
30人以上,"H 運輸業,郵便業",平成20,2008,年平均,228860,4029,3992,228899,28135,647,795,27986
30人以上,"H 運輸業,郵便業",平成21,2009,年平均,258205,4274,4059,258425,31097,1180,1058,31214
30人以上,"H 運輸業,郵便業",平成22,2010,年平均,259605,4319,4460,259448,30388,1072,1115,30361
30人以上,"H 運輸業,郵便業",平成23,2011,年平均,259624,3971,3702,259896,32770,1324,1234,32857
30人以上,"H 運輸業,郵便業",平成23,2011,1月,256354,2116,3880,254592,34891,694,3372,32211
30人以上,"H 運輸業,郵便業",平成23,2011,2月,255455,2555,2029,255932,31348,720,587,31530
30人以上,"H 運輸業,郵便業",平成23,2011,3月,256292,2925,3020,256190,31170,957,752,31382
30人以上,"H 運輸業,郵便業",平成23,2011,4月,255444,14016,6060,263605,32128,1749,1161,32511
30人以上,"H 運輸業,郵便業",平成23,2011,5月,263596,3023,4931,261573,32520,753,1014,32374
30人以上,"H 運輸業,郵便業",平成23,2011,6月,259590,4370,3789,260155,34357,2014,463,35924
30人以上,"H 運輸業,郵便業",平成23,2011,7月,262783,3920,3940,262763,33296,693,2345,31644
30人以上,"H 運輸業,郵便業",平成23,2011,8月,262297,2313,2238,262370,32110,739,2211,30640
30人以上,"H 運輸業,郵便業",平成23,2011,9月,261137,4116,3480,261792,31873,1794,616,33032
30人以上,"H 運輸業,郵便業",平成23,2011,10月,261637,3038,5623,259052,33187,594,936,32845
30人以上,"H 運輸業,郵便業",平成23,2011,11月,263548,3079,3117,263508,28349,4056,546,31861
30人以上,"H 運輸業,郵便業",平成23,2011,12月,257359,2178,2311,257220,38010,1130,810,38336
30人以上,"I 卸売業,小売業",平成17,2005,年平均,610894,10042,9095,611840,174328,4139,4199,174269
30人以上,"I 卸売業,小売業",平成18,2006,年平均,654698,12510,9211,657998,161881,4874,4902,161851
30人以上,"I 卸売業,小売業",平成19,2007,年平均,647094,9609,9633,647425,182278,5530,5692,181762
30人以上,"I 卸売業,小売業",平成20,2008,年平均,682402,13185,9387,686432,158974,4479,4649,158572
30人以上,"I 卸売業,小売業",平成21,2009,年平均,704188,13234,11200,706303,160063,4197,3703,160476
30人以上,"I 卸売業,小売業",平成22,2010,年平均,713088,9880,10845,712125,154344,4355,4082,154615
30人以上,"I 卸売業,小売業",平成23,2011,年平均,699494,9272,10396,698303,161075,3959,3038,162064
30人以上,"I 卸売業,小売業",平成23,2011,1月,711059,3524,11191,703394,149881,1631,1899,149611
30人以上,"I 卸売業,小売業",平成23,2011,2月,670007,5577,10757,664836,182998,5293,4437,183845
30人以上,"I 卸売業,小売業",平成23,2011,3月,709626,5922,6696,708854,139055,7363,2292,144124
30人以上,"I 卸売業,小売業",平成23,2011,4月,704039,33585,22327,715143,148939,4703,4099,149697
30人以上,"I 卸売業,小売業",平成23,2011,5月,715518,12139,11892,715702,149322,3935,3436,149884
30人以上,"I 卸売業,小売業",平成23,2011,6月,692967,10592,11942,691167,172619,6108,5276,173901
