規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,19.4,19.8,18.5,160.3,166.3,147.9,144.1,148.2,135.7,16.2,18.1,12.2
100～499人,18.9,19.5,17.9,153.3,163.4,137.1,139.3,146.7,127.5,14,16.7,9.6
100人以上,19.1,19.6,18.2,156.3,164.8,141.4,141.4,147.4,130.8,14.9,17.4,10.6
30～99人,18.6,19.6,17.2,145.6,159.2,126.7,135.3,146.2,120.2,10.3,13,6.5
５～29人,18,19.2,16.5,138.4,154.9,116.5,130.8,144.8,112.2,7.6,10.1,4.3
30人以上,18.9,19.6,17.8,152.4,162.9,135.6,139.2,147,126.6,13.2,15.9,9
５人以上,18.6,19.5,17.3,147.9,160.4,129,136.5,146.3,121.6,11.4,14.1,7.4
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年３月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
