規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,474134,549231,320255,448741,519422,303911,410183,38558,25393,29809,16344
100～499人,371313,440290,260205,358277,424904,250956,330852,27425,13036,15386,9249
100人以上,416305,490263,284215,397862,468261,272129,365565,32297,18443,22002,12086
30～99人,311019,384624,207602,306807,379187,205113,289841,16966,4212,5437,2489
５～29人,254456,313233,176934,251064,309389,174137,239684,11380,3392,3844,2797
30人以上,378048,454117,253722,364776,437783,245456,338050,26726,13272,16334,8266
５人以上,338554,411716,227007,328439,399141,220644,306617,21822,10115,12575,6363
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年２月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
