規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,510165,482128,440374,41754,28037,154636,152689,142470,10219,1947
100～499人,418296,402914,371437,31477,15382,114322,114120,108861,5259,202
100人以上,459881,438771,402642,36129,21110,127941,127150,120215,6935,791
30～99人,383255,377680,356150,21530,5575,98749,98543,94987,3556,206
５～29人,339563,334502,318259,16243,5061,92174,91965,89858,2107,209
30人以上,434675,418675,387348,31327,16000,112624,112140,106978,5162,484
５人以上,408797,395773,368550,27223,13024,102832,102479,98780,3699,353
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年２月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
