規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,18.7,19.1,18,153.6,159.1,142.5,139.6,143.7,131.4,14,15.4,11.1
100～499人,18.6,19.1,17.8,151,158.8,138.5,137.8,143.3,128.9,13.2,15.5,9.6
100人以上,18.6,19.1,17.9,152.2,159,140.1,138.6,143.5,129.9,13.6,15.5,10.2
30～99人,18.5,19.4,17.3,145.2,158.7,125.4,134.3,145.2,118.4,10.9,13.5,7
５～29人,18.3,19.4,16.9,139.7,156.1,119.7,132.5,146.3,115.6,7.2,9.8,4.1
30人以上,18.6,19.2,17.6,149.6,158.9,134.4,137,144.1,125.4,12.6,14.8,9
５人以上,18.5,19.2,17.4,146.5,158,129.1,135.6,144.7,121.9,10.9,13.3,7.2
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年９月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
