規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.5,19.2,17.3,146.2,158,128.5,135.6,144.9,121.6,10.6,13.1,6.9
５人以上,"鉱業,採石業,砂利採取業",18.8,18.7,19.3,147.7,147.4,148.9,137.3,136.6,139.7,10.4,10.8,9.2
５人以上,建設業,20.2,20.5,18.7,169.8,173.8,146,154.5,157,139.7,15.3,16.8,6.3
５人以上,製造業,18.9,19.1,18.1,155.6,159.1,144.7,145,147.8,136.4,10.6,11.3,8.3
５人以上,電気・ガス・熱供給・水道業,20.2,20.2,20.3,173.5,175.6,160.3,152.7,153.3,149.3,20.8,22.3,11
５人以上,情報通信業,19.6,19.9,18.7,168.7,173.1,155.8,148.6,151.7,139.6,20.1,21.4,16.2
５人以上,"運輸業,郵便業",19.8,20.1,18.6,170.3,176.8,142.2,150.6,154.8,132.5,19.7,22,9.7
５人以上,"卸売業,小売業",18.6,19.4,17.7,142.5,153.7,127.5,135.8,145.7,122.4,6.7,8,5.1
５人以上,"金融業,保険業",19.9,20.2,19.4,162.5,167.7,155.4,148.7,152.4,143.7,13.8,15.3,11.7
５人以上,"不動産業,物品賃貸業",19,19.2,18.6,147.7,154.3,134,136.9,141.7,127.1,10.8,12.6,6.9
５人以上,"学術研究,専門・技術サービス業",19.8,20.1,19.3,161.3,165.2,153.8,145.6,148.1,140.7,15.7,17.1,13.1
５人以上,"宿泊業,飲食サービス業",16.2,17.9,14.6,113.7,138.1,90.8,107.8,128.6,88.2,5.9,9.5,2.6
５人以上,"生活関連サービス業,娯楽業",19,20.4,17.8,148.9,167.6,131.8,140.4,157.1,125.1,8.5,10.5,6.7
５人以上,"教育,学習支援業",12.4,12.9,11.8,88.2,92.9,83.2,86.2,90.5,81.5,2,2.4,1.7
５人以上,"医療,福祉",18.1,18.4,18,136.1,145.7,132.9,130,138.9,127.1,6.1,6.8,5.8
５人以上,複合サービス事業,18.9,19.4,18,149.5,158.1,133.1,142.2,149.2,128.7,7.3,8.9,4.4
５人以上,サービス業（他に分類されないもの）,18.7,19.6,17.7,146.2,158.8,132.3,136,146.1,124.8,10.2,12.7,7.5
30人以上,調査産業計,18.6,19.3,17.6,150,159.6,134.2,137.8,145.2,125.6,12.2,14.4,8.6
30人以上,"鉱業,採石業,砂利採取業",18.8,18.7,19.3,147.7,147.4,148.9,137.3,136.6,139.7,10.4,10.8,9.2
30人以上,建設業,20,20.1,19,169.9,172.5,150.7,152.7,154,142.8,17.2,18.5,7.9
30人以上,製造業,18.7,19,18,155.6,158.4,146.2,144.1,146.4,136.6,11.5,12,9.6
30人以上,電気・ガス・熱供給・水道業,20.2,20.2,20.4,172.7,174.2,162.7,152,152.1,150.8,20.7,22.1,11.9
30人以上,情報通信業,19.5,19.8,18.5,168.6,173.2,155.1,147.8,151.1,138,20.8,22.1,17.1
30人以上,"運輸業,郵便業",19.8,20,18.6,171.6,178.2,143.9,150.6,154.7,133.4,21,23.5,10.5
30人以上,"卸売業,小売業",19.1,19.9,18,147.2,158.2,131.3,139.1,149,124.8,8.1,9.2,6.5
30人以上,"金融業,保険業",20,20.4,19.5,163.6,169.1,156.2,149.1,153,143.8,14.5,16.1,12.4
30人以上,"不動産業,物品賃貸業",19.3,19.5,18.7,149.8,156.5,136.6,137.7,142.7,127.8,12.1,13.8,8.8
30人以上,"学術研究,専門・技術サービス業",20,20.1,19.5,164.4,165.3,161.5,144.8,145.6,142.4,19.6,19.7,19.1
30人以上,"宿泊業,飲食サービス業",16.8,18.1,15.3,121.4,140.4,100.3,116.2,133.6,96.9,5.2,6.8,3.4
30人以上,"生活関連サービス業,娯楽業",18.2,19.7,16.9,146,168,127.2,135.3,155.8,117.8,10.7,12.2,9.4
30人以上,"教育,学習支援業",11.9,12.7,10.7,84.9,91.9,76.1,82.9,89.7,74.3,2,2.2,1.8
30人以上,"医療,福祉",18.9,18.9,18.9,145.2,150.8,143.2,138,143.5,136,7.2,7.3,7.2
30人以上,複合サービス事業,18.9,19.3,17.6,151.2,157.2,133.3,143.2,147.8,129.5,8,9.4,3.8
30人以上,サービス業（他に分類されないもの）,18.3,19.2,17.6,142.6,155.2,130.9,132.5,142.4,123.3,10.1,12.8,7.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年８月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
