規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,522123,607721,345718,450434,519520,308056,411585,38849,71689,88201,37662
100～499人,379825,451346,267155,359106,424287,256424,334353,24753,20719,27059,10731
100人以上,442120,523516,298252,399087,468239,276861,368163,30924,43033,55277,21391
30～99人,340366,425279,221767,311963,383238,212413,294158,17805,28403,42041,9354
５～29人,260965,323695,178374,253115,313341,173820,243039,10076,7850,10354,4554
30人以上,405351,490067,268027,367605,439297,251393,341422,26183,37746,50770,16634
５人以上,359684,440438,237226,331394,401724,224742,310305,21089,28290,38714,12484
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年５月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
