規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6879919,4143325,2736594,119983,57749,62234,152310,73396,78914,6847592,4127678,2719914,22,12.2,36.9
５人以上,"鉱業,採石業,砂利採取業",2130,1670,460,21,20,1,26,25,1,2125,1665,460,0.4,0.4,0.2
５人以上,建設業,314538,267687,46851,1942,1760,182,2861,2121,740,313619,267326,46293,2.9,1.1,13.6
５人以上,製造業,677393,508839,168554,6603,4348,2255,8020,6065,1955,675976,507122,168854,7.6,3.4,20.3
５人以上,電気・ガス・熱供給・水道業,34589,29968,4621,405,399,6,286,146,140,34708,30221,4487,2.7,2.3,5.3
５人以上,情報通信業,722756,531706,191050,6600,4472,2128,7657,5164,2493,721699,531014,190685,3.1,1.1,8.9
５人以上,"運輸業,郵便業",364559,296585,67974,5701,3825,1876,5195,3619,1576,365065,296791,68274,10.9,8,23.6
５人以上,"卸売業,小売業",1447587,843055,604532,26420,13058,13362,23872,11705,12167,1450135,844408,605727,24,12.3,40.2
５人以上,"金融業,保険業",370489,218785,151704,3853,2114,1739,5306,2934,2372,369036,217965,151071,5.2,2,9.8
５人以上,"不動産業,物品賃貸業",175822,120226,55596,2154,1008,1146,1910,1337,573,176066,119897,56169,21.8,16.4,33.4
５人以上,"学術研究,専門・技術サービス業",343867,232962,110905,3512,1589,1923,5213,3206,2007,342166,231345,110821,7.4,4,14.4
５人以上,"宿泊業,飲食サービス業",628423,298237,330186,21586,11057,10529,30241,13395,16846,619768,295899,323869,70.5,55,84.6
５人以上,"生活関連サービス業,娯楽業",194929,94432,100497,3128,1004,2124,5992,2862,3130,192065,92574,99491,32.2,24.1,39.6
５人以上,"教育,学習支援業",377874,196047,181827,1951,427,1524,8209,3175,5034,371616,193299,178317,28.1,21.2,35.5
５人以上,"医療,福祉",507724,123501,384223,18118,6286,11832,15024,4143,10881,510818,125644,385174,31.7,24.4,34.1
５人以上,複合サービス事業,57184,39123,18061,330,242,88,1448,1134,314,56066,38231,17835,16.1,7.7,34.2
５人以上,サービス業（他に分類されないもの）,660055,340502,319553,17659,6140,11519,31050,12365,18685,646664,334277,312387,27.4,16.7,38.8
30人以上,調査産業計,4681889,2891584,1790305,74589,35302,39287,97803,49778,48025,4658675,2877108,1781567,16.1,8,29.1
30人以上,"鉱業,採石業,砂利採取業",2130,1670,460,21,20,1,26,25,1,2125,1665,460,0.4,0.4,0.2
30人以上,建設業,193074,167808,25266,1622,1519,103,2001,1495,506,192695,167832,24863,1.6,0.7,8.1
30人以上,製造業,510847,391715,119132,4538,3017,1521,5931,4586,1345,509454,390146,119308,5.8,2.9,15.5
30人以上,電気・ガス・熱供給・水道業,31417,27230,4187,405,399,6,286,146,140,31536,27483,4053,2.3,2.2,3.6
30人以上,情報通信業,620610,459753,160857,5898,4035,1863,6011,4296,1715,620497,459492,161005,2.4,0.5,8
30人以上,"運輸業,郵便業",287462,233346,54116,3882,2514,1368,3772,2759,1013,287572,233101,54471,10.9,8.7,20.5
30人以上,"卸売業,小売業",848681,496486,352195,13285,5787,7498,8988,5491,3497,852978,496782,356196,16.9,5,33.5
30人以上,"金融業,保険業",314222,179924,134298,3591,2016,1575,5004,2686,2318,312809,179254,133555,5.5,2.2,9.9
30人以上,"不動産業,物品賃貸業",109671,73015,36656,1619,907,712,1392,917,475,109898,73005,36893,18.1,11.1,32.1
30人以上,"学術研究,専門・技術サービス業",222834,163656,59178,1795,1284,511,2688,1988,700,221941,162952,58989,4.7,2.6,10.7
30人以上,"宿泊業,飲食サービス業",219191,110265,108926,4619,2377,2242,9680,4748,4932,214130,107894,106236,55.7,38.4,73.2
30人以上,"生活関連サービス業,娯楽業",100559,45154,55405,1570,374,1196,3539,1525,2014,98590,44003,54587,35.9,21.2,47.8
30人以上,"教育,学習支援業",288626,164700,123926,682,300,382,6449,2810,3639,282859,162190,120669,23.9,19.4,30.1
30人以上,"医療,福祉",352121,92656,259465,14312,5353,8959,10808,3693,7115,355625,94316,261309,25.1,21.3,26.5
30人以上,複合サービス事業,41892,31379,10513,107,55,52,1110,970,140,40889,30464,10425,16.6,8.9,39.2
30人以上,サービス業（他に分類されないもの）,538552,252827,285725,16643,5345,11298,30118,11643,18475,525077,246529,278548,30,19.5,39.3
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年３月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
