規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成15,2003,年平均,94.9,－,120.3,93.3,103.8,90.6,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成16,2004,年平均,96.1,1.3,109.7,94.4,104.4,109.6,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成17,2005,年平均,100,4.1,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
５人以上,平成18,2006,年平均,100.8,0.8,112,97,100.7,99,99.5,100.3,103.4,100.6,－,－,－,－,100.5,105.2,101.3,－
５人以上,平成19,2007,年平均,100.8,0,104.5,99.6,99.7,99.3,104.1,102.6,101.5,101.6,－,－,－,－,97.4,105.2,97.2,－
５人以上,平成20,2008,年平均,100.8,0,113.6,97.8,100.5,102.6,103.9,106.6,104,105.5,－,－,－,－,93.9,105.5,111.4,－
５人以上,平成21,2009,年平均,96.9,-3.9,113.7,99.1,96.1,102.7,106.4,101.3,98.8,96.7,－,－,－,－,89.8,104.1,112.6,－
５人以上,平成22,2010,年平均,97.7,0.8,112.7,96.5,101,100.6,106.8,99.8,102.1,101.2,－,－,－,－,92.2,104.6,114.5,－
５人以上,平成22,2010,10月,81.5,1.1,76.1,82.9,82.3,80.5,88.9,85.7,83.3,78.5,－,－,－,－,75.1,87.6,95.5,－
５人以上,平成22,2010,11月,85.3,0.8,77.1,87.3,88.2,82.8,93.8,90.6,87.3,90,－,－,－,－,70.1,90.4,85.9,－
５人以上,平成22,2010,12月,172,-1.5,257.2,162.8,193.3,209.2,196.8,160.9,179.6,172.9,－,－,－,－,200.5,180.5,250.2,－
５人以上,平成23,2011,1月,82,1,102.1,85.1,81.8,76.5,100,84,84,79.4,－,－,－,－,68.1,84.8,86.6,－
５人以上,平成23,2011,2月,79.8,0.3,76.8,81.8,80.8,76.4,87.1,81.8,79.9,93,－,－,－,－,69.4,83.2,85,－
５人以上,平成23,2011,3月,84.7,-2.4,80.9,84.6,89,90.9,92.3,90.8,83.2,90.6,－,－,－,－,82.2,92,89.2,－
５人以上,平成23,2011,4月,83,-4.8,78.6,89,85.1,87.8,93.5,85.5,83.4,82.1,－,－,－,－,73.7,87.4,96.8,－
５人以上,平成23,2011,5月,84.8,3,74.3,88.9,80.1,85.3,92.3,84.3,86,109.8,－,－,－,－,72.1,83.8,85.3,－
５人以上,平成23,2011,6月,144.4,-2.4,216.5,135.9,152,185.2,168.3,133.7,140.4,172.2,－,－,－,－,150.1,152,202.3,－
５人以上,平成23,2011,7月,107.4,1,134,110.9,136.5,75.3,118.1,103.4,122,86.8,－,－,－,－,94.7,105.6,90.8,－
５人以上,平成23,2011,8月,80.3,-1.2,76.8,90.1,81.6,72.6,87.7,87.5,81,75.4,－,－,－,－,68.3,84.1,85.2,－
５人以上,平成23,2011,9月,80.3,-1.1,80.1,84.2,82.3,73.1,87.7,81.6,81.8,79.7,－,－,－,－,69.4,85,84,－
５人以上,平成23,2011,10月,81,-0.6,76.1,84.3,83.1,75.6,88,84,83.4,77.6,－,－,－,－,73.4,82.9,95.7,－
５人以上,平成23,2011,10月（対前年同月比（％））,－,－,0,1.7,1,-6.1,-1,-2,0.1,-1.1,-9.8,6,-3.1,2.9,-2.3,-5.4,0.2,-1.1
30人以上,平成15,2003,年平均,95.7,－,107,93.7,106.5,92,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,97.7,2.1,110.1,92.3,105.8,112.5,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,2.4,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
30人以上,平成18,2006,年平均,100.8,0.8,102.1,97.5,101.1,99.6,99.3,103,103.8,100.8,－,－,－,－,101.2,101,100.5,－
30人以上,平成19,2007,年平均,101.7,0.9,95.3,100.7,100.6,100.5,103.5,103.3,102.2,102.1,－,－,－,－,101.5,106,96.3,－
30人以上,平成20,2008,年平均,103,1.3,103.6,101.2,101.6,105.1,104.6,109.2,106.5,106.9,－,－,－,－,99.2,104.1,116.7,－
30人以上,平成21,2009,年平均,97.8,-5,103.7,103.9,95.5,104.8,106.5,104.1,99.6,95.5,－,－,－,－,94,99.3,120.9,－
30人以上,平成22,2010,年平均,98.5,0.7,102.7,100.8,99.5,101.3,107.5,104.1,101.1,98.4,－,－,－,－,95.9,98.9,121.7,－
30人以上,平成22,2010,10月,80.7,1.3,69.4,83.4,79.5,80.7,88.6,90.1,79.2,76.4,－,－,－,－,77.1,82.6,101.6,－
30人以上,平成22,2010,11月,84.9,0.4,70.3,89.6,85.5,81.4,93.3,93.7,85.4,88.1,－,－,－,－,71.4,86.2,90.6,－
30人以上,平成22,2010,12月,180.9,-1.7,234.5,179.4,198.3,215.4,204.6,171.2,189,165.4,－,－,－,－,212.5,180.1,260.6,－
30人以上,平成23,2011,1月,81.4,1.9,93.1,86.6,78.7,77,99.9,87.3,80.7,77.5,－,－,－,－,69,82,90.3,－
30人以上,平成23,2011,2月,79.3,1.1,70,82.6,77.4,77.2,85.8,85.1,77.3,92.7,－,－,－,－,70.6,80.8,88.6,－
30人以上,平成23,2011,3月,85.2,-1.6,73.7,85.8,86.9,92.6,91.5,95.4,81.9,88.8,－,－,－,－,85.7,90.5,91.6,－
30人以上,平成23,2011,4月,82.7,-4.8,71.7,89.6,82.7,89,91.7,89.3,81.2,79.9,－,－,－,－,76.2,84.3,103.6,－
30人以上,平成23,2011,5月,85,4.2,67.7,93.6,77,86.3,91.1,87.3,83.3,111.4,－,－,－,－,72.2,80.1,89.7,－
30人以上,平成23,2011,6月,155.8,-0.8,197.4,156.5,160.4,190.3,173.5,143.3,156.9,166.5,－,－,－,－,161,155.1,217.2,－
30人以上,平成23,2011,7月,107.2,1.8,122.2,110,136.7,75.2,117.3,106.2,121.7,83.5,－,－,－,－,100.1,102.5,96.1,－
30人以上,平成23,2011,8月,78.8,-1,70.1,89.5,78.2,73,85.7,92.2,76.8,73.6,－,－,－,－,69.6,80,91.3,－
30人以上,平成23,2011,9月,79.7,-0.6,73,84.3,79.1,73.5,86.6,85.1,79.4,78.4,－,－,－,－,71.7,81.9,89.5,－
30人以上,平成23,2011,10月,80.4,-0.4,69.4,84.3,80.3,76.6,87.1,88.3,80.5,75.7,－,－,－,－,76.2,79.2,103.4,－
30人以上,平成23,2011,10月（対前年同月比（％））,－,－,0,1.1,1,-5.1,-1.7,-2,1.6,-0.9,-3.5,2.8,-1.5,1.3,-1.2,-4.1,1.8,-1.7
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年１０月分,,,,,,,,,,,,,,,,,,,,,
第12表　名目賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から平成19年11月改定の日本標準産業分類による表章に変更しています。平成21年以前と接続しない産業は、指数は算出できないため「－」と表記していますが、対前年同月比は実数から算出しています。,,,,,,,,,,,,,,,,,,,,,
