事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,TL 調査産業計,平成17,2005,年平均,5047193,86954,83383,5051294,1297676,48791,51479,1294456
５人以上,TL 調査産業計,平成18,2006,年平均,5094527,87873,81476,5101182,1300665,53510,51881,1302036
５人以上,TL 調査産業計,平成19,2007,年平均,5176952,89692,84560,5182289,1305088,56235,53098,1308020
５人以上,TL 調査産業計,平成20,2008,年平均,5257717,91114,82623,5266929,1321579,54731,52131,1323458
５人以上,TL 調査産業計,平成21,2009,年平均,5455496,90028,89842,5455566,1491775,61378,60254,1493014
５人以上,TL 調査産業計,平成22,2010,年平均,5429498,84303,86256,5427949,1480307,55105,55457,1479550
５人以上,TL 調査産業計,平成23,2011,年平均,5363401,79013,83876,5358354,1516992,54130,53548,1517758
５人以上,TL 調査産業計,平成23,2011,1月,5388402,45853,68373,5366628,1521054,44132,43522,1520918
５人以上,TL 調査産業計,平成23,2011,2月,5309844,50206,63230,5296912,1577702,55539,50142,1583007
５人以上,TL 調査産業計,平成23,2011,3月,5355654,64189,77322,5342707,1524265,55794,74988,1504885
５人以上,TL 調査産業計,平成23,2011,4月,5335290,259482,182151,5413353,1511137,76760,108062,1479103
５人以上,TL 調査産業計,平成23,2011,5月,5425483,84736,92818,5410412,1468138,54914,51847,1478194
５人以上,TL 調査産業計,平成23,2011,6月,5381354,80055,80015,5381476,1507253,63871,44665,1526377
５人以上,TL 調査産業計,平成23,2011,7月,5380208,76132,85032,5371611,1527644,45984,45896,1527429
５人以上,TL 調査産業計,平成23,2011,8月,5381945,49565,74939,5357588,1517095,44651,48745,1511984
５人以上,TL 調査産業計,平成23,2011,9月,5355507,59162,72584,5342135,1514066,51640,47014,1518642
５人以上,TL 調査産業計,平成23,2011,10月,5356845,82629,103488,5335880,1503932,56016,39058,1520996
５人以上,TL 調査産業計,平成23,2011,11月,5340273,50182,54682,5336349,1516603,57625,44975,1528677
５人以上,TL 調査産業計,平成23,2011,12月,5350005,45961,51876,5345196,1515020,42633,43667,1512880
５人以上,C 鉱業，採石業，砂利採取業,平成17,2005,年平均,2696,59,53,2701,1,0,0,1
５人以上,C 鉱業，採石業，砂利採取業,平成18,2006,年平均,2160,40,38,2163,1,0,0,1
５人以上,C 鉱業，採石業，砂利採取業,平成19,2007,年平均,2097,30,36,2091,40,1,1,40
５人以上,C 鉱業，採石業，砂利採取業,平成20,2008,年平均,2064,32,24,2071,37,0,0,38
５人以上,C 鉱業，採石業，砂利採取業,平成21,2009,年平均,2017,37,33,2022,11,0,1,11
５人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,2094,42,33,2101,5,1,1,6
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,2209,37,29,2216,9,0,0,9
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,1月,2124,23,25,2122,8,0,0,8
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,2月,2122,28,28,2122,8,0,0,8
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,3月,2122,21,26,2117,8,0,0,8
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,4月,2117,158,21,2254,8,1,0,9
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,5月,2254,34,24,2264,9,0,1,8
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,6月,2264,28,34,2258,8,0,0,8
