規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,1115869,484520,443829,40691,631349,167158,160066,151201,8865,7092
100～499人,852587,401594,373184,28410,450993,124717,116155,111083,5072,8562
100人以上,970947,438874,404943,33931,532073,139541,131492,125095,6397,8049
30～99人,645257,374076,352724,21352,271181,114816,106225,102027,4198,8591
５～29人,451186,334906,319657,15249,116280,98333,96233,94521,1712,2100
30人以上,863206,417438,387668,29770,445768,126575,118242,112998,5244,8333
５人以上,753419,395447,369547,25900,357972,112675,107410,103905,3505,5265
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年６月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
