規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,727285,480843,440036,40807,246442,174912,164473,154310,10163,10439
100～499人,534808,403468,374541,28927,131340,125003,116735,111631,5104,8268
100人以上,621005,438119,403872,34247,182886,142562,133531,126647,6884,9031
30～99人,519255,375719,352571,23148,143536,113504,106569,102307,4262,6935
５～29人,458993,336149,321167,14982,122844,97381,94481,92314,2167,2900
30人以上,587387,417502,386922,30580,169885,127252,119325,113823,5502,7927
５人以上,553119,395789,369372,26417,157330,112647,107178,103306,3872,5469
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年７月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
