事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５～29人,平成17,2005,年平均,317844,394956,213803,273796,338155,186962,263599,10197,44048,56801,26841
５～29人,平成18,2006,年平均,318621,390200,218327,273498,333397,189570,262175,11323,45123,56803,28757
５～29人,平成19,2007,年平均,311198,390251,205738,264419,329283,177887,253796,10623,46779,60968,27851
５～29人,平成20,2008,年平均,300370,379948,202860,259287,326393,177059,248181,11106,41083,53555,25801
５～29人,平成21,2009,年平均,291834,370510,195722,255708,322866,173667,244765,10943,36126,47644,22055
５～29人,平成22,2010,年平均,296105,369455,200921,258004,320203,177290,247129,10875,38101,49252,23631
５～29人,平成23,2011,年平均,284580,353787,196257,251685,312094,174591,241016,10669,32895,41693,21666
５～29人,平成23,2011,1月,261460,321160,183170,249694,308173,173005,239090,10604,11766,12987,10165
５～29人,平成23,2011,2月,254456,313233,176934,251064,309389,174137,239684,11380,3392,3844,2797
５～29人,平成23,2011,3月,258473,320632,175942,250541,310243,171272,239048,11493,7932,10389,4670
５～29人,平成23,2011,4月,260983,323460,178833,253074,312633,174760,241883,11191,7909,10827,4073
５～29人,平成23,2011,5月,260965,323695,178374,253115,313341,173820,243039,10076,7850,10354,4554
５～29人,平成23,2011,6月,330376,406440,229150,253189,310618,176762,242575,10614,77187,95822,52388
５～29人,平成23,2011,7月,335201,422803,225260,253418,314128,177227,242823,10595,81783,108675,48033
５～29人,平成23,2011,8月,265089,330265,184578,252333,314466,175582,241991,10342,12756,15799,8996
５～29人,平成23,2011,9月,254934,318005,177186,251341,313141,175159,241278,10063,3593,4864,2027
５～29人,平成23,2011,10月,257333,321445,178325,250652,313042,173765,240129,10523,6681,8403,4560
５～29人,平成23,2011,11月,256331,320191,178014,250276,312694,173727,239715,10561,6055,7497,4287
５～29人,平成23,2011,12月,419869,528185,287617,251554,313593,175805,240988,10566,168315,214592,111812
30～99人,平成17,2005,年平均,407484,496440,271357,328170,398758,220152,307925,20245,79314,97682,51205
30～99人,平成18,2006,年平均,407296,494973,273071,325373,394378,219734,303436,21937,81923,100595,53337
30～99人,平成19,2007,年平均,425608,509899,279802,336918,399631,228439,316945,19973,88690,110268,51363
30～99人,平成20,2008,年平均,445663,526904,293033,350434,411503,235702,331064,19370,95229,115401,57331
30～99人,平成21,2009,年平均,384180,468406,260375,315226,382656,216110,297801,17425,68954,85750,44265
30～99人,平成22,2010,年平均,381190,467914,257432,313958,382141,216658,296186,17772,67232,85773,40774
30～99人,平成23,2011,年平均,380620,473063,249991,312362,384215,210828,294107,18255,68258,88848,39163
30～99人,平成23,2011,1月,321974,396295,219119,314242,384996,216323,296585,17657,7732,11299,2796
30～99人,平成23,2011,2月,311019,384624,207602,306807,379187,205113,289841,16966,4212,5437,2489
30～99人,平成23,2011,3月,340635,423618,225470,313879,387079,212290,295624,18255,26756,36539,13180
30～99人,平成23,2011,4月,328704,405077,223146,317510,391497,215249,299011,18499,11194,13580,7897
30～99人,平成23,2011,5月,340366,425279,221767,311963,383238,212413,294158,17805,28403,42041,9354
30～99人,平成23,2011,6月,519945,645807,339885,310799,381683,209390,293500,17299,209146,264124,130495
30～99人,平成23,2011,7月,421852,531575,262922,311108,382620,207525,292494,18614,110744,148955,55397
30～99人,平成23,2011,8月,316462,390491,207434,304534,373473,203004,287299,17235,11928,17018,4430
