事業所規模,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５～29人,平成17,2005,年平均,407107,345694,332356,13338,61413,99747,98127,95603,2524,1620
５～29人,平成18,2006,年平均,407888,345246,330375,14871,62642,98940,96931,94339,2592,2009
５～29人,平成19,2007,年平均,412032,344475,329950,14525,67557,93397,91497,89304,2193,1900
５～29人,平成20,2008,年平均,401618,341196,325992,15204,60422,94004,92337,89583,2754,1667
５～29人,平成21,2009,年平均,391670,338196,323212,14984,53474,93506,91843,88927,2916,1663
５～29人,平成22,2010,年平均,395590,339112,324144,14968,56478,97931,96437,93715,2722,1494
５～29人,平成23,2011,年平均,383836,334389,319097,15292,49447,94912,93647,91814,1833,1265
５～29人,平成23,2011,1月,349240,331790,316764,15026,17450,91284,90538,88507,2031,746
５～29人,平成23,2011,2月,339563,334502,318259,16243,5061,92174,91965,89858,2107,209
５～29人,平成23,2011,3月,347801,335827,319199,16628,11974,89793,89492,87695,1797,301
５～29人,平成23,2011,4月,347752,336005,319957,16048,11747,93370,92874,91065,1809,496
５～29人,平成23,2011,5月,345931,334079,319713,14366,11852,97155,97019,95216,1803,136
５～29人,平成23,2011,6月,451186,334906,319657,15249,116280,98333,96233,94521,1712,2100
５～29人,平成23,2011,7月,458993,336149,321167,14982,122844,97381,94481,92314,2167,2900
５～29人,平成23,2011,8月,351865,332917,318199,14718,18948,95884,95203,93393,1810,681
５～29人,平成23,2011,9月,338602,333490,319009,14481,5112,94780,94094,92488,1606,686
５～29人,平成23,2011,10月,343501,333403,318174,15229,10098,94031,93826,92223,1603,205
５～29人,平成23,2011,11月,343281,334229,318908,15321,9052,93728,93277,91617,1660,451
５～29人,平成23,2011,12月,590470,335406,320196,15210,255064,101106,94878,92990,1888,6228
30～99人,平成17,2005,年平均,500758,398202,372831,25371,102556,105783,101649,97987,3662,4134
30～99人,平成18,2006,年平均,497801,392048,364743,27305,105753,108428,105198,100988,4210,3230
30～99人,平成19,2007,年平均,501143,391987,368257,23730,109156,109626,106553,102293,4260,3073
30～99人,平成20,2008,年平均,516826,402253,379670,22583,114573,114241,109100,104696,4404,5141
30～99人,平成21,2009,年平均,468157,379528,358021,21507,88629,101590,98845,95158,3687,2745
30～99人,平成22,2010,年平均,459208,374094,352364,21730,85114,104175,100434,96717,3717,3741
30～99人,平成23,2011,年平均,463162,375395,352778,22617,87767,106400,102955,99190,3765,3445
30～99人,平成23,2011,1月,387230,377332,355584,21748,9898,99193,98856,95166,3690,337
30～99人,平成23,2011,2月,383255,377680,356150,21530,5575,98749,98543,94987,3556,206
30～99人,平成23,2011,3月,408399,374597,352139,22458,33802,102045,100095,96637,3458,1950
30～99人,平成23,2011,4月,392745,378702,355959,22743,14043,103430,102258,98688,3570,1172
30～99人,平成23,2011,5月,406515,370306,348516,21790,36209,102478,102148,98675,3473,330
30～99人,平成23,2011,6月,645257,374076,352724,21352,271181,114816,106225,102027,4198,8591
30～99人,平成23,2011,7月,519255,375719,352571,23148,143536,113504,106569,102307,4262,6935
30～99人,平成23,2011,8月,382387,366832,345302,21530,15555,104726,104449,101006,3443,277
30～99人,平成23,2011,9月,387265,377823,355537,22286,9442,105690,105149,101498,3651,541
30～99人,平成23,2011,10月,390507,375711,351700,24011,14796,103976,103292,99485,3807,684
30～99人,平成23,2011,11月,405964,374286,350656,23630,31678,103116,102674,99107,3567,442
30～99人,平成23,2011,12月,851367,381804,356630,25174,469563,124598,105021,100564,4457,19577
100～499人,平成17,2005,年平均,542572,419660,385604,34056,122912,126312,121330,113985,7345,4982
100～499人,平成18,2006,年平均,551775,421801,387852,33949,129974,128526,123904,114991,8913,4622
100～499人,平成19,2007,年平均,538231,412197,379284,32913,126034,136902,132189,124848,7341,4713
100～499人,平成20,2008,年平均,545772,414482,381644,32838,131290,137542,132395,124882,7513,5147
100～499人,平成21,2009,年平均,515231,404355,373712,30643,110876,126809,122769,117047,5722,4040
100～499人,平成22,2010,年平均,520589,406433,375697,30736,114156,121530,117949,112483,5466,3581
100～499人,平成23,2011,年平均,519146,403489,373517,29972,115657,118737,115030,109741,5289,3707
100～499人,平成23,2011,1月,428798,402737,372969,29768,26061,115148,113881,108591,5290,1267
100～499人,平成23,2011,2月,418296,402914,371437,31477,15382,114322,114120,108861,5259,202
100～499人,平成23,2011,3月,447608,404915,372230,32685,42693,114008,111489,106313,5176,2519
100～499人,平成23,2011,4月,435915,407200,372834,34366,28715,114535,113513,108453,5060,1022
100～499人,平成23,2011,5月,422278,398426,370519,27907,23852,115930,114689,109541,5148,1241
100～499人,平成23,2011,6月,852587,401594,373184,28410,450993,124717,116155,111083,5072,8562
100～499人,平成23,2011,7月,534808,403468,374541,28927,131340,125003,116735,111631,5104,8268
100～499人,平成23,2011,8月,413302,398396,370853,27543,14906,115559,114962,110047,4915,597
100～499人,平成23,2011,9月,418726,402730,375217,27513,15996,119322,116427,111389,5038,2895
100～499人,平成23,2011,10月,417179,405930,376584,29346,11249,116716,115718,110131,5587,998
100～499人,平成23,2011,11月,442175,403317,372666,30651,38858,115930,114842,109323,5519,1088
100～499人,平成23,2011,12月,988301,410293,379067,31226,578008,135203,118232,111915,6317,16971
500人以上,平成17,2005,年平均,648681,476232,435321,40911,172449,128404,122943,115333,7610,5461
500人以上,平成18,2006,年平均,652924,468376,427136,41240,184548,127157,122508,115593,6915,4649
500人以上,平成19,2007,年平均,632173,458168,416865,41303,174005,121643,115131,107845,7286,6512
500人以上,平成20,2008,年平均,637798,461475,420291,41184,176323,125162,117923,110811,7112,7239
500人以上,平成21,2009,年平均,625379,474840,435263,39577,150539,157939,153634,146091,7543,4305
500人以上,平成22,2010,年平均,640426,480638,439925,40713,159788,161993,158044,147883,10161,3949
500人以上,平成23,2011,年平均,649369,483276,442072,41204,166093,164662,160337,150205,10132,4325
500人以上,平成23,2011,1月,520916,477825,437702,40123,43091,154475,153469,142522,10947,1006
500人以上,平成23,2011,2月,510165,482128,440374,41754,28037,154636,152689,142470,10219,1947
500人以上,平成23,2011,3月,542180,488668,442881,45787,53512,157526,155330,145636,9694,2196
500人以上,平成23,2011,4月,522903,490556,446639,43917,32347,164637,162971,152857,10114,1666
500人以上,平成23,2011,5月,559129,480205,438350,41855,78924,165731,163718,153822,9896,2013
500人以上,平成23,2011,6月,1115869,484520,443829,40691,631349,167158,160066,151201,8865,7092
500人以上,平成23,2011,7月,727285,480843,440036,40807,246442,174912,164473,154310,10163,10439
500人以上,平成23,2011,8月,492762,482672,444132,38540,10090,163321,162219,152712,9507,1102
500人以上,平成23,2011,9月,495110,478474,440467,38007,16636,165517,163447,154008,9439,2070
500人以上,平成23,2011,10月,506155,479268,441331,37937,26887,163919,162259,151433,10826,1660
500人以上,平成23,2011,11月,530956,487902,445038,42864,43054,163607,162200,151754,10446,1407
500人以上,平成23,2011,12月,1267313,486282,444133,42149,781031,180975,161722,150267,11455,19253
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成23年確報,,,,,,,,,,,,,
第４表　規模、就業形態別労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,
