規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成15,2003,年平均,94.9,－,120.3,93.3,103.8,90.6,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成16,2004,年平均,96.1,1.3,109.7,94.4,104.4,109.6,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,平成17,2005,年平均,100,4.1,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
５人以上,平成18,2006,年平均,100.8,0.8,112,97,100.7,99,99.5,100.3,103.4,100.6,－,－,－,－,100.5,105.2,101.3,－
５人以上,平成19,2007,年平均,100.8,0,104.5,99.6,99.7,99.3,104.1,102.6,101.5,101.6,－,－,－,－,97.4,105.2,97.2,－
５人以上,平成20,2008,年平均,100.8,0,113.6,97.8,100.5,102.6,103.9,106.6,104,105.5,－,－,－,－,93.9,105.5,111.4,－
５人以上,平成21,2009,年平均,96.9,-3.9,113.7,99.1,96.1,102.7,106.4,101.3,98.8,96.7,－,－,－,－,89.8,104.1,112.6,－
５人以上,平成22,2010,年平均,97.7,0.8,112.7,96.5,101,100.6,106.8,99.8,102.1,101.2,－,－,－,－,92.2,104.6,114.5,－
５人以上,平成22,2010,2月,79.6,-1.6,77.5,80.4,79.3,77.2,84.1,86.5,83.1,79.1,－,－,－,－,69.2,89.1,84.6,－
５人以上,平成22,2010,3月,86.8,2.5,83.3,92,86.2,80.1,88.2,93.5,87.4,98.4,－,－,－,－,83.3,98.8,89.6,－
５人以上,平成22,2010,4月,87.2,4.8,80.6,83.6,83.7,80.8,90.8,89.2,87,119.6,－,－,－,－,76.4,92.2,99.7,－
５人以上,平成22,2010,5月,82.3,-0.7,79.1,81.3,80.9,77.9,88.6,85.8,84.9,86.7,－,－,－,－,69.6,93.2,85.4,－
５人以上,平成22,2010,6月,147.9,5.6,227,126.3,140.9,208.8,177.3,138.2,152.1,171.7,－,－,－,－,154.1,154.2,237.3,－
５人以上,平成22,2010,7月,106.3,-1,142.7,109.3,132.2,79.4,106.1,108.7,125.4,85.8,－,－,－,－,97.8,103.7,90.8,－
５人以上,平成22,2010,8月,81.3,-0.1,76.9,82,84.2,75.6,89.2,85.2,85.1,77,－,－,－,－,72,86.3,85.1,－
５人以上,平成22,2010,9月,81.2,1.5,80,82.4,81.9,77.3,87.9,90.2,84.2,77.7,－,－,－,－,71.6,87.1,83.9,－
５人以上,平成22,2010,10月,81.5,1.1,76.1,82.9,82.3,80.5,88.9,85.7,83.3,78.5,－,－,－,－,75.1,87.6,95.5,－
５人以上,平成22,2010,11月,85.3,0.8,77.1,87.3,88.2,82.8,93.8,90.6,87.3,90,－,－,－,－,70.1,90.4,85.9,－
５人以上,平成22,2010,12月,172,-1.5,257.2,162.8,193.3,209.2,196.8,160.9,179.6,172.9,－,－,－,－,200.5,180.5,250.2,－
５人以上,平成23,2011,1月,82,1,102.1,85.1,81.8,76.5,100,84,84,79.4,－,－,－,－,68.1,84.8,86.6,－
５人以上,平成23,2011,2月,79.8,0.3,76.8,81.8,80.8,76.4,87.1,81.8,79.9,93,－,－,－,－,69.4,83.2,85,－
５人以上,平成23,2011,2月（対前年同月比（％））,－,－,-0.9,1.7,1.9,-1,3.6,-5.4,-3.9,17.6,-11.2,0.4,1.1,6.5,0.3,-6.6,0.5,-5.4
30人以上,平成15,2003,年平均,95.7,－,107,93.7,106.5,92,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,97.7,2.1,110.1,92.3,105.8,112.5,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,2.4,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
30人以上,平成18,2006,年平均,100.8,0.8,102.1,97.5,101.1,99.6,99.3,103,103.8,100.8,－,－,－,－,101.2,101,100.5,－
30人以上,平成19,2007,年平均,101.7,0.9,95.3,100.7,100.6,100.5,103.5,103.3,102.2,102.1,－,－,－,－,101.5,106,96.3,－
30人以上,平成20,2008,年平均,103,1.3,103.6,101.2,101.6,105.1,104.6,109.2,106.5,106.9,－,－,－,－,99.2,104.1,116.7,－
30人以上,平成21,2009,年平均,97.8,-5,103.7,103.9,95.5,104.8,106.5,104.1,99.6,95.5,－,－,－,－,94,99.3,120.9,－
30人以上,平成22,2010,年平均,98.5,0.7,102.7,100.8,99.5,101.3,107.5,104.1,101.1,98.4,－,－,－,－,95.9,98.9,121.7,－
30人以上,平成22,2010,2月,78.4,-2.6,70.6,82.1,76.2,77.4,83.1,88.7,80.5,77.3,－,－,－,－,71.1,81.9,90.5,－
30人以上,平成22,2010,3月,86.6,2.6,76,99,84,80.2,87.5,97.1,85,95.3,－,－,－,－,88,93.5,95.1,－
30人以上,平成22,2010,4月,86.9,5.6,73.5,85.3,81.1,81,89.6,92.1,82.8,120.7,－,－,－,－,79.6,83.8,107.5,－
30人以上,平成22,2010,5月,81.6,-1.3,72.1,82.3,78.3,76.6,88.1,88.2,81.5,85.6,－,－,－,－,71.4,87.3,91.2,－
30人以上,平成22,2010,6月,157.1,5.6,207,142.2,146.9,215.6,185.4,147.4,163.3,164.7,－,－,－,－,162.6,148.5,257.3,－
30人以上,平成22,2010,7月,105.3,-1.2,130.1,112.9,130.5,76.4,106,111.6,122.4,81.7,－,－,－,－,102.7,96.6,96.1,－
30人以上,平成22,2010,8月,79.6,-0.5,70.1,80.5,80.2,75.7,87.5,89.5,80.4,74.6,－,－,－,－,73.2,80.4,90.1,－
30人以上,平成22,2010,9月,80.2,1.6,72.9,82.7,78.7,77.5,87.3,95.5,80.2,75.5,－,－,－,－,72.1,82.3,88.1,－
30人以上,平成22,2010,10月,80.7,1.3,69.4,83.4,79.5,80.7,88.6,90.1,79.2,76.4,－,－,－,－,77.1,82.6,101.6,－
30人以上,平成22,2010,11月,84.9,0.4,70.3,89.6,85.5,81.4,93.3,93.7,85.4,88.1,－,－,－,－,71.4,86.2,90.6,－
30人以上,平成22,2010,12月,180.9,-1.7,234.5,179.4,198.3,215.4,204.6,171.2,189,165.4,－,－,－,－,212.5,180.1,260.6,－
30人以上,平成23,2011,1月,81.4,1.9,93.1,86.6,78.7,77,99.9,87.3,80.7,77.5,－,－,－,－,69,82,90.3,－
30人以上,平成23,2011,2月,79.3,1.1,70,82.6,77.4,77.2,85.8,85.1,77.3,92.7,－,－,－,－,70.6,80.8,88.6,－
30人以上,平成23,2011,2月（対前年同月比（％））,－,－,-0.8,0.6,1.6,-0.3,3.2,-4.1,-4,19.9,-5.8,-2.1,3.7,-0.2,-0.7,-1.3,-2.1,-4.1
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年２月分,,,,,,,,,,,,,,,,,,,,,
第12表　名目賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から平成19年11月改定の日本標準産業分類による表章に変更しています。平成21年以前と接続しない産業は、指数は算出できないため「－」と表記していますが、対前年同月比は実数から算出しています。,,,,,,,,,,,,,,,,,,,,,
