"年月[西暦]","調査項目","設問","選択肢","件数[件]","(全体)[%]","(除不)[%]"
"202003","事業所について","Q2-4. 貴事業所を運営する法人等の概要をご記入ください。（４．法人格（○は１つ））","株式会社（特例有限会社を含む）","85","64.4","67.5"
"202003","事業所について","Q2-4. 貴事業所を運営する法人等の概要をご記入ください。（４．法人格（○は１つ））","合名・合資会社","0","0.0","0.0"
"202003","事業所について","Q2-4. 貴事業所を運営する法人等の概要をご記入ください。（４．法人格（○は１つ））","社団法人","0","0.0","0.0"
"202003","事業所について","Q2-4. 貴事業所を運営する法人等の概要をご記入ください。（４．法人格（○は１つ））","社会福祉法人","18","13.6","14.3"
"202003","事業所について","Q2-4. 貴事業所を運営する法人等の概要をご記入ください。（４．法人格（○は１つ））","財団法人","0","0.0","0.0"
"202003","事業所について","Q2-4. 貴事業所を運営する法人等の概要をご記入ください。（４．法人格（○は１つ））","医療法人","12","9.1","9.5"
"202003","事業所について","Q2-4. 貴事業所を運営する法人等の概要をご記入ください。（４．法人格（○は１つ））","特定非営利活動法人（ＮＰＯ法人）","0","0.0","0.0"
"202003","事業所について","Q2-4. 貴事業所を運営する法人等の概要をご記入ください。（４．法人格（○は１つ））","その他","11","8.3","8.7"
"202003","事業所について","Q2-4. 貴事業所を運営する法人等の概要をご記入ください。（４．法人格（○は１つ））","無回答","6","4.5",

"港区保健福祉基礎調査（事業所）・単純集計表・事業所についてQ2-4","Ver202003",,,,,
