"年月[西暦]","調査項目","設問","基本政策","政策","調査回答者の属性種別","調査回答者の属性","調査数[人]","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)環境に対する意識を高め、健康で快適に暮らせる生活環境をつくる","全体",,"558","36","159","120","86","150","7"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)環境に対する意識を高め、健康で快適に暮らせる生活環境をつくる","性・年代別","男性（計）","231","19","54","52","37","65","4"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)環境に対する意識を高め、健康で快適に暮らせる生活環境をつくる","性・年代別","男性 18～29歳","13","1","6","2","0","4","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)環境に対する意識を高め、健康で快適に暮らせる生活環境をつくる","性・年代別","男性 30～39歳","38","6","10","6","6","10","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)環境に対する意識を高め、健康で快適に暮らせる生活環境をつくる","性・年代別","男性 40～49歳","50","3","10","10","10","16","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)環境に対する意識を高め、健康で快適に暮らせる生活環境をつくる","性・年代別","男性 50～59歳","47","3","9","14","3","15","3"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)環境に対する意識を高め、健康で快適に暮らせる生活環境をつくる","性・年代別","男性 60～69歳","42","2","7","11","11","11","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)環境に対する意識を高め、健康で快適に暮らせる生活環境をつくる","性・年代別","男性 70歳以上","40","4","12","9","6","9","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)環境に対する意識を高め、健康で快適に暮らせる生活環境をつくる","性・年代別","男性 無回答","1","0","0","0","1","0","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)環境に対する意識を高め、健康で快適に暮らせる生活環境をつくる","性・年代別","女性（計）","313","17","99","67","46","83","1"
