規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5481891,41640,57246,5466516,1716766,56438,48442,1724531
５人以上,"鉱業,採石業,砂利採取業",1810,19,15,1814,43,0,0,43
５人以上,建設業,324448,2753,2720,324481,12763,0,10,12753
５人以上,製造業,648960,2875,4181,647597,47291,994,663,47679
５人以上,電気・ガス・熱供給・水道業,21336,125,150,21311,1137,13,0,1150
５人以上,情報通信業,712916,4154,5896,711176,28199,796,861,28132
５人以上,"運輸業,郵便業",375543,2530,3016,375058,71292,1083,2270,70104
５人以上,"卸売業,小売業",980366,5693,9241,977156,446534,12748,9311,449633
５人以上,"金融業,保険業",346496,2283,2944,345832,37160,396,497,37062
５人以上,"不動産業,物品賃貸業",161877,1783,2344,161286,32561,898,875,32614
５人以上,"学術研究,専門・技術サービス業",340149,6026,4267,341906,15636,962,1130,15470
５人以上,"宿泊業,飲食サービス業",192105,3070,10485,184648,436330,19149,13236,442285
５人以上,"生活関連サービス業,娯楽業",144898,840,1697,144034,71366,4075,2742,72706
５人以上,"教育,学習支援業",283927,1379,702,284604,131547,6272,8772,129047
５人以上,"医療,福祉",370742,2039,3219,369687,182963,3781,3000,183619
５人以上,複合サービス事業,14969,4,75,14898,5440,205,184,5461
５人以上,サービス業（他に分類されないもの）,561349,6067,6294,561028,196504,5066,4891,196773
30人以上,調査産業計,4117844,28739,39525,4106918,904547,25546,26883,903350
30人以上,"鉱業,採石業,砂利採取業",1810,19,15,1814,43,0,0,43
30人以上,建設業,204294,1075,2050,203320,4756,0,10,4745
30人以上,製造業,510210,2119,2205,510112,28372,738,408,28714
30人以上,電気・ガス・熱供給・水道業,18207,125,150,18182,1137,13,0,1150
30人以上,情報通信業,612008,2704,3943,610771,18957,796,708,19043
30人以上,"運輸業,郵便業",310675,2274,2683,310267,54435,1083,1832,53685
30人以上,"卸売業,小売業",646679,2877,5320,644251,214048,4606,3009,215630
30人以上,"金融業,保険業",290118,1742,2371,289486,31841,396,497,31743
30人以上,"不動産業,物品賃貸業",104302,742,765,104249,23581,719,399,23931
30人以上,"学術研究,専門・技術サービス業",247086,5022,3372,248734,5359,450,248,5563
30人以上,"宿泊業,飲食サービス業",119240,1752,8521,112473,124247,4281,4058,124468
30人以上,"生活関連サービス業,娯楽業",80550,620,387,80776,35469,994,1253,35217
30人以上,"教育,学習支援業",235763,936,456,236244,92511,5350,7632,90228
30人以上,"医療,福祉",284183,1299,1607,283862,97138,1787,2163,96775
30人以上,複合サービス事業,5044,4,9,5039,2019,0,41,1978
30人以上,サービス業（他に分類されないもの）,447675,5429,5671,447338,170634,4333,4625,170437
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年１２月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
