事業所規模,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５～29人,平成18,2006,年平均,407888,345246,330375,14871,62642,98940,96931,94339,2592,2009
５～29人,平成19,2007,年平均,412032,344475,329950,14525,67557,93397,91497,89304,2193,1900
５～29人,平成20,2008,年平均,401618,341196,325992,15204,60422,94004,92337,89583,2754,1667
５～29人,平成21,2009,年平均,391670,338196,323212,14984,53474,93506,91843,88927,2916,1663
５～29人,平成22,2010,年平均,395590,339112,324144,14968,56478,97931,96437,93715,2722,1494
５～29人,平成23,2011,年平均,383836,334389,319097,15292,49447,94912,93647,91814,1833,1265
５～29人,平成24,2012,年平均,386281,338211,321852,16359,48070,95437,93885,91584,2301,1552
５～29人,平成25,2013,年平均,396184,342056,324568,17488,54128,92714,91282,88626,2656,1432
５～29人,平成25,2013,1月,359879,340963,324249,16714,18916,87800,87028,84247,2781,772
５～29人,平成25,2013,2月,347349,343205,326244,16961,4144,90464,90006,87427,2579,458
５～29人,平成25,2013,3月,357867,343049,325096,17953,14818,90610,90227,87593,2634,383
５～29人,平成25,2013,4月,357196,345950,328041,17909,11246,91542,90961,88369,2592,581
５～29人,平成25,2013,5月,353170,340315,323489,16826,12855,92149,91708,89116,2592,441
５～29人,平成25,2013,6月,483034,344651,327041,17610,138383,95982,92619,89869,2750,3363
５～29人,平成25,2013,7月,471538,343504,325432,18072,128034,96529,92881,90146,2735,3648
５～29人,平成25,2013,8月,360052,339633,322495,17138,20419,92738,92408,89860,2548,330
５～29人,平成25,2013,9月,345372,340287,323491,16796,5085,91320,91023,88249,2774,297
５～29人,平成25,2013,10月,347586,341178,323562,17616,6408,90704,90513,88090,2423,191
５～29人,平成25,2013,11月,354827,340695,322318,18377,14132,93392,93032,90403,2629,360
５～29人,平成25,2013,12月,619198,341079,323167,17912,278119,98904,92768,89938,2830,6136
30～99人,平成18,2006,年平均,497801,392048,364743,27305,105753,108428,105198,100988,4210,3230
30～99人,平成19,2007,年平均,501143,391987,368257,23730,109156,109626,106553,102293,4260,3073
30～99人,平成20,2008,年平均,516826,402253,379670,22583,114573,114241,109100,104696,4404,5141
30～99人,平成21,2009,年平均,468157,379528,358021,21507,88629,101590,98845,95158,3687,2745
30～99人,平成22,2010,年平均,459208,374094,352364,21730,85114,104175,100434,96717,3717,3741
30～99人,平成23,2011,年平均,463162,375395,352778,22617,87767,106400,102955,99190,3765,3445
30～99人,平成24,2012,年平均,437295,356300,329956,26344,80995,111075,107980,104662,3318,3095
30～99人,平成25,2013,年平均,441962,355892,329327,26565,86070,107448,104436,100871,3565,3012
30～99人,平成25,2013,1月,361886,351367,324617,26750,10519,101454,100774,97280,3494,680
30～99人,平成25,2013,2月,360084,355093,328786,26307,4991,103933,103647,100402,3245,286
30～99人,平成25,2013,3月,407818,359597,332274,27323,48221,104280,102718,99190,3528,1562
30～99人,平成25,2013,4月,381655,358794,331394,27400,22861,107593,106447,102634,3813,1146
30～99人,平成25,2013,5月,363658,353543,327535,26008,10115,103391,102981,99300,3681,410
30～99人,平成25,2013,6月,644143,352734,325881,26853,291409,113078,105618,102082,3536,7460
30～99人,平成25,2013,7月,494224,354010,327591,26419,140214,110565,106134,102084,4050,4431
30～99人,平成25,2013,8月,369498,358154,332540,25614,11344,105980,105506,101720,3786,474
30～99人,平成25,2013,9月,369915,356238,332069,24169,13677,106426,105444,102129,3315,982
30～99人,平成25,2013,10月,380933,357113,330955,26158,23820,106308,102431,99218,3213,3877
30～99人,平成25,2013,11月,388048,356928,328822,28106,31120,108107,107282,103911,3371,825
30～99人,平成25,2013,12月,773871,357213,329514,27699,416658,118643,104493,100730,3763,14150
100～499人,平成18,2006,年平均,551775,421801,387852,33949,129974,128526,123904,114991,8913,4622
100～499人,平成19,2007,年平均,538231,412197,379284,32913,126034,136902,132189,124848,7341,4713
100～499人,平成20,2008,年平均,545772,414482,381644,32838,131290,137542,132395,124882,7513,5147
100～499人,平成21,2009,年平均,515231,404355,373712,30643,110876,126809,122769,117047,5722,4040
100～499人,平成22,2010,年平均,520589,406433,375697,30736,114156,121530,117949,112483,5466,3581
100～499人,平成23,2011,年平均,519146,403489,373517,29972,115657,118737,115030,109741,5289,3707
100～499人,平成24,2012,年平均,508285,402423,369816,32607,105862,124651,120411,114611,5800,4240
100～499人,平成25,2013,年平均,512534,403096,370010,33086,109438,121950,118336,111836,6500,3614
100～499人,平成25,2013,1月,425692,405108,373515,31593,20584,118768,117175,110571,6604,1593
100～499人,平成25,2013,2月,409151,402473,369967,32506,6678,113617,112342,106630,5712,1275
100～499人,平成25,2013,3月,437900,404850,370198,34652,33050,119127,115775,109864,5911,3352
100～499人,平成25,2013,4月,430276,408215,372255,35960,22061,122937,120543,113616,6927,2394
100～499人,平成25,2013,5月,419759,402822,369341,33481,16937,121706,120494,113679,6815,1212
100～499人,平成25,2013,6月,834017,403799,369733,34066,430218,126165,119082,112493,6589,7083
100～499人,平成25,2013,7月,522894,400244,368885,31359,122650,125019,118407,112067,6340,6612
100～499人,平成25,2013,8月,412328,399796,367951,31845,12532,119268,118438,112701,5737,830
100～499人,平成25,2013,9月,442886,401867,370828,31039,41019,118619,117150,110793,6357,1469
100～499人,平成25,2013,10月,419250,403191,371571,31620,16059,118684,117459,111208,6251,1225
100～499人,平成25,2013,11月,431359,405876,371400,34476,25483,126013,124048,116752,7296,1965
100～499人,平成25,2013,12月,961619,398980,364522,34458,562639,133221,119246,111781,7465,13975
500人以上,平成18,2006,年平均,652924,468376,427136,41240,184548,127157,122508,115593,6915,4649
500人以上,平成19,2007,年平均,632173,458168,416865,41303,174005,121643,115131,107845,7286,6512
500人以上,平成20,2008,年平均,637798,461475,420291,41184,176323,125162,117923,110811,7112,7239
500人以上,平成21,2009,年平均,625379,474840,435263,39577,150539,157939,153634,146091,7543,4305
500人以上,平成22,2010,年平均,640426,480638,439925,40713,159788,161993,158044,147883,10161,3949
500人以上,平成23,2011,年平均,649369,483276,442072,41204,166093,164662,160337,150205,10132,4325
500人以上,平成24,2012,年平均,640525,486651,445847,40804,153874,134299,129245,121773,7472,5054
500人以上,平成25,2013,年平均,659109,493366,451838,41528,165743,134291,129526,121863,7663,4765
500人以上,平成25,2013,1月,492493,478850,440895,37955,13643,122781,121922,114503,7419,859
500人以上,平成25,2013,2月,505514,490933,449882,41051,14581,124254,123474,115988,7486,780
500人以上,平成25,2013,3月,533308,497381,455272,42109,35927,131033,126494,118133,8361,4539
500人以上,平成25,2013,4月,520569,503504,460825,42679,17065,129075,126616,118437,8179,2459
500人以上,平成25,2013,5月,545136,490774,448334,42440,54362,137301,135972,127984,7988,1329
500人以上,平成25,2013,6月,1154452,490613,448253,42360,663839,146629,132205,125144,7061,14424
500人以上,平成25,2013,7月,705481,489100,448089,41011,216381,140925,134574,127096,7478,6351
500人以上,平成25,2013,8月,510363,492140,450570,41570,18223,128616,127476,120125,7351,1140
500人以上,平成25,2013,9月,520639,496036,456482,39554,24603,135115,131641,124274,7367,3474
500人以上,平成25,2013,10月,511673,497767,456450,41317,13906,138709,136846,128986,7860,1863
500人以上,平成25,2013,11月,514221,499044,455120,43924,15177,130751,130148,122360,7788,603
500人以上,平成25,2013,12月,1400376,494538,452149,42389,905838,143270,125720,118034,7686,17550
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成25年年報,,,,,,,,,,,,,
第４表　規模、就業形態別労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,
