規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5565900,62517,73163,5555672,1646553,73833,47679,1672289
５人以上,"鉱業,採石業,砂利採取業",1803,17,28,1792,45,0,0,45
５人以上,建設業,337484,1775,3889,335371,8129,457,183,8402
５人以上,製造業,661939,4233,8927,657266,47975,1485,947,48492
５人以上,電気・ガス・熱供給・水道業,21483,110,278,21315,1419,0,0,1419
５人以上,情報通信業,722382,5781,5625,722530,27967,743,438,28280
５人以上,"運輸業,郵便業",377476,3051,5243,375285,74199,3108,1648,75658
５人以上,"卸売業,小売業",1013602,10617,12281,1012035,419653,12748,10302,422002
５人以上,"金融業,保険業",353481,3322,3002,353793,36165,383,576,35980
５人以上,"不動産業,物品賃貸業",158811,1123,2056,157877,37386,731,682,37436
５人以上,"学術研究,専門・技術サービス業",332833,8830,7396,334408,12354,524,581,12156
５人以上,"宿泊業,飲食サービス業",195498,3091,5258,193336,417096,26312,14742,428661
５人以上,"生活関連サービス業,娯楽業",152615,1988,2231,152428,64914,3998,2091,66765
５人以上,"教育,学習支援業",280163,4367,1581,282955,125922,10564,6005,130475
５人以上,"医療,福祉",373699,3758,4003,373458,180951,6042,4905,182084
５人以上,複合サービス事業,15059,114,201,15071,5505,26,40,5392
５人以上,サービス業（他に分類されないもの）,567572,10340,11164,566752,186873,6712,4539,189042
30人以上,調査産業計,4147950,44535,53624,4138948,904183,33173,24518,912751
30人以上,"鉱業,採石業,砂利採取業",1803,17,28,1792,45,0,0,45
30人以上,建設業,213884,1050,2791,212144,2749,36,25,2759
30人以上,製造業,521958,3243,6732,518489,30089,705,645,30129
30人以上,電気・ガス・熱供給・水道業,18819,68,278,18609,1137,0,0,1137
30人以上,情報通信業,623927,4027,5352,622594,17920,239,438,17729
30人以上,"運輸業,郵便業",311991,2293,4745,309540,59228,1745,1141,59831
30人以上,"卸売業,小売業",658042,4960,6157,656830,212458,3699,3854,212318
30人以上,"金融業,保険業",295108,2327,2786,294641,30558,340,288,30618
30人以上,"不動産業,物品賃貸業",102307,811,1237,101880,26832,592,682,26743
30人以上,"学術研究,専門・技術サービス業",238849,8010,6130,240730,4894,257,247,4903
30人以上,"宿泊業,飲食サービス業",113710,883,2374,112223,126055,4928,5192,125787
30人以上,"生活関連サービス業,娯楽業",79226,1109,561,79830,36022,2716,718,37964
30人以上,"教育,学習支援業",232134,3818,1028,234930,89638,8149,5215,92566
30人以上,"医療,福祉",287305,2519,2903,286950,96745,3402,2373,97745
30人以上,複合サービス事業,5130,38,40,5127,2039,26,40,2026
30人以上,サービス業（他に分類されないもの）,443757,9362,10482,442639,167774,6339,3660,170451
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年６月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
